forward_num_temp_incr_reverse_0.10,reverse_num_temp_incr_reverse_0.10,forward_rate_temp_incr_reverse_0.10,reverse_rate_temp_incr_reverse_0.10,organism_num_temp_incr_reverse_0.10,organism_rate_temp_incr_reverse_0.10,forward_num_temp_incr_reverse_0.15,reverse_num_temp_incr_reverse_0.15,forward_rate_temp_incr_reverse_0.15,reverse_rate_temp_incr_reverse_0.15,organism_num_temp_incr_reverse_0.15,organism_rate_temp_incr_reverse_0.15,forward_num_temp_incr_reverse_0.20,reverse_num_temp_incr_reverse_0.20,forward_rate_temp_incr_reverse_0.20,reverse_rate_temp_incr_reverse_0.20,organism_num_temp_incr_reverse_0.20,organism_rate_temp_incr_reverse_0.20,forward_num_temp_incr_reverse_0.25,reverse_num_temp_incr_reverse_0.25,forward_rate_temp_incr_reverse_0.25,reverse_rate_temp_incr_reverse_0.25,organism_num_temp_incr_reverse_0.25,organism_rate_temp_incr_reverse_0.25,forward_num_temp_incr_reverse_0.30,reverse_num_temp_incr_reverse_0.30,forward_rate_temp_incr_reverse_0.30,reverse_rate_temp_incr_reverse_0.30,organism_num_temp_incr_reverse_0.30,organism_rate_temp_incr_reverse_0.30,forward_num_temp_incr_reverse_0.35,reverse_num_temp_incr_reverse_0.35,forward_rate_temp_incr_reverse_0.35,reverse_rate_temp_incr_reverse_0.35,organism_num_temp_incr_reverse_0.35,organism_rate_temp_incr_reverse_0.35,forward_num_temp_incr_reverse_0.40,reverse_num_temp_incr_reverse_0.40,forward_rate_temp_incr_reverse_0.40,reverse_rate_temp_incr_reverse_0.40,organism_num_temp_incr_reverse_0.40,organism_rate_temp_incr_reverse_0.40,forward_num_temp_incr_reverse_0.45,reverse_num_temp_incr_reverse_0.45,forward_rate_temp_incr_reverse_0.45,reverse_rate_temp_incr_reverse_0.45,organism_num_temp_incr_reverse_0.45,organism_rate_temp_incr_reverse_0.45,forward_num_temp_incr_reverse_0.50,reverse_num_temp_incr_reverse_0.50,forward_rate_temp_incr_reverse_0.50,reverse_rate_temp_incr_reverse_0.50,organism_num_temp_incr_reverse_0.50,organism_rate_temp_incr_reverse_0.50,forward_num_temp_incr_reverse_0.55,reverse_num_temp_incr_reverse_0.55,forward_rate_temp_incr_reverse_0.55,reverse_rate_temp_incr_reverse_0.55,organism_num_temp_incr_reverse_0.55,organism_rate_temp_incr_reverse_0.55,forward_num_temp_incr_reverse_0.60,reverse_num_temp_incr_reverse_0.60,forward_rate_temp_incr_reverse_0.60,reverse_rate_temp_incr_reverse_0.60,organism_num_temp_incr_reverse_0.60,organism_rate_temp_incr_reverse_0.60
0.0,9.9,0.0,5.52222222222222,9.9,5.52222222222222,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.95,0.0,5.49722222222222,9.95,5.49722222222222,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.9,0.0,5.52222222222222,9.9,5.52222222222222,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.95,0.0,5.49722222222222,9.95,5.49722222222222,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.9,0.0,5.48333333333333,9.9,5.48333333333333,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.9,0.0,5.52222222222222,9.9,5.52222222222222,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.9,0.0,5.51111111111111,9.9,5.51111111111111,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.475,9.85,5.475,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.85,0.0,5.50833333333333,9.85,5.50833333333333,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.9,0.0,5.51111111111111,9.9,5.51111111111111,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.475,9.85,5.475,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.85,0.0,5.50833333333333,9.85,5.50833333333333,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.48611111111111,9.85,5.48611111111111,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.475,9.85,5.475,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.85,0.0,5.50833333333333,9.85,5.50833333333333,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.48611111111111,9.85,5.48611111111111,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.475,9.85,5.475,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.85,0.0,5.50833333333333,9.85,5.50833333333333,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.48611111111111,9.85,5.48611111111111,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.475,9.85,5.475,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.85,0.0,5.50833333333333,9.85,5.50833333333333,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.48611111111111,9.85,5.48611111111111,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.475,9.85,5.475,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.85,0.0,5.50833333333333,9.85,5.50833333333333,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.48611111111111,9.85,5.48611111111111,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.475,9.85,5.475,0.0,9.9,0.0,5.46666666666667,9.9,5.46666666666667,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,10.0,0.0,5.5,10.0,5.5
0.0,9.85,0.0,5.50833333333333,9.85,5.50833333333333,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.48611111111111,9.85,5.48611111111111,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.475,9.85,5.475,0.0,9.9,0.0,5.46666666666667,9.9,5.46666666666667,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.85,0.0,5.49722222222222,9.85,5.49722222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556
0.0,9.85,0.0,5.50833333333333,9.85,5.50833333333333,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.85,0.0,5.48611111111111,9.85,5.48611111111111,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,9.8,0.0,5.5,9.8,5.5,0.0,9.9,0.0,5.46666666666667,9.9,5.46666666666667,0.0,9.95,0.0,5.50277777777778,9.95,5.50277777777778,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556
0.0,10.85,0.0,5.92272727272727,10.85,5.92272727272727,0.0,10.95,0.0,5.91363636363636,10.95,5.91363636363636,0.0,10.8,0.0,5.87772727272727,10.8,5.87772727272727,0.0,10.9,0.0,5.86717171717172,10.9,5.86717171717172,0.0,10.8,0.0,5.84727272727273,10.8,5.84727272727273,0.0,10.6,0.0,5.69646464646465,10.6,5.69646464646465,0.0,10.25,0.0,5.55318181818182,10.25,5.55318181818182,0.0,10.0,0.0,5.5,10.0,5.5,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556
0.0,10.85,0.0,5.92272727272727,10.85,5.92272727272727,0.0,10.95,0.0,5.91363636363636,10.95,5.91363636363636,0.0,10.8,0.0,5.87772727272727,10.8,5.87772727272727,0.0,10.9,0.0,5.86717171717172,10.9,5.86717171717172,0.0,10.8,0.0,5.84727272727273,10.8,5.84727272727273,0.0,10.9,0.0,5.76727272727273,10.9,5.76727272727273,0.0,10.95,0.0,5.70318181818182,10.95,5.70318181818182,0.0,10.5,0.0,5.57727272727273,10.5,5.57727272727273,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556
0.0,11.8,0.0,6.17424242424243,11.8,6.17424242424243,0.0,11.9,0.0,6.17727272727273,11.9,6.17727272727273,0.0,11.8,0.0,6.14348484848485,11.8,6.14348484848485,0.0,11.85,0.0,6.12090909090909,11.85,6.12090909090909,0.0,11.45,0.0,5.99818181818182,11.45,5.99818181818182,0.0,10.9,0.0,5.7875,10.9,5.7875,0.0,10.95,0.0,5.70318181818182,10.95,5.70318181818182,0.0,10.55,0.0,5.59318181818182,10.55,5.59318181818182,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556
0.0,11.8,0.0,6.17424242424243,11.8,6.17424242424243,0.0,11.9,0.0,6.17727272727273,11.9,6.17727272727273,0.0,11.8,0.0,6.14348484848485,11.8,6.14348484848485,0.0,11.9,0.0,6.13,11.9,6.13,0.0,11.8,0.0,6.08977272727273,11.8,6.08977272727273,0.0,11.8,0.0,5.95287878787879,11.8,5.95287878787879,0.0,11.3,0.0,5.74924242424243,11.3,5.74924242424243,0.0,10.55,0.0,5.59318181818182,10.55,5.59318181818182,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556
0.0,11.8,0.0,6.17424242424243,11.8,6.17424242424243,0.0,11.9,0.0,6.17727272727273,11.9,6.17727272727273,0.0,11.8,0.0,6.14348484848485,11.8,6.14348484848485,0.0,11.9,0.0,6.13,11.9,6.13,0.0,11.8,0.0,6.08977272727273,11.8,6.08977272727273,0.0,11.8,0.0,5.95287878787879,11.8,5.95287878787879,0.0,11.95,0.0,5.85719696969697,11.95,5.85719696969697,0.0,10.9,0.0,5.6530303030303,10.9,5.6530303030303,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.95,0.0,5.48055555555556,9.95,5.48055555555556
0.0,12.7,0.0,6.30032051282051,12.7,6.30032051282051,0.0,12.9,0.0,6.31858974358974,12.9,6.31858974358974,0.0,12.8,0.0,6.28918997668998,12.8,6.28918997668998,0.0,12.85,0.0,6.27960372960373,12.85,6.27960372960373,0.0,12.55,0.0,6.18108974358974,12.55,6.18108974358974,0.0,11.8,0.0,5.95287878787879,11.8,5.95287878787879,0.0,11.9,0.0,5.84356060606061,11.9,5.84356060606061,0.0,11.15,0.0,5.66439393939394,11.15,5.66439393939394,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556
0.0,12.65,0.0,6.30576923076923,12.65,6.30576923076923,0.0,12.9,0.0,6.31858974358974,12.9,6.31858974358974,0.0,12.8,0.0,6.28918997668998,12.8,6.28918997668998,0.0,12.85,0.0,6.27960372960373,12.85,6.27960372960373,0.0,12.75,0.0,6.21923076923077,12.75,6.21923076923077,0.0,12.7,0.0,6.15183566433567,12.7,6.15183566433567,0.0,12.05,0.0,5.8458041958042,12.05,5.8458041958042,0.0,11.4,0.0,5.69166666666667,11.4,5.69166666666667,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.9,0.0,5.50555555555556,9.9,5.50555555555556
0.0,12.65,0.0,6.30576923076923,12.65,6.30576923076923,0.0,12.9,0.0,6.31858974358974,12.9,6.31858974358974,0.0,12.8,0.0,6.28918997668998,12.8,6.28918997668998,0.0,12.85,0.0,6.27960372960373,12.85,6.27960372960373,0.0,12.75,0.0,6.21923076923077,12.75,6.21923076923077,0.0,12.75,0.0,6.15888694638695,12.75,6.15888694638695,0.0,12.65,0.0,5.87899184149184,12.65,5.87899184149184,0.0,11.4,0.0,5.69166666666667,11.4,5.69166666666667,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.8,0.0,5.51666666666667,9.8,5.51666666666667
0.0,13.65,0.0,6.35695970695971,13.65,6.35695970695971,0.0,13.9,0.0,6.36758241758242,13.9,6.36758241758242,0.0,13.5,0.0,6.31918081918082,13.5,6.31918081918082,0.0,13.05,0.0,6.28949383949384,13.05,6.28949383949384,0.0,12.8,0.0,6.2217032967033,12.8,6.2217032967033,0.0,12.75,0.0,6.15888694638695,12.75,6.15888694638695,0.0,12.9,0.0,5.89839743589744,12.9,5.89839743589744,0.0,11.65,0.0,5.68135198135198,11.65,5.68135198135198,0.0,9.8,0.0,5.51111111111111,9.8,5.51111111111111,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.8,0.0,5.51666666666667,9.8,5.51666666666667
0.0,13.65,0.0,6.35695970695971,13.65,6.35695970695971,0.0,13.9,0.0,6.36758241758242,13.9,6.36758241758242,0.0,13.75,0.0,6.33475274725275,13.75,6.33475274725275,0.0,13.85,0.0,6.32188644688645,13.85,6.32188644688645,0.0,13.45,0.0,6.26163003663004,13.45,6.26163003663004,0.0,12.9,0.0,6.16630452880453,12.9,6.16630452880453,0.0,12.9,0.0,5.89839743589744,12.9,5.89839743589744,0.0,11.95,0.0,5.70104895104895,11.95,5.70104895104895,0.0,9.75,0.0,5.53472222222222,9.75,5.53472222222222,0.0,9.95,0.0,5.49166666666667,9.95,5.49166666666667,0.0,9.8,0.0,5.51666666666667,9.8,5.51666666666667
0.0,13.65,0.0,6.35695970695971,13.65,6.35695970695971,0.0,13.85,0.0,6.36895604395605,13.85,6.36895604395605,0.0,13.75,0.0,6.33475274725275,13.75,6.33475274725275,0.0,13.8,0.0,6.32326007326007,13.8,6.32326007326007,0.0,13.65,0.0,6.28168498168498,13.65,6.28168498168498,0.0,13.5,0.0,6.22807609057609,13.5,6.22807609057609,0.0,12.9,0.0,5.89839743589744,12.9,5.89839743589744,0.0,12.35,0.0,5.72331002331002,12.35,5.72331002331002,0.0,9.7,0.0,5.5375,9.7,5.5375,0.0,9.9,0.0,5.51111111111111,9.9,5.51111111111111,0.0,9.8,0.0,5.51666666666667,9.8,5.51666666666667
0.0,13.65,0.0,6.35695970695971,13.65,6.35695970695971,0.0,13.85,0.0,6.36895604395605,13.85,6.36895604395605,0.0,13.75,0.0,6.33475274725275,13.75,6.33475274725275,0.0,13.8,0.0,6.32326007326007,13.8,6.32326007326007,0.0,13.65,0.0,6.28168498168498,13.65,6.28168498168498,0.0,13.75,0.0,6.2349358974359,13.75,6.2349358974359,0.0,13.2,0.0,5.91570512820513,13.2,5.91570512820513,0.0,12.4,0.0,5.71754079254079,12.4,5.71754079254079,0.0,9.7,0.0,5.5375,9.7,5.5375,0.0,9.9,0.0,5.51111111111111,9.9,5.51111111111111,0.0,9.8,0.0,5.51666666666667,9.8,5.51666666666667
0.0,13.65,0.0,6.35695970695971,13.65,6.35695970695971,0.0,13.8,0.0,6.38186813186813,13.8,6.38186813186813,0.0,13.75,0.0,6.33475274725275,13.75,6.33475274725275,0.0,13.8,0.0,6.32326007326007,13.8,6.32326007326007,0.0,13.65,0.0,6.28168498168498,13.65,6.28168498168498,0.0,13.75,0.0,6.2349358974359,13.75,6.2349358974359,0.0,13.7,0.0,6.0021978021978,13.7,6.0021978021978,0.0,12.4,0.0,5.71754079254079,12.4,5.71754079254079,0.0,9.7,0.0,5.5375,9.7,5.5375,0.0,9.9,0.0,5.51111111111111,9.9,5.51111111111111,0.0,9.8,0.0,5.51666666666667,9.8,5.51666666666667
