forward_num_strict_cluster_competition_0.10,reverse_num_strict_cluster_competition_0.10,forward_rate_strict_cluster_competition_0.10,reverse_rate_strict_cluster_competition_0.10,organism_num_strict_cluster_competition_0.10,organism_rate_strict_cluster_competition_0.10,forward_num_strict_cluster_competition_0.15,reverse_num_strict_cluster_competition_0.15,forward_rate_strict_cluster_competition_0.15,reverse_rate_strict_cluster_competition_0.15,organism_num_strict_cluster_competition_0.15,organism_rate_strict_cluster_competition_0.15,forward_num_strict_cluster_competition_0.20,reverse_num_strict_cluster_competition_0.20,forward_rate_strict_cluster_competition_0.20,reverse_rate_strict_cluster_competition_0.20,organism_num_strict_cluster_competition_0.20,organism_rate_strict_cluster_competition_0.20,forward_num_strict_cluster_competition_0.25,reverse_num_strict_cluster_competition_0.25,forward_rate_strict_cluster_competition_0.25,reverse_rate_strict_cluster_competition_0.25,organism_num_strict_cluster_competition_0.25,organism_rate_strict_cluster_competition_0.25,forward_num_strict_cluster_competition_0.30,reverse_num_strict_cluster_competition_0.30,forward_rate_strict_cluster_competition_0.30,reverse_rate_strict_cluster_competition_0.30,organism_num_strict_cluster_competition_0.30,organism_rate_strict_cluster_competition_0.30,forward_num_strict_cluster_competition_0.35,reverse_num_strict_cluster_competition_0.35,forward_rate_strict_cluster_competition_0.35,reverse_rate_strict_cluster_competition_0.35,organism_num_strict_cluster_competition_0.35,organism_rate_strict_cluster_competition_0.35,forward_num_strict_cluster_competition_0.40,reverse_num_strict_cluster_competition_0.40,forward_rate_strict_cluster_competition_0.40,reverse_rate_strict_cluster_competition_0.40,organism_num_strict_cluster_competition_0.40,organism_rate_strict_cluster_competition_0.40,forward_num_strict_cluster_competition_0.45,reverse_num_strict_cluster_competition_0.45,forward_rate_strict_cluster_competition_0.45,reverse_rate_strict_cluster_competition_0.45,organism_num_strict_cluster_competition_0.45,organism_rate_strict_cluster_competition_0.45,forward_num_strict_cluster_competition_0.50,reverse_num_strict_cluster_competition_0.50,forward_rate_strict_cluster_competition_0.50,reverse_rate_strict_cluster_competition_0.50,organism_num_strict_cluster_competition_0.50,organism_rate_strict_cluster_competition_0.50,forward_num_strict_cluster_competition_0.55,reverse_num_strict_cluster_competition_0.55,forward_rate_strict_cluster_competition_0.55,reverse_rate_strict_cluster_competition_0.55,organism_num_strict_cluster_competition_0.55,organism_rate_strict_cluster_competition_0.55,forward_num_strict_cluster_competition_0.60,reverse_num_strict_cluster_competition_0.60,forward_rate_strict_cluster_competition_0.60,reverse_rate_strict_cluster_competition_0.60,organism_num_strict_cluster_competition_0.60,organism_rate_strict_cluster_competition_0.60
681.15,317.25,6.57190180181,5.15073186799958,998.4,6.12183778955963,684.35,313.65,6.60091656123884,5.18560790477039,998.0,6.15670351045864,679.45,319.0,6.58658645400821,5.12463180930789,998.45,6.12063003872571,683.85,314.3,6.54843542494023,5.18548866211081,998.15,6.12002907695665,687.55,310.45,6.49349468355017,5.15283227166193,998.0,6.07738229957088,675.5,322.65,6.37626734886519,5.14242888948521,998.15,5.9775496210426,685.85,312.2,6.06897828055089,5.19108205413258,998.05,5.7947430613469,648.85,349.55,5.6312835358151,5.23618525461306,998.4,5.49673671536876,531.15,465.05,5.37513149385839,5.41736210018771,996.2,5.39502192002284,514.6,474.7,5.49552859473755,5.53287775421647,989.3,5.51328035087349,510.65,472.45,5.46727967850119,5.5058235460265,983.1,5.48573069860941
707.6,290.7,6.35187668074095,5.14274546332323,998.3,6.00120031212653,709.4,288.95,6.40529436051785,5.18818277879424,998.35,6.05342471559223,704.65,293.55,6.36948901199615,5.10699763659099,998.2,5.99967879707338,709.15,289.05,6.32741858970265,5.17842029664246,998.2,5.99536190217277,712.35,286.3,6.29051404471592,5.14185067625037,998.65,5.96164947512643,701.3,297.2,6.18045215622916,5.12693438197556,998.5,5.8675406041334,710.6,287.75,5.92258359820376,5.19037667163868,998.35,5.71270343480843,671.2,327.05,5.51643137094647,5.23241621338634,998.25,5.42448359367587,565.95,432.55,5.29630877689796,5.42059029840543,998.5,5.34897154457428,548.8,448.9,5.37915563928222,5.52756729699594,997.7,5.44558822028244,538.75,454.85,5.32372252294432,5.50149108525769,993.6,5.40523028030558
707.15,291.15,6.5297928695134,4.965052296551,998.3,6.07296402282046,702.15,296.15,6.55433001897618,5.00886352616269,998.3,6.09612739227912,701.9,296.5,6.54637403199554,4.93064973065659,998.4,6.06733894499561,707.55,290.85,6.48088082094893,4.97771647599823,998.4,6.04341475955547,706.45,292.1,6.44013770775134,4.92490912760478,998.55,5.99638151938305,701.0,297.55,6.34036170266999,4.978568915759,998.55,5.93525882979318,703.5,295.15,6.01388950490824,5.06679684343243,998.65,5.73626682795019,657.3,341.1,5.56093526438863,5.1555333755978,998.4,5.42927450302426,561.2,436.25,5.33287612797712,5.39836021961775,997.45,5.35996619661578,532.9,461.1,5.37496094239493,5.49167449070411,994.0,5.42879066962734,535.5,454.45,5.32522263874196,5.50010484770473,989.95,5.40558992220381
685.4,313.1,6.53975675707845,5.10153467604281,998.5,6.0924185481275,680.8,317.25,6.56404890381235,5.16601031981226,998.05,6.12280941522858,680.65,317.45,6.56237199453388,5.11551372634788,998.1,6.1060155219334,687.1,311.0,6.49233748156,5.08913783762147,998.1,6.05622786425555,689.2,308.8,6.4488939626734,5.07862181144001,998.0,6.02557488198628,680.7,317.8,6.33288350657182,5.14132153286842,998.5,5.95560444968278,688.35,309.9,6.02999655705341,5.14589550177816,998.25,5.75884119945609,643.55,354.55,5.55708736068893,5.15691624585411,998.1,5.42149567163289,572.5,425.35,5.30504692397399,5.35159285943963,997.85,5.32335090604156,537.85,452.85,5.33533491850267,5.4885937583874,990.7,5.40348920544695,524.65,472.9,5.32829313044947,5.46640824099096,997.55,5.39386276772941
673.45,324.65,6.52520248333546,5.40060924793804,998.1,6.16336407588063,677.5,320.25,6.57181260196991,5.37652599002031,997.75,6.19066653699309,676.35,321.55,6.58285532952269,5.36598858749845,997.9,6.19491291260306,677.55,320.5,6.50939038751576,5.33316239871257,998.05,6.13298207116123,684.2,314.05,6.46935593152715,5.34563056047785,998.25,6.11578519527924,675.45,322.65,6.3348539407475,5.36724545826019,998.1,6.02403731990312,676.55,321.75,5.99261187642643,5.34774140271938,998.3,5.78852910557519,637.0,361.1,5.5425815555952,5.31561954021045,998.1,5.46314267536887,569.05,428.85,5.2778986411856,5.27514124082675,997.9,5.27504890936087,552.15,445.75,5.31735932251921,5.49184072384274,997.9,5.39319973896817,530.1,468.25,5.32205856338306,5.4704890447078,998.35,5.39170437203434
678.0,320.15,6.63227288183055,5.42805687868064,998.15,6.24992779332669,671.35,326.95,6.6501510311038,5.42347947615736,998.3,6.24997713227973,671.55,326.95,6.66760420690266,5.42804266435092,998.5,6.26547608201915,670.45,327.5,6.58033653599441,5.4586819429102,997.95,6.21392060387259,678.5,320.1,6.5429514492528,5.40173251480493,998.6,6.17611181250962,674.55,323.9,6.41821418537402,5.42448977357137,998.45,6.09605143768661,677.25,321.25,6.06013867634119,5.44264375504974,998.5,5.86278425321924,634.4,363.9,5.59087764840983,5.31756886898082,998.3,5.49517320766172,567.85,430.2,5.27329533629924,5.29441281817833,998.05,5.28061593379937,547.65,450.05,5.30410835269636,5.39808109667146,997.7,5.34393315566048,532.8,457.25,5.31712044448398,5.47309150600833,990.05,5.3895718238694
664.7,333.55,6.68448396144648,5.62013434548599,998.25,6.33095323241423,657.95,340.4,6.69815620907154,5.66647238765408,998.35,6.34845439026293,661.05,337.25,6.71030410000403,5.59406579423577,998.3,6.33568628194706,665.9,332.35,6.62896319306828,5.62088370946756,998.25,6.29517143197714,671.05,327.35,6.57894567142973,5.59271989119223,998.4,6.25473016725004,661.55,336.85,6.42851022223449,5.56500275022584,998.4,6.13980131088972,667.9,330.4,6.06424116352821,5.44337269377883,998.3,5.86221758960662,628.9,369.45,5.56476739143273,5.38311200853047,998.35,5.50107913479476,583.4,414.6,5.30623150124832,5.29664121926112,998.0,5.29989068243561,542.95,455.0,5.32438168867101,5.34717701026536,997.95,5.3324032078393,530.4,454.7,5.32077416197174,5.46864852359567,985.1,5.38940668824594
658.8,339.3,6.74895121387947,5.71093146271696,998.1,6.39933667185933,655.25,342.8,6.76680421498472,5.70627444950108,998.05,6.40451120256895,650.9,347.5,6.75914944360485,5.68560510962625,998.4,6.38740201049721,659.6,338.6,6.68670115294051,5.68597330701097,998.2,6.34932370351594,660.95,337.45,6.61162683996371,5.64370511712875,998.4,6.28357075518404,657.7,340.8,6.48841195880368,5.60550282012395,998.5,6.19012352100806,661.8,336.2,6.08043973258467,5.44803303145803,998.0,5.87111260898071,638.05,359.95,5.57525724336317,5.39751467078643,998.0,5.51202754789476,589.8,408.5,5.29127742626005,5.2922277153805,998.3,5.28994610812461,538.3,457.4,5.33865742567791,5.3726924076064,995.7,5.35254212417339,528.65,456.65,5.31971604563711,5.45863530023438,985.3,5.38442588805959
660.5,337.85,6.8165176680388,5.88287790036284,998.35,6.50322140390733,653.45,344.85,6.83158628605721,5.91050082834355,998.3,6.51565775484202,652.8,345.45,6.84563370240251,5.8636375459913,998.25,6.50791304437021,654.15,344.35,6.75889976595932,5.89751841775815,998.5,6.46197481664876,662.35,335.7,6.68973286633836,5.82508308813725,998.05,6.3985104876259,657.65,340.65,6.5526641926068,5.69787245666356,998.3,6.26208272727585,664.2,334.3,6.12062396920577,5.56410495724202,998.5,5.93534717106962,646.65,351.7,5.59516294042245,5.41824572657443,998.35,5.53372700301286,593.25,405.2,5.2643214783679,5.2533516619054,998.45,5.25838999148593,546.75,445.5,5.26808238558082,5.37021117221621,992.25,5.30913684862966,526.45,470.7,5.24530598562009,5.3503205669877,997.15,5.29390239357247
667.2,331.0,6.88300530320272,6.01708529820062,998.2,6.59817679310144,657.3,340.8,6.90025895282688,6.01216483486432,998.1,6.5990776378016,660.25,337.9,6.89186864637251,5.93814107487768,998.15,6.57156635734625,663.0,335.35,6.81327828672194,5.96594838693172,998.35,6.5296206230391,668.35,330.05,6.73740318592942,5.92451513155488,998.4,6.46833800713476,658.65,339.55,6.57883735157474,5.80102172243731,998.2,6.31558582915565,670.4,328.05,6.14225572535624,5.60210096432604,998.45,5.96674321966654,645.35,353.2,5.61012371944877,5.43597004973562,998.55,5.55240671533257,577.55,420.75,5.2541860821504,5.21074500354323,998.3,5.23521503223876,545.1,446.45,5.25546584215513,5.35065760885345,991.55,5.29401466293677,519.85,471.75,5.2451688065548,5.32372030770196,991.6,5.2817798976659
658.05,340.25,6.95261169334153,6.1800906224669,998.3,6.69233654548881,654.15,344.15,6.96583880901699,6.11510396256378,998.3,6.67425118167255,653.05,345.1,6.97316981861865,6.07200150667741,998.15,6.66391862469397,657.65,340.85,6.89185293114315,6.12836657693841,998.5,6.63160597527556,661.85,336.75,6.80816117713807,6.08154395435242,998.6,6.56359077629075,657.5,340.35,6.62416577868714,5.92803545473868,997.85,6.38777372675782,669.65,328.35,6.1829667253384,5.68053978597571,998.0,6.02185650031302,644.9,353.3,5.64959053958029,5.44566847131903,998.2,5.58062507183899,581.5,415.75,5.23045692120141,5.223958186469,997.25,5.22667440212131,545.05,443.7,5.24060105455749,5.33811209108956,988.75,5.27954100162168,517.8,469.4,5.24400152459448,5.3264172144568,987.2,5.28239389098755
677.05,320.6,6.6603014592147,6.06224503150214,997.65,6.47059363522956,672.35,325.8,6.69945496798949,6.03544545505264,998.15,6.48290816106719,669.65,328.6,6.70505676981554,5.9436220902793,998.25,6.45705824063376,676.9,321.5,6.64495355403811,6.03433603294577,998.4,6.44800386207795,678.85,319.55,6.5388762538038,5.99590720211659,998.4,6.36512402395038,675.5,322.7,6.40390985849238,5.86228452206515,998.2,6.22981384301846,692.0,306.55,6.0116265710752,5.69395234781341,998.55,5.91695015020126,662.45,335.7,5.48894325847298,5.45627599995984,998.15,5.4804561268766,605.55,392.9,5.10325488620836,5.21768732516752,998.45,5.14568994636291,572.15,426.3,4.99889463106528,5.33197731019255,998.45,5.13612988665797,541.6,456.65,5.05212823294676,5.32062013213955,998.25,5.1737816698635
659.15,339.2,6.75514096991029,6.10889119502893,998.35,6.53740038071293,651.6,346.9,6.80727745655432,6.0025049665345,998.5,6.52798193034875,654.6,343.75,6.82016418561317,5.94945227475606,998.35,6.52272661830586,659.75,338.6,6.73101526222521,6.02771530039474,998.35,6.49248412310099,662.35,336.1,6.62976637053419,5.97801628762653,998.45,6.40991654117459,661.45,337.2,6.48865570227679,5.92202960140896,998.65,6.29836555434517,675.9,322.2,6.06646066016929,5.65046626640974,998.1,5.93335785382223,668.3,330.05,5.55053498307318,5.4888508396061,998.35,5.533936506994,618.9,379.55,5.10753827280991,5.22966588764347,998.45,5.15126314297083,590.2,408.1,5.00641755805281,5.29886926290509,998.3,5.12196877013258,570.05,424.55,4.95842658765655,5.31664047432948,994.6,5.10926992785137
664.65,333.8,6.83053262208512,6.07344436483618,998.45,6.57851986075295,655.2,343.2,6.85862530368497,5.98917109626488,998.4,6.56125155160768,659.55,338.8,6.88364036466033,5.9360845128121,998.35,6.56418359119439,663.65,334.8,6.78522415055448,6.00497131769633,998.45,6.52377620986353,667.6,330.9,6.67628884387895,5.97504772377717,998.5,6.44459734358985,663.9,334.55,6.5476498627582,5.85807513329245,998.45,6.31823764453905,682.95,315.6,6.10463467039278,5.62135730778707,998.55,5.95250009463175,664.65,333.55,5.55339355934987,5.38951358985178,998.2,5.50418136797009,614.95,382.8,5.10645245501185,5.21933837694306,997.75,5.14634193812895,589.35,405.65,4.97475678236949,5.31086604125336,995.0,5.10352546682689,566.6,422.4,4.95848613344612,5.31937751829792,989.0,5.11065485818194
672.4,326.05,6.8822855829462,6.13086088300485,998.45,6.64000071279962,663.3,335.05,6.93291635922505,6.05029824221306,998.35,6.63815792262756,668.15,330.1,6.935462255857,5.98577395384807,998.25,6.6235615380524,671.9,326.0,6.82722827299948,6.03947881589102,997.9,6.57078527733471,674.85,323.55,6.73240264283438,6.00959362974911,998.4,6.50000843904541,666.75,331.45,6.58629600343676,5.8468121143297,998.2,6.34198224916685,687.65,310.9,6.12148244967903,5.6060141936353,998.55,5.96232685631644,665.5,332.8,5.56414374537568,5.33241467742548,998.3,5.49160851217909,615.6,382.3,5.09857134522858,5.18264366416269,997.9,5.12625954658931,587.6,405.0,4.96408648800581,5.31504354278339,992.6,5.0985940874845,564.45,420.55,4.95923303074389,5.32317884266345,985.0,5.11275096124384
677.15,321.5,6.90732289735307,6.17942816254168,998.65,6.6747790179874,667.5,331.0,6.96681740419283,6.08278732765437,998.5,6.67562071798373,670.95,327.15,6.96425240833511,6.02317046392021,998.1,6.65817472042134,674.15,323.95,6.8616922369662,6.11135438368472,998.1,6.61815318919,680.25,317.75,6.7591878995107,6.07638091709735,998.0,6.54482955817057,674.25,324.25,6.61268234162874,5.90477576099828,998.5,6.38398428418187,688.95,309.35,6.14531081137536,5.61995072943283,998.3,5.98391860869986,662.35,336.2,5.58854375509847,5.35401708720639,998.55,5.51605465960269,619.4,379.05,5.07871894506788,5.10805073235209,998.45,5.08650218002518,588.7,408.1,4.93547796466769,5.33673299498998,996.8,5.08951765275702,571.5,421.4,4.91106215365541,5.32305402987146,992.9,5.08118630084051
684.8,313.3,6.95241891363974,6.17166153481446,998.1,6.71009300632665,675.25,322.9,7.0068201827105,6.08411697696468,998.15,6.71006391525245,680.8,317.45,6.97607210786793,6.02030700291353,998.25,6.67328084548383,682.8,315.65,6.89774666596718,6.10748211968746,998.45,6.64813852110559,686.35,312.3,6.80408494248082,6.05928042580505,998.65,6.57337034091194,680.1,318.05,6.64420377639416,5.89270401580223,998.15,6.40600302097866,696.2,301.7,6.1564700668278,5.63604413600968,997.9,6.00027008734142,660.0,338.4,5.59171902226149,5.29854465596894,998.4,5.50018577847842,629.85,368.25,5.08862974097157,5.09475800531547,998.1,5.0878791341696,586.55,408.25,4.93022672556093,5.32269194470075,994.8,5.08080721184704,563.2,432.45,4.91166875541686,5.30426406574681,995.65,5.07843381171554
691.7,306.85,6.97806010323096,6.20784032749149,998.55,6.74437827277536,679.5,318.85,7.04506532748264,6.09838539117457,998.35,6.74302948547561,687.45,310.75,7.02351435133927,6.06822714560019,998.2,6.72740590097586,684.6,313.6,6.91675423070212,6.15968070985388,998.2,6.67899382039689,688.25,309.95,6.83245742653518,6.11097193929086,998.2,6.61089170385127,681.6,316.45,6.67161531985326,5.97206545745043,998.05,6.45106028556299,699.65,298.55,6.19412529418638,5.61875012472933,998.2,6.02435434848923,661.4,336.85,5.59479278211356,5.34836677011661,998.25,5.51997758365036,628.55,369.45,5.08771439388468,5.04006010689119,998.0,5.06888080800649,588.4,409.55,4.94916225695137,5.22261480516079,997.95,5.0514727799097,558.05,431.9,4.91181267790554,5.30032989923636,989.95,5.07777292991812
695.95,302.5,7.03346052841135,6.20838869115854,998.45,6.78631769755859,683.8,314.55,7.0872632171132,6.12923646955586,998.35,6.7870052975339,689.3,308.8,7.06529468827203,6.09505896171538,998.1,6.76575727693363,690.35,307.85,6.95648387575865,6.15789473874483,998.2,6.71063387640289,697.2,300.9,6.8695860429166,6.11004727970002,998.1,6.64341954212602,689.35,308.75,6.71248565743442,5.96299000219509,998.1,6.4811716564944,702.15,296.35,6.20742198904928,5.60875844123369,998.5,6.03311276665274,661.1,337.25,5.60624913131974,5.37150939285144,998.35,5.53486401745975,629.0,369.05,5.0837754643453,5.01689344702333,998.05,5.05912333561572,589.75,406.75,4.96390040997654,5.08411408423741,996.5,5.00261433784565,570.4,427.25,4.8974717120348,5.30360648075264,997.65,5.06725413936913
