forward_num_growth_compet_nomut_0.10,reverse_num_growth_compet_nomut_0.10,forward_rate_growth_compet_nomut_0.10,reverse_rate_growth_compet_nomut_0.10,organism_num_growth_compet_nomut_0.10,organism_rate_growth_compet_nomut_0.10,forward_num_growth_compet_nomut_0.15,reverse_num_growth_compet_nomut_0.15,forward_rate_growth_compet_nomut_0.15,reverse_rate_growth_compet_nomut_0.15,organism_num_growth_compet_nomut_0.15,organism_rate_growth_compet_nomut_0.15,forward_num_growth_compet_nomut_0.20,reverse_num_growth_compet_nomut_0.20,forward_rate_growth_compet_nomut_0.20,reverse_rate_growth_compet_nomut_0.20,organism_num_growth_compet_nomut_0.20,organism_rate_growth_compet_nomut_0.20,forward_num_growth_compet_nomut_0.25,reverse_num_growth_compet_nomut_0.25,forward_rate_growth_compet_nomut_0.25,reverse_rate_growth_compet_nomut_0.25,organism_num_growth_compet_nomut_0.25,organism_rate_growth_compet_nomut_0.25,forward_num_growth_compet_nomut_0.30,reverse_num_growth_compet_nomut_0.30,forward_rate_growth_compet_nomut_0.30,reverse_rate_growth_compet_nomut_0.30,organism_num_growth_compet_nomut_0.30,organism_rate_growth_compet_nomut_0.30,forward_num_growth_compet_nomut_0.35,reverse_num_growth_compet_nomut_0.35,forward_rate_growth_compet_nomut_0.35,reverse_rate_growth_compet_nomut_0.35,organism_num_growth_compet_nomut_0.35,organism_rate_growth_compet_nomut_0.35,forward_num_growth_compet_nomut_0.40,reverse_num_growth_compet_nomut_0.40,forward_rate_growth_compet_nomut_0.40,reverse_rate_growth_compet_nomut_0.40,organism_num_growth_compet_nomut_0.40,organism_rate_growth_compet_nomut_0.40,forward_num_growth_compet_nomut_0.45,reverse_num_growth_compet_nomut_0.45,forward_rate_growth_compet_nomut_0.45,reverse_rate_growth_compet_nomut_0.45,organism_num_growth_compet_nomut_0.45,organism_rate_growth_compet_nomut_0.45,forward_num_growth_compet_nomut_0.50,reverse_num_growth_compet_nomut_0.50,forward_rate_growth_compet_nomut_0.50,reverse_rate_growth_compet_nomut_0.50,organism_num_growth_compet_nomut_0.50,organism_rate_growth_compet_nomut_0.50,forward_num_growth_compet_nomut_0.55,reverse_num_growth_compet_nomut_0.55,forward_rate_growth_compet_nomut_0.55,reverse_rate_growth_compet_nomut_0.55,organism_num_growth_compet_nomut_0.55,organism_rate_growth_compet_nomut_0.55,forward_num_growth_compet_nomut_0.60,reverse_num_growth_compet_nomut_0.60,forward_rate_growth_compet_nomut_0.60,reverse_rate_growth_compet_nomut_0.60,organism_num_growth_compet_nomut_0.60,organism_rate_growth_compet_nomut_0.60
454.4,543.5,6.51974438174071,6.66874257045666,997.9,6.64178650124446,497.8,500.3,6.50921941681447,6.64630283750753,998.1,6.59995391915467,518.4,479.7,6.67727700103724,6.61645956145256,998.1,6.65515234532708,577.9,420.1,6.65138923434164,6.60491289017633,998.0,6.62826753061043,580.5,417.7,6.73076813484978,6.61469852646918,998.2,6.68365187875498,579.5,418.1,6.59978395476118,6.65763967018263,997.6,6.62952516541289,665.1,332.4,6.68727325536846,6.73136737768919,997.5,6.69934931735359,811.4,186.9,6.57937610696484,6.68373036245377,998.3,6.61979100363955,904.3,94.0,6.67736683539291,6.61529599967159,998.3,6.67472461033967,951.2,47.1,6.68519057999788,6.54106355046909,998.3,6.67870976029049,985.1,13.2,6.67795319683437,6.69984598734599,998.3,6.67773257781045
457.1,540.9,6.51901764560956,6.66975111263238,998.0,6.64328290934836,497.8,500.6,6.51754549548969,6.64495644705591,998.4,6.60375304025791,520.9,477.2,6.68257917579391,6.61530674971113,998.1,6.65826592990742,581.7,416.5,6.65642863353614,6.60279182459683,998.2,6.62980482905304,577.4,421.3,6.73303174311824,6.6114686778503,998.7,6.68357395471624,584.9,413.8,6.59923771388934,6.66080862258049,998.7,6.63071167359744,667.7,330.6,6.68645227285216,6.72919905133694,998.3,6.69770900964027,811.3,187.0,6.57717814419713,6.67682879768588,998.3,6.61623557425161,904.6,94.1,6.67928048564455,6.61309937396398,998.7,6.67657998680043,952.8,45.1,6.68560356536465,6.55105964012758,997.9,6.67952753318304,985.1,13.1,6.68226231759935,6.6731684981685,998.2,6.68154026706435
455.9,542.5,6.51532085143349,6.67252910032514,998.4,6.6421971203067,495.6,503.0,6.52540889519931,6.64989495672206,998.6,6.61045313850925,520.8,477.4,6.68307604488616,6.61871332373641,998.2,6.66057409940017,578.6,419.7,6.65798525932537,6.60817309342325,998.3,6.63249441826596,576.6,421.5,6.73139908831276,6.61937635023598,998.1,6.6854316375683,585.7,412.5,6.59706394950803,6.66622230926638,998.2,6.63134134107978,669.6,329.0,6.68557633391321,6.73621016716951,998.6,6.69949864437817,811.6,186.7,6.57724782924065,6.66681972454876,998.3,6.61490012848056,904.2,94.4,6.68186548564438,6.62468070573255,998.6,6.68006870243932,954.2,44.2,6.68852145237534,6.56640409970302,998.4,6.68328979014024,985.6,12.8,6.68275429400621,6.6679995004995,998.4,6.68179790273024
455.5,542.7,6.51513285731026,6.67693865727791,998.2,6.64425993491577,495.1,503.6,6.52438502666346,6.65236774961765,998.7,6.61147289121432,520.0,478.4,6.68194676785198,6.62124333127069,998.4,6.66105004558933,577.6,420.3,6.6608265179684,6.60890004601089,997.9,6.63464439089324,577.6,421.0,6.73070187080882,6.62850243703292,998.6,6.68896805883819,584.1,414.2,6.6050141513531,6.65884283400154,998.3,6.63359052636394,671.0,327.2,6.69405185971224,6.74395342845991,998.2,6.70825432832185,811.8,186.6,6.580539238817,6.66912096726325,998.4,6.6182653984811,905.9,92.3,6.68393205283665,6.62784398193122,998.2,6.68211809928935,953.7,44.7,6.69107926798197,6.556193171601,998.4,6.68528722751732,986.2,12.3,6.68398572186555,6.64012321012321,998.5,6.68273213092852
457.7,540.6,6.51750683654401,6.68299133717999,998.3,6.6488864984694,495.5,502.4,6.52605621777996,6.65708875764418,997.9,6.61410002392184,520.3,478.2,6.68202477251561,6.62710331472729,998.5,6.6634099484618,578.6,419.7,6.66846689484139,6.61260427272586,998.3,6.64087335255368,578.0,420.0,6.73433509641052,6.6217350474587,998.0,6.68888497323803,584.3,413.8,6.60727660554355,6.66254613816534,998.1,6.63642577387952,671.5,327.0,6.69685520829164,6.74385099183682,998.5,6.7106701892273,810.5,188.0,6.58077703000394,6.68327527241223,998.5,6.62076440233014,906.0,92.5,6.68507474279028,6.60469355217256,998.5,6.68163005629694,952.5,46.1,6.69012634443669,6.55720161077435,998.6,6.68435459507604,986.0,11.8,6.68516826818743,6.65309829059829,997.8,6.6839990375483
455.4,542.2,6.52207909681291,6.68473734634779,997.6,6.6501410782183,495.8,502.4,6.53164734304099,6.66049359362353,998.2,6.61880219244336,521.0,477.6,6.68803269107522,6.62648483430457,998.6,6.6669357734488,576.7,421.6,6.67082834932049,6.61580796090797,998.3,6.64368519298289,582.9,415.6,6.73990049293036,6.61885035809884,998.5,6.69092623104328,584.9,413.1,6.60413524592405,6.66976008562565,998.0,6.63729609939074,670.2,328.5,6.70268566260611,6.74193391819667,998.7,6.7138261508001,810.5,187.5,6.58144263328822,6.69359989195541,998.0,6.62255557099945,905.5,92.7,6.68722267347579,6.62581414140633,998.2,6.68525749001927,954.4,44.2,6.69023792585336,6.57221593040583,998.6,6.68516412203787,986.7,11.5,6.68926560664647,5.9347009569378,998.2,6.68796406909245
454.6,543.4,6.52710927402986,6.68733777318362,998.0,6.6537379937671,497.1,501.5,6.53384778635787,6.65913500799978,998.6,6.61987401127276,520.8,477.5,6.68724777834485,6.62720125362689,998.3,6.66654895800881,574.9,423.3,6.67105045955207,6.61799318277792,998.2,6.64466411919713,581.2,417.0,6.73722422977129,6.61993604521583,998.2,6.6887581275585,587.1,411.0,6.60632840756816,6.67167033471742,998.1,6.63912681853652,672.4,326.0,6.70259095401024,6.73333336225307,998.4,6.71105344072281,813.6,184.3,6.58995437187712,6.69634728534268,997.9,6.63031547367057,904.7,93.3,6.68869403601915,6.62770517524593,998.0,6.68685842449571,955.8,42.6,6.69044784879938,6.56426064292203,998.4,6.6858000284854,986.2,11.6,6.69463792044349,5.93575396825397,997.8,6.69320658950147
455.0,543.1,6.52704876183624,6.68553827298377,998.1,6.6514153067808,499.7,498.7,6.5323825597589,6.6652143952987,998.4,6.62439971071386,520.9,477.0,6.69009341219072,6.62881117677679,997.9,6.67011586934534,577.7,420.7,6.67001895605791,6.62184823839552,998.4,6.6455143955313,582.6,415.9,6.73534719753848,6.61605458054527,998.5,6.68714893298253,585.8,412.9,6.60712427228347,6.66545376768647,998.7,6.63783894114555,672.2,326.2,6.70682880286947,6.74342538341503,998.4,6.7171564349921,816.4,181.8,6.59098665073742,6.69443869587937,998.2,6.63102555543767,904.8,93.7,6.68976890317813,6.6388164331065,998.5,6.68882031047234,955.1,43.4,6.69213867264791,6.57007657013228,998.5,6.6879130500711,986.8,11.5,6.6947076888285,5.93236291486292,998.3,6.69326390216665
456.3,541.9,6.52662162118042,6.69156775488888,998.2,6.65537038084309,500.4,497.6,6.53700966537306,6.66789399127236,998.0,6.62868365719262,520.1,478.6,6.69600385976543,6.6248909704556,998.7,6.67178666547022,572.2,426.1,6.68076029385918,6.62466289248668,998.3,6.65267469463814,586.0,412.5,6.74188931064491,6.61689286340294,998.5,6.69144033813373,586.1,411.9,6.61296821607625,6.66595487774507,998.0,6.64160745503399,671.9,326.8,6.70898517005656,6.74466611179901,998.7,6.71845399216983,815.8,182.4,6.58955101361618,6.69408246319548,998.2,6.63039336293297,903.3,94.6,6.68848202154406,6.63137862873202,997.9,6.68736034925586,955.7,42.6,6.69216092698336,6.58130736001592,998.3,6.68854623221602,986.6,11.4,6.695025057328,5.92546238785369,998.0,6.69319749395045
457.0,541.6,6.52364040829085,6.69091693206655,998.6,6.65271567620106,500.2,498.3,6.53975934625342,6.66896963517357,998.5,6.62894238441391,519.7,478.6,6.70124506293798,6.63463890737213,998.3,6.67886897466247,571.7,426.3,6.68062700195333,6.62360665282767,998.0,6.65240481747412,585.3,413.1,6.74770050554018,6.61741432787418,998.4,6.69490890288885,583.6,414.7,6.62050765266302,6.67446183231002,998.3,6.64950802505913,669.1,329.3,6.71026814315205,6.74090416910509,998.4,6.71833922301668,816.9,181.4,6.59464065253228,6.6894165683645,998.3,6.63379419270056,905.1,93.1,6.6945616129698,6.64865098960628,998.2,6.69385244244089,956.2,42.4,6.6939893765911,6.56659172565422,998.6,6.68975402117132,987.2,11.0,6.69761157862778,5.91211180124224,998.2,6.69577001841491
458.3,540.2,6.53630248741085,6.69002239563117,998.5,6.65710367082721,500.4,498.2,6.54219306438944,6.67042402076553,998.6,6.63189264212504,519.8,478.1,6.70138291481008,6.64082432141886,997.9,6.68133759937066,575.0,423.1,6.68122461317417,6.62686413459131,998.1,6.65492443617327,586.7,412.0,6.74792699424265,6.6129060763597,998.7,6.69390332215983,585.7,412.8,6.62214876172904,6.67464729609022,998.5,6.6502937807547,670.4,327.3,6.71344038848489,6.73497770578257,997.7,6.71863605046019,818.5,179.7,6.59804796069976,6.68601510689299,998.2,6.63640518658086,905.7,92.7,6.69337269040656,6.61686660750023,998.4,6.690826388385,957.3,41.1,6.69400535882748,6.55388385012976,998.4,6.68928918253709,987.3,11.0,6.69592891471252,5.90590187590188,998.3,6.69399133064317
457.5,540.9,6.53313619972892,6.69369479785194,998.4,6.6585505611621,501.2,497.1,6.54501852193251,6.67654388430828,998.3,6.63667584152228,521.2,477.1,6.70523572284704,6.6417350908155,998.3,6.68346009227229,572.0,426.3,6.68332247945402,6.63630627605584,998.3,6.65998546410443,587.0,411.3,6.74921104955682,6.61954776727023,998.3,6.69768714107402,585.1,412.5,6.62044842663801,6.67570227545363,997.6,6.65013368894098,672.3,326.2,6.71817884545543,6.73861508047525,998.5,6.72266474891725,820.2,177.5,6.59692064569817,6.69909180452324,997.7,6.6368980269851,908.3,90.1,6.69515536425393,6.61820837092227,998.4,6.69319713318986,958.8,39.9,6.69600078304704,6.55605586506428,998.7,6.69219108888448,987.4,10.5,6.70296400979601,5.92,997.9,6.70099923218595
453.2,544.4,6.543980986004,6.68987858743073,997.6,6.65858076640364,502.8,495.0,6.54802751217152,6.68104776166495,997.8,6.64071168866091,520.0,477.7,6.70533576976914,6.64035188257738,997.7,6.68253932337885,570.7,427.6,6.68430995615153,6.63006159587094,998.3,6.65753284881591,588.1,410.0,6.7490561250405,6.62900442946896,998.1,6.70132569710793,586.7,411.2,6.62735985150825,6.68174184533203,997.9,6.65635038622167,670.1,328.3,6.72516873525809,6.74277982660991,998.4,6.72885574975844,820.9,177.6,6.59752709840181,6.70280974530459,998.5,6.63730759179108,909.5,89.3,6.69995812532564,6.61503133602857,998.8,6.69783240153982,958.8,39.4,6.69474104672922,6.57912169462382,998.2,6.69105809901502,988.3,10.3,6.70169289915176,5.94392857142857,998.6,6.70008900887469
456.0,541.9,6.54813627718046,6.68967136918014,997.9,6.65857006920432,502.4,495.1,6.55100022204137,6.67840363528351,997.5,6.64141036726859,522.3,476.1,6.70636329635787,6.63937824699171,998.4,6.68269717095302,572.3,425.8,6.68562238466168,6.63546389492325,998.1,6.6605632928241,589.4,408.9,6.75225550365091,6.63553373291268,998.3,6.7064942776758,585.0,413.3,6.62922150390877,6.69138997847497,998.3,6.6607206861537,671.9,326.4,6.72846934699338,6.74340404481717,998.3,6.73182611469184,822.6,175.3,6.60615327975212,6.70110550230016,997.9,6.64430682849786,909.7,88.1,6.69890696799933,6.59710776435181,997.8,6.69586016066605,960.0,38.6,6.69799751287691,6.56894465564666,998.6,6.69425881390201,988.0,10.3,6.7064220420581,5.94439393939394,998.3,6.70480504071769
451.4,547.3,6.55651519427276,6.69047638149037,998.7,6.66393357476286,499.4,498.5,6.54804313550933,6.67440263984805,997.9,6.63921964201593,522.4,476.1,6.70796657299365,6.63992606431779,998.5,6.68423281060813,573.9,424.4,6.6834899206476,6.64365385011673,998.3,6.66304592312331,587.3,410.6,6.7529469075866,6.63819041935865,997.9,6.7078984567046,585.0,413.2,6.63147851901769,6.6901279915964,998.2,6.66186935312709,671.1,326.7,6.73109145649183,6.7484468394396,997.8,6.73541831306294,824.4,174.2,6.61237305133988,6.70224368619995,998.6,6.64984096684951,913.5,85.3,6.7004767383648,6.59790396937044,998.8,6.69743701617449,960.7,37.3,6.69912627942366,6.57102288874932,998.0,6.69518312967603,987.6,10.3,6.70724098130397,5.97681818181818,997.9,6.70579089149354
453.1,545.5,6.5615177577024,6.69164902718913,998.6,6.66854172711494,501.4,495.9,6.54534641671362,6.67772046054105,997.3,6.63856577258879,521.9,476.4,6.70822765019668,6.64053992069909,998.3,6.68496820098236,570.9,427.2,6.68418106561937,6.64294815652986,998.1,6.6624625681957,590.1,408.4,6.75532447270257,6.64125378073945,998.5,6.71036351263938,584.5,413.9,6.62950741106906,6.68800790854268,998.4,6.66034053975463,674.0,324.7,6.73131938502058,6.75129548676816,998.7,6.73633693814055,823.4,175.0,6.60701317732265,6.71077266622559,998.4,6.64709164755979,916.0,82.6,6.70193506926623,6.59133317718155,998.6,6.69816790738634,961.1,36.9,6.7031645403268,6.56164526779155,998.0,6.6993834531975,987.1,10.5,6.70867441354195,6.00888142559195,997.6,6.70749654315802
452.0,546.7,6.56235265945848,6.69253349210273,998.7,6.67164061652013,502.3,495.6,6.5500244837435,6.67597317402679,997.9,6.63953722099897,521.1,477.4,6.70836484875468,6.64211107442257,998.5,6.6859325577358,571.1,426.9,6.68542127996571,6.6416971449817,998.0,6.66321518161402,586.9,411.7,6.75801625004616,6.64179435738076,998.6,6.71201421862744,582.5,415.2,6.63516639137016,6.68748645366009,997.7,6.6632377940824,674.0,324.0,6.73219091151736,6.74729112084988,998.0,6.73546843064394,822.0,176.1,6.60997930036812,6.71790390635832,998.1,6.65090048117124,914.4,83.9,6.70666118327981,6.59364016120847,998.3,6.70249309435706,961.5,36.7,6.7052756333524,6.57202828176247,998.2,6.70061785079525,988.2,10.0,6.71405047099066,6.02240909090909,998.2,6.71318280047112
453.3,545.2,6.56481915855138,6.69356354343591,998.5,6.67191554221381,502.4,495.6,6.55740147186587,6.67259569837271,998.0,6.64186471412711,520.7,477.5,6.7140133080697,6.65113956875309,998.2,6.69206144122386,573.5,425.0,6.68980328611195,6.64519102714553,998.5,6.66758672500155,584.3,413.6,6.76643752344398,6.64708010484331,997.9,6.71962771282663,584.0,414.5,6.63842930610776,6.68803598865718,998.5,6.66570951519886,679.3,319.0,6.73269810330778,6.75410181185526,998.3,6.73774614337917,822.1,175.6,6.60961104766919,6.71046892892876,997.7,6.64830809128773,916.1,82.5,6.70496730081488,6.6034158785926,998.6,6.70177705700506,962.8,35.7,6.70598713317268,6.57485824084669,998.5,6.70164583421096,987.9,9.9,6.71764437414264,6.00270923520924,997.8,6.71639587049157
454.1,544.3,6.57562018497585,6.69165543964917,998.4,6.67563093198738,500.7,497.7,6.55757707501175,6.67487625308876,998.4,6.64303173009333,522.1,476.4,6.70761082728062,6.65047811549364,998.5,6.68882041419353,569.3,429.3,6.69144703007868,6.65415644365195,998.6,6.67183676662635,585.8,412.3,6.76427346519025,6.64202102546933,998.1,6.71688491237344,583.1,415.5,6.6402048032064,6.68795671892375,998.6,6.66755306470987,681.7,316.6,6.73604739083962,6.75062740890195,998.3,6.7392703845688,822.0,176.6,6.6117295524698,6.71037069206167,998.6,6.64902452175494,916.1,82.2,6.71156207246016,6.61479286628767,998.3,6.7086083544799,963.0,35.2,6.70777074603667,6.56997208305418,998.2,6.70330555100577,988.5,9.9,6.71654835721238,6.00441617206323,998.4,6.71543871807518
452.6,545.7,6.57637586971704,6.69416648602398,998.3,6.67928126098265,505.0,493.2,6.55821712125551,6.67544676563746,998.2,6.64244880052101,518.6,479.6,6.70777030849534,6.65163207352897,998.2,6.69007384647445,571.3,427.0,6.68910695883593,6.65734159664943,998.3,6.67176503764102,586.3,412.1,6.76471606411672,6.65311041858069,998.4,6.72104248537114,578.9,419.4,6.64241715876257,6.69474123818432,998.3,6.67171977129603,683.5,314.6,6.73408532608583,6.74962535541038,998.1,6.73782484633163,821.0,177.6,6.61284644899505,6.70789371674699,998.6,6.64881537326337,919.4,79.0,6.71127173487555,6.6130335256879,998.4,6.70892944027136,963.0,35.1,6.70882842440765,6.56373496340118,998.1,6.70346565221189,988.5,9.9,6.71898324568122,5.99493145743146,998.4,6.71786134832227
454.4,544.2,6.57904789802824,6.69708534958755,998.6,6.68286707692088,503.9,494.1,6.56103991560621,6.68092942376449,998.0,6.64595617013046,515.5,482.5,6.71300061598835,6.65312480698591,998.0,6.69158274792683,572.7,425.5,6.69263895227473,6.65680494276297,998.2,6.67409544446145,586.9,411.4,6.76484274731181,6.64969120670408,998.3,6.71930621825698,579.7,419.0,6.64195631106729,6.69121466861776,998.7,6.6707804391749,685.4,313.0,6.73642485831722,6.75199400823701,998.4,6.74029776555972,823.0,175.0,6.61019763157938,6.72028924721176,998.0,6.64972653139488,919.6,78.3,6.71211679410868,6.61848086659323,997.9,6.71029092269778,962.5,35.7,6.71315634572085,6.58120854960234,998.2,6.70836124669566,988.4,10.1,6.72234992158819,5.97288278388278,998.5,6.72077638761005
454.4,544.3,6.57739277609793,6.70159265349466,998.7,6.68359040403129,503.1,495.4,6.56711139029153,6.67959486105011,998.5,6.64777398236704,518.4,479.9,6.71662514066165,6.65432335903544,998.3,6.69448771700406,572.2,425.9,6.6915982582642,6.66508363337738,998.1,6.67677743793647,584.8,413.2,6.76870877861774,6.65133003795545,998.0,6.72233023389332,578.9,419.9,6.64727095025645,6.68834781229497,998.8,6.67291931209767,689.0,308.9,6.73230385567518,6.75236355156262,997.9,6.73726747181229,822.1,176.5,6.61186739197965,6.729451486651,998.6,6.65284222097849,920.4,77.6,6.71063600598879,6.60896677807944,998.0,6.70861415590186,963.6,35.2,6.71811998717582,6.5963048604512,998.8,6.71344661294561,988.0,10.1,6.72565417719409,5.96455128205128,998.1,6.72406122180174
453.2,545.5,6.58052739777421,6.70170305730122,998.7,6.68499946963363,502.4,496.0,6.563403736874,6.68281093588862,998.4,6.64805300252041,518.0,480.4,6.71765388538292,6.65212306683325,998.4,6.69439288988387,570.6,427.4,6.6990613719636,6.66449057409111,998.0,6.68005322750356,582.1,415.8,6.76937606877127,6.65139744918861,997.9,6.7228180324786,577.6,420.6,6.64766469874353,6.69289943370943,998.2,6.67511807761756,690.0,308.8,6.73215444138018,6.75648253739364,998.8,6.73847384458607,825.0,173.1,6.61412497879401,6.74119942106426,998.1,6.65631101913145,919.8,78.4,6.71461567674124,6.61697134664564,998.2,6.71269115480226,963.6,34.5,6.7169931471044,6.59218363392728,998.1,6.71276673158689,988.7,9.5,6.72510562780154,5.98212271062271,998.2,6.72366952985633
453.8,544.4,6.58970770957685,6.70263472748645,998.2,6.6909513867152,501.6,496.8,6.56358045793165,6.68727491478346,998.4,6.65043022743469,519.8,477.9,6.72379865042232,6.65271098142731,997.7,6.69767863089687,571.3,426.5,6.69588506763675,6.66239472749265,997.8,6.67718835688068,582.9,415.2,6.77137137806869,6.65808992227724,998.1,6.72556050395856,577.7,420.4,6.64080111690498,6.69451697362308,998.1,6.67125908870984,691.3,306.8,6.73347786426347,6.75879420714089,998.1,6.74029440589111,826.2,171.8,6.61406319987368,6.74754673391094,998.0,6.65741771124123,919.1,78.7,6.71818334629866,6.63809941161699,997.8,6.71709347586021,964.1,34.0,6.71690693705094,6.584386577472,998.1,6.71238076749079,988.7,9.4,6.725426107744,5.97121794871795,998.1,6.72378296170032
455.2,543.4,6.59357559415418,6.70470073196959,998.6,6.6939810552035,501.5,496.8,6.5722563835071,6.68267507884713,998.3,6.65372269162246,522.1,476.5,6.72162425590185,6.65371326714037,998.6,6.69727332542964,574.5,423.6,6.69586870369479,6.66869228723222,998.1,6.67989528192281,581.1,417.2,6.77723068134077,6.65659507857626,998.3,6.72855692922044,579.7,418.6,6.64021329353043,6.69600755163172,998.3,6.6712746765153,691.6,306.4,6.73659374511057,6.7579509545314,998.0,6.74218829420617,827.8,170.4,6.61769661873913,6.74988993943688,998.2,6.66053918413703,919.6,78.7,6.71736278816313,6.63948857928113,998.3,6.71632919293446,965.3,33.1,6.72024668313771,6.60983533384367,998.4,6.71654212870809,988.6,9.6,6.72664099958862,5.94818653568653,998.2,6.72473061178235
455.4,543.1,6.58851692489882,6.70928230913599,998.5,6.69533756504911,499.3,498.9,6.56478545406,6.68840562905521,998.2,6.65259969521858,519.2,479.1,6.72269799335794,6.65455839259444,998.3,6.69777569023826,572.5,425.2,6.70129556541781,6.67042697235849,997.7,6.68358903386935,579.4,419.2,6.78274520441117,6.65761334095878,998.6,6.73233965428354,575.3,423.2,6.64205665238801,6.69725518168821,998.5,6.67329565974599,692.5,306.0,6.73505453462504,6.76495004168937,998.5,6.74342429777995,828.2,170.1,6.61946304992137,6.75397357916727,998.3,6.66295491264959,920.5,77.9,6.71940571543025,6.615854685645,998.4,6.71782815301962,965.1,33.2,6.72462474320421,6.60721977224952,998.3,6.72047224771742,988.5,9.6,6.72497530623215,5.97555555555556,998.1,6.7233590640749
454.1,543.9,6.58998072634672,6.7064664253636,998.0,6.69487065031262,501.3,497.1,6.56427964804761,6.68896492874349,998.4,6.65303957167202,519.7,478.6,6.72712283694728,6.65401689129696,998.3,6.69939341566276,571.8,426.2,6.70595879049741,6.67129380331423,998.0,6.68719223760465,579.0,419.4,6.78607073116398,6.65432714528183,998.4,6.73195266892592,577.7,420.7,6.6476282919763,6.69589070147936,998.4,6.67571011976151,694.6,303.7,6.74083444023844,6.7523835924634,998.3,6.74384503341639,829.8,168.1,6.62064823141571,6.75585267952326,997.9,6.66439007024088,921.6,76.8,6.72032374760224,6.6400019232713,998.4,6.71977509928829,965.3,33.1,6.7216233753195,6.63342758236312,998.4,6.71765590109761,988.6,9.5,6.72793457668214,5.96584343434343,998.1,6.72626960292884
457.5,541.1,6.59482788309223,6.70493505666773,998.6,6.69395539019561,503.8,494.6,6.56895811278502,6.69389706405576,998.4,6.65706111405444,521.1,477.1,6.73258438945991,6.64833694858039,998.2,6.70056491065329,574.0,424.3,6.704969478135,6.67633473894362,998.3,6.68868563882302,579.3,419.3,6.78377456396218,6.65538729526544,998.6,6.73032962822542,579.6,418.9,6.64699121144928,6.69391991280184,998.5,6.6746992828532,695.9,302.1,6.73789100973424,6.75699094346773,998.0,6.74351410825543,831.7,166.2,6.62608998250045,6.74596415062215,997.9,6.66713037009835,920.9,77.4,6.72298357106425,6.63115118314497,998.3,6.72133074958726,965.8,32.1,6.72302259843106,6.64362888479675,997.9,6.71949838886792,988.9,9.1,6.73211957146505,5.98145604395604,998.0,6.73054207668049
457.6,540.6,6.59044557467976,6.70561651590595,998.2,6.69320499930004,503.6,494.7,6.56525227941214,6.6919793172273,998.3,6.65531074839739,518.9,479.5,6.73130787422397,6.65078616356308,998.4,6.70104940398677,575.1,423.2,6.70635957134392,6.67823077136485,998.3,6.6903414816758,578.1,420.1,6.78944066848247,6.65865970871745,998.2,6.73451888209196,576.0,422.5,6.64346221656957,6.69528487474979,998.5,6.67302176186997,696.9,301.4,6.73923740309732,6.76045098969316,998.3,6.74537034506884,832.0,166.3,6.6277625495986,6.7607379255826,998.3,6.67149303763133,921.5,76.8,6.72553036252964,6.62966506888945,998.3,6.72354285859852,966.3,32.2,6.72657676540653,6.64343252977635,998.5,6.72299353461678,989.4,8.9,6.73621606498481,6.00619047619048,998.3,6.73504005520084
455.2,543.1,6.59302303294229,6.70917931453613,998.3,6.69640119255859,504.6,493.7,6.56204033321882,6.69429473521651,998.3,6.65517394828087,519.4,478.9,6.73230759517657,6.64851374647154,998.3,6.69939543817561,575.2,422.6,6.7098080144048,6.68615289257861,997.8,6.6956536348933,579.6,418.5,6.79689416251602,6.6633189322972,998.1,6.73892131368116,574.7,423.5,6.64917188150557,6.69643649725749,998.2,6.67683242243898,697.3,300.7,6.74133014147187,6.75873529981533,998.0,6.74631159944332,834.2,163.8,6.63002074314283,6.75669654864745,998.0,6.67114856152815,921.6,76.8,6.72926357035686,6.6456142391947,998.4,6.72815083481863,967.3,30.9,6.72184557862292,6.65198644395269,998.2,6.71901361777091,989.0,9.2,6.73911231187727,6.0065170940171,998.2,6.73794547306587
454.8,543.6,6.60446982285504,6.71158912148744,998.4,6.7013240158388,505.0,493.8,6.5599215029118,6.69278103684586,998.8,6.65518815408595,517.9,480.3,6.73513911115976,6.65269431290089,998.2,6.70255402054436,575.2,422.5,6.71124434727721,6.68164660463807,997.7,6.69451986123534,582.8,415.8,6.79529697013771,6.66677261636578,998.6,6.74022469363151,577.2,421.1,6.65466031908778,6.69622183391291,998.3,6.67975145335615,695.4,302.7,6.74281650839671,6.75435830183795,998.1,6.74624468881153,833.5,164.7,6.63524017275579,6.75976798845425,998.2,6.67710602833077,920.9,77.3,6.72913762467178,6.64537483225914,998.2,6.72811976353252,967.4,30.4,6.72516547196992,6.63880791837038,997.8,6.72169464563759,989.5,9.2,6.73866101759429,5.99239538239538,998.7,6.73736722694638
453.1,544.5,6.59885041835892,6.71173630724941,997.6,6.70075652229451,506.2,491.5,6.56421089179521,6.68897021781715,997.7,6.65471484475218,519.4,478.7,6.74035832944856,6.65489633134553,998.1,6.70737927336184,574.9,423.0,6.70508616465523,6.68356242595804,997.9,6.6926588921611,580.6,417.9,6.79550081277994,6.66468020007528,998.5,6.73962539694003,575.3,422.8,6.6519846988495,6.70024604549259,998.1,6.67919206827203,698.6,298.9,6.74367982496869,6.75437254396856,997.5,6.74705606735163,834.0,164.4,6.63844888463885,6.7596037976087,998.4,6.67976182595421,922.6,76.0,6.72920200897226,6.65163589706972,998.6,6.72802150848243,968.4,29.8,6.72283711542388,6.65691270517869,998.2,6.71949228652093,989.6,8.4,6.7421575307966,5.95807692307692,998.0,6.74068376330252
