forward_num_temp_incr_forward_0.10,reverse_num_temp_incr_forward_0.10,forward_rate_temp_incr_forward_0.10,reverse_rate_temp_incr_forward_0.10,organism_num_temp_incr_forward_0.10,organism_rate_temp_incr_forward_0.10,forward_num_temp_incr_forward_0.15,reverse_num_temp_incr_forward_0.15,forward_rate_temp_incr_forward_0.15,reverse_rate_temp_incr_forward_0.15,organism_num_temp_incr_forward_0.15,organism_rate_temp_incr_forward_0.15,forward_num_temp_incr_forward_0.20,reverse_num_temp_incr_forward_0.20,forward_rate_temp_incr_forward_0.20,reverse_rate_temp_incr_forward_0.20,organism_num_temp_incr_forward_0.20,organism_rate_temp_incr_forward_0.20,forward_num_temp_incr_forward_0.25,reverse_num_temp_incr_forward_0.25,forward_rate_temp_incr_forward_0.25,reverse_rate_temp_incr_forward_0.25,organism_num_temp_incr_forward_0.25,organism_rate_temp_incr_forward_0.25,forward_num_temp_incr_forward_0.30,reverse_num_temp_incr_forward_0.30,forward_rate_temp_incr_forward_0.30,reverse_rate_temp_incr_forward_0.30,organism_num_temp_incr_forward_0.30,organism_rate_temp_incr_forward_0.30,forward_num_temp_incr_forward_0.35,reverse_num_temp_incr_forward_0.35,forward_rate_temp_incr_forward_0.35,reverse_rate_temp_incr_forward_0.35,organism_num_temp_incr_forward_0.35,organism_rate_temp_incr_forward_0.35,forward_num_temp_incr_forward_0.40,reverse_num_temp_incr_forward_0.40,forward_rate_temp_incr_forward_0.40,reverse_rate_temp_incr_forward_0.40,organism_num_temp_incr_forward_0.40,organism_rate_temp_incr_forward_0.40,forward_num_temp_incr_forward_0.45,reverse_num_temp_incr_forward_0.45,forward_rate_temp_incr_forward_0.45,reverse_rate_temp_incr_forward_0.45,organism_num_temp_incr_forward_0.45,organism_rate_temp_incr_forward_0.45,forward_num_temp_incr_forward_0.50,reverse_num_temp_incr_forward_0.50,forward_rate_temp_incr_forward_0.50,reverse_rate_temp_incr_forward_0.50,organism_num_temp_incr_forward_0.50,organism_rate_temp_incr_forward_0.50,forward_num_temp_incr_forward_0.55,reverse_num_temp_incr_forward_0.55,forward_rate_temp_incr_forward_0.55,reverse_rate_temp_incr_forward_0.55,organism_num_temp_incr_forward_0.55,organism_rate_temp_incr_forward_0.55,forward_num_temp_incr_forward_0.60,reverse_num_temp_incr_forward_0.60,forward_rate_temp_incr_forward_0.60,reverse_rate_temp_incr_forward_0.60,organism_num_temp_incr_forward_0.60,organism_rate_temp_incr_forward_0.60
998.45,0.0,8.84894672186091,0.0,998.45,8.84894672186091,998.0,0.0,8.88085447345163,0.0,998.0,8.88085447345163,998.35,0.0,8.89879030084911,0.0,998.35,8.89879030084911,998.35,0.0,8.49769569779042,0.0,998.35,8.49769569779042,998.25,0.0,8.19448992013841,0.0,998.25,8.19448992013841,998.25,0.0,7.79315713793121,0.0,998.25,7.79315713793121,952.55,0.0,6.99984062181107,0.0,952.55,6.99984062181107,661.55,0.0,6.1027742843373,0.0,661.55,6.1027742843373,68.65,0.0,5.07192356813593,0.0,68.65,5.07192356813593,21.45,0.0,4.94835914004973,0.0,21.45,4.94835914004973,14.9,0.0,4.84304230835384,0.0,14.9,4.84304230835384
998.0,0.0,8.8556784519433,0.0,998.0,8.8556784519433,998.05,0.0,8.88852964970494,0.0,998.05,8.88852964970494,998.45,0.0,8.90590754195421,0.0,998.45,8.90590754195421,998.15,0.0,8.50287914783365,0.0,998.15,8.50287914783365,998.15,0.0,8.19513877296933,0.0,998.15,8.19513877296933,998.35,0.0,7.79413263672615,0.0,998.35,7.79413263672615,958.4,0.0,7.00323939212643,0.0,958.4,7.00323939212643,664.25,0.0,6.10264498605747,0.0,664.25,6.10264498605747,68.95,0.0,5.07374032955294,0.0,68.95,5.07374032955294,21.5,0.0,4.93607843829534,0.0,21.5,4.93607843829534,14.9,0.0,4.84304230835384,0.0,14.9,4.84304230835384
998.35,0.0,8.86377260788124,0.0,998.35,8.86377260788124,998.35,0.0,8.89675608631067,0.0,998.35,8.89675608631067,998.25,0.0,8.91420679368285,0.0,998.25,8.91420679368285,998.35,0.0,8.50526134076163,0.0,998.35,8.50526134076163,998.35,0.0,8.20179049604154,0.0,998.35,8.20179049604154,998.15,0.0,7.79488204902264,0.0,998.15,7.79488204902264,968.3,0.0,6.99725081020769,0.0,968.3,6.99725081020769,667.35,0.0,6.10170565405449,0.0,667.35,6.10170565405449,69.2,0.0,5.07446357178446,0.0,69.2,5.07446357178446,21.5,0.0,4.93607843829534,0.0,21.5,4.93607843829534,14.9,0.0,4.84304230835384,0.0,14.9,4.84304230835384
998.4,0.0,8.86510555687073,0.0,998.4,8.86510555687073,998.5,0.0,8.89982381578166,0.0,998.5,8.89982381578166,998.2,0.0,8.92091781190826,0.0,998.2,8.92091781190826,998.55,0.0,8.50974250149994,0.0,998.55,8.50974250149994,998.5,0.0,8.2039906683057,0.0,998.5,8.2039906683057,998.6,0.0,7.79832549714234,0.0,998.6,7.79832549714234,975.1,0.0,6.99812551396859,0.0,975.1,6.99812551396859,669.55,0.0,6.1013330299115,0.0,669.55,6.1013330299115,69.9,0.0,5.08129386332965,0.0,69.9,5.08129386332965,21.5,0.0,4.93607843829534,0.0,21.5,4.93607843829534,14.9,0.0,4.84304230835384,0.0,14.9,4.84304230835384
998.6,0.0,8.86928952035313,0.0,998.6,8.86928952035313,998.15,0.0,8.90446296240652,0.0,998.15,8.90446296240652,998.45,0.0,8.92683643366222,0.0,998.45,8.92683643366222,998.1,0.0,8.51029541847301,0.0,998.1,8.51029541847301,998.4,0.0,8.20862444289022,0.0,998.4,8.20862444289022,998.35,0.0,7.80261417123723,0.0,998.35,7.80261417123723,977.65,0.0,6.9976375528214,0.0,977.65,6.9976375528214,671.4,0.0,6.09960573555614,0.0,671.4,6.09960573555614,70.15,0.0,5.08024226563338,0.0,70.15,5.08024226563338,21.5,0.0,4.93607843829534,0.0,21.5,4.93607843829534,14.9,0.0,4.84304230835384,0.0,14.9,4.84304230835384
998.65,0.0,8.85846948207899,0.0,998.65,8.85846948207899,998.6,0.0,8.89641524216381,0.0,998.6,8.89641524216381,998.35,0.0,8.91815440534252,0.0,998.35,8.91815440534252,998.25,0.0,8.5048884814168,0.0,998.25,8.5048884814168,998.3,0.0,8.20466259866572,0.0,998.3,8.20466259866572,998.35,0.0,7.79958372965804,0.0,998.35,7.79958372965804,981.35,0.0,6.9973934214462,0.0,981.35,6.9973934214462,673.45,0.0,6.09689596153353,0.0,673.45,6.09689596153353,70.4,0.0,5.08431046080016,0.0,70.4,5.08431046080016,21.45,0.0,4.92412990888358,0.0,21.45,4.92412990888358,14.9,0.0,4.84304230835384,0.0,14.9,4.84304230835384
998.3,0.0,8.85718319848206,0.0,998.3,8.85718319848206,998.3,0.0,8.89760941094782,0.0,998.3,8.89760941094782,998.4,0.0,8.91642617591612,0.0,998.4,8.91642617591612,998.2,0.0,8.50386183514845,0.0,998.2,8.50386183514845,997.95,0.0,8.20273999529173,0.0,997.95,8.20273999529173,997.95,0.0,7.79211353078857,0.0,997.95,7.79211353078857,982.9,0.0,6.99410648628882,0.0,982.9,6.99410648628882,675.7,0.0,6.09643780147674,0.0,675.7,6.09643780147674,71.15,0.0,5.085325349884,0.0,71.15,5.085325349884,21.45,0.0,4.92412990888358,0.0,21.45,4.92412990888358,14.9,0.0,4.84304230835384,0.0,14.9,4.84304230835384
998.6,0.0,8.85330252650103,0.0,998.6,8.85330252650103,998.35,0.0,8.89350453262772,0.0,998.35,8.89350453262772,998.55,0.0,8.91156552343927,0.0,998.55,8.91156552343927,998.0,0.0,8.50111345361747,0.0,998.0,8.50111345361747,998.05,0.0,8.20096167358392,0.0,998.05,8.20096167358392,998.5,0.0,7.79134840595133,0.0,998.5,7.79134840595133,986.75,0.0,6.99209720969528,0.0,986.75,6.99209720969528,677.9,0.0,6.09078575905955,0.0,677.9,6.09078575905955,72.3,0.0,5.08845473879286,0.0,72.3,5.08845473879286,21.4,0.0,4.92017733971362,0.0,21.4,4.92017733971362,14.9,0.0,4.84304230835384,0.0,14.9,4.84304230835384
998.55,0.0,8.84718800957246,0.0,998.55,8.84718800957246,998.2,0.0,8.88918320528559,0.0,998.2,8.88918320528559,998.25,0.0,8.90357856317094,0.0,998.25,8.90357856317094,998.3,0.0,8.50083808867564,0.0,998.3,8.50083808867564,998.6,0.0,8.19932688199221,0.0,998.6,8.19932688199221,998.45,0.0,7.78868966010652,0.0,998.45,7.78868966010652,989.7,0.0,6.98953987610936,0.0,989.7,6.98953987610936,681.5,0.0,6.08540505493093,0.0,681.5,6.08540505493093,73.05,0.0,5.07750218748034,0.0,73.05,5.07750218748034,21.4,0.0,4.92017733971362,0.0,21.4,4.92017733971362,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.45,0.0,8.84739360905902,0.0,998.45,8.84739360905902,998.3,0.0,8.88820292756966,0.0,998.3,8.88820292756966,998.25,0.0,8.90392438773167,0.0,998.25,8.90392438773167,998.25,0.0,8.49780960030841,0.0,998.25,8.49780960030841,998.5,0.0,8.19427316449782,0.0,998.5,8.19427316449782,997.85,0.0,7.78772519588425,0.0,997.85,7.78772519588425,992.2,0.0,6.99105540579214,0.0,992.2,6.99105540579214,684.6,0.0,6.07759833783308,0.0,684.6,6.07759833783308,74.2,0.0,5.08195059270664,0.0,74.2,5.08195059270664,21.4,0.0,4.92017733971362,0.0,21.4,4.92017733971362,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.3,0.0,8.85148031814176,0.0,998.3,8.85148031814176,998.35,0.0,8.88950297873601,0.0,998.35,8.88950297873601,998.2,0.0,8.90246522380916,0.0,998.2,8.90246522380916,998.5,0.0,8.49710829078617,0.0,998.5,8.49710829078617,998.4,0.0,8.19784111889813,0.0,998.4,8.19784111889813,998.35,0.0,7.78734739638101,0.0,998.35,7.78734739638101,993.6,0.0,6.99332177196611,0.0,993.6,6.99332177196611,687.4,0.0,6.07928492643835,0.0,687.4,6.07928492643835,75.4,0.0,5.09047377685234,0.0,75.4,5.09047377685234,21.45,0.0,4.91772090420912,0.0,21.45,4.91772090420912,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
997.8,0.0,8.85347782691839,0.0,997.8,8.85347782691839,998.1,0.0,8.89088465866272,0.0,998.1,8.89088465866272,998.5,0.0,8.90400093064766,0.0,998.5,8.90400093064766,998.2,0.0,8.49934719499692,0.0,998.2,8.49934719499692,998.45,0.0,8.19578838864941,0.0,998.45,8.19578838864941,998.5,0.0,7.78708768969581,0.0,998.5,7.78708768969581,994.3,0.0,6.99323533072159,0.0,994.3,6.99323533072159,690.6,0.0,6.08187719843407,0.0,690.6,6.08187719843407,75.9,0.0,5.0921831114778,0.0,75.9,5.0921831114778,21.8,0.0,4.91943501133685,0.0,21.8,4.91943501133685,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.25,0.0,8.85686591705458,0.0,998.25,8.85686591705458,998.35,0.0,8.89329607595869,0.0,998.35,8.89329607595869,997.85,0.0,8.90766118312562,0.0,997.85,8.90766118312562,998.55,0.0,8.5010007243441,0.0,998.55,8.5010007243441,998.55,0.0,8.20042876574084,0.0,998.55,8.20042876574084,998.15,0.0,7.78894697464889,0.0,998.15,7.78894697464889,995.95,0.0,6.99477840611564,0.0,995.95,6.99477840611564,692.8,0.0,6.07964044096245,0.0,692.8,6.07964044096245,76.2,0.0,5.09304822385601,0.0,76.2,5.09304822385601,22.6,0.0,4.93897885456477,0.0,22.6,4.93897885456477,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.3,0.0,8.85239105181554,0.0,998.3,8.85239105181554,998.2,0.0,8.89199297256465,0.0,998.2,8.89199297256465,998.0,0.0,8.90781063330412,0.0,998.0,8.90781063330412,998.4,0.0,8.50137452725196,0.0,998.4,8.50137452725196,998.2,0.0,8.2017461323471,0.0,998.2,8.2017461323471,997.9,0.0,7.78836223170028,0.0,997.9,7.78836223170028,998.35,0.0,6.99287520173885,0.0,998.35,6.99287520173885,696.65,0.0,6.08068050014744,0.0,696.65,6.08068050014744,77.6,0.0,5.09189496931876,0.0,77.6,5.09189496931876,22.65,0.0,4.94453441012032,0.0,22.65,4.94453441012032,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.7,0.0,8.85099361401027,0.0,998.7,8.85099361401027,998.35,0.0,8.89036775282164,0.0,998.35,8.89036775282164,998.3,0.0,8.90330609087606,0.0,998.3,8.90330609087606,998.35,0.0,8.5020473307763,0.0,998.35,8.5020473307763,998.05,0.0,8.20014981161912,0.0,998.05,8.20014981161912,997.95,0.0,7.7864031507694,0.0,997.95,7.7864031507694,998.2,0.0,6.9917834143942,0.0,998.2,6.9917834143942,700.25,0.0,6.08196893101871,0.0,700.25,6.08196893101871,78.25,0.0,5.09502383082236,0.0,78.25,5.09502383082236,22.65,0.0,4.94453441012032,0.0,22.65,4.94453441012032,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
997.95,0.0,8.84988560300974,0.0,997.95,8.84988560300974,998.45,0.0,8.89035543559592,0.0,998.45,8.89035543559592,998.3,0.0,8.90088314709221,0.0,998.3,8.90088314709221,998.5,0.0,8.50208689457412,0.0,998.5,8.50208689457412,998.2,0.0,8.19733806902944,0.0,998.2,8.19733806902944,998.25,0.0,7.78436901790444,0.0,998.25,7.78436901790444,998.5,0.0,6.99336963701631,0.0,998.5,6.99336963701631,703.7,0.0,6.07578330746609,0.0,703.7,6.07578330746609,78.5,0.0,5.09399763935159,0.0,78.5,5.09399763935159,22.65,0.0,4.94453441012032,0.0,22.65,4.94453441012032,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.05,0.0,8.84856174666807,0.0,998.05,8.84856174666807,998.05,0.0,8.88738794555093,0.0,998.05,8.88738794555093,997.8,0.0,8.8991752215672,0.0,997.8,8.8991752215672,998.0,0.0,8.49976800612494,0.0,998.0,8.49976800612494,998.05,0.0,8.19548195441505,0.0,998.05,8.19548195441505,998.15,0.0,7.78511142350859,0.0,998.15,7.78511142350859,998.35,0.0,6.99062243595605,0.0,998.35,6.99062243595605,706.7,0.0,6.07288833800781,0.0,706.7,6.07288833800781,79.05,0.0,5.09127503442156,0.0,79.05,5.09127503442156,22.65,0.0,4.94453441012032,0.0,22.65,4.94453441012032,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.2,0.0,8.85051714311795,0.0,998.2,8.85051714311795,998.0,0.0,8.88672115929814,0.0,998.0,8.88672115929814,998.0,0.0,8.89624314893711,0.0,998.0,8.89624314893711,997.95,0.0,8.4968874032669,0.0,997.95,8.4968874032669,998.45,0.0,8.19678475790393,0.0,998.45,8.19678475790393,998.1,0.0,7.78875954824631,0.0,998.1,7.78875954824631,998.55,0.0,6.99051063443268,0.0,998.55,6.99051063443268,709.15,0.0,6.06987179845218,0.0,709.15,6.06987179845218,79.25,0.0,5.09183374491822,0.0,79.25,5.09183374491822,22.6,0.0,4.94399594858186,0.0,22.6,4.94399594858186,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.4,0.0,8.84624200962308,0.0,998.4,8.84624200962308,998.25,0.0,8.88558304968147,0.0,998.25,8.88558304968147,998.1,0.0,8.89334085188887,0.0,998.1,8.89334085188887,998.25,0.0,8.49456323603801,0.0,998.25,8.49456323603801,998.2,0.0,8.19522412440239,0.0,998.2,8.19522412440239,998.15,0.0,7.79024562230963,0.0,998.15,7.79024562230963,998.1,0.0,6.99028265193286,0.0,998.1,6.99028265193286,712.0,0.0,6.06809319804351,0.0,712.0,6.06809319804351,79.3,0.0,5.09140997856672,0.0,79.3,5.09140997856672,22.6,0.0,4.94399594858186,0.0,22.6,4.94399594858186,14.85,0.0,4.86035000066153,0.0,14.85,4.86035000066153
998.2,0.0,8.84816018384052,0.0,998.2,8.84816018384052,998.1,0.0,8.88653149914467,0.0,998.1,8.88653149914467,998.2,0.0,8.8920356662057,0.0,998.2,8.8920356662057,998.3,0.0,8.49382030402099,0.0,998.3,8.49382030402099,998.1,0.0,8.19147435632066,0.0,998.1,8.19147435632066,998.1,0.0,7.78855253835855,0.0,998.1,7.78855253835855,998.45,0.0,6.98935634317542,0.0,998.45,6.98935634317542,716.35,0.0,6.07131054451791,0.0,716.35,6.07131054451791,79.8,0.0,5.0827782220389,0.0,79.8,5.0827782220389,22.6,0.0,4.94399594858186,0.0,22.6,4.94399594858186,14.8,0.0,4.86273095304248,0.0,14.8,4.86273095304248
998.5,0.0,8.85338224811237,0.0,998.5,8.85338224811237,998.15,0.0,8.88658856916023,0.0,998.15,8.88658856916023,998.25,0.0,8.89525263933633,0.0,998.25,8.89525263933633,998.35,0.0,8.49677036073947,0.0,998.35,8.49677036073947,998.3,0.0,8.19185392299898,0.0,998.3,8.19185392299898,998.45,0.0,7.79101370723874,0.0,998.45,7.79101370723874,998.5,0.0,6.98632651954351,0.0,998.5,6.98632651954351,720.15,0.0,6.07437062792411,0.0,720.15,6.07437062792411,81.95,0.0,5.09856035078168,0.0,81.95,5.09856035078168,22.6,0.0,4.94399594858186,0.0,22.6,4.94399594858186,14.8,0.0,4.86273095304248,0.0,14.8,4.86273095304248
998.25,0.0,8.84631169670653,0.0,998.25,8.84631169670653,997.75,0.0,8.87619947626134,0.0,997.75,8.87619947626134,998.05,0.0,8.8866222989311,0.0,998.05,8.8866222989311,998.25,0.0,8.4874599911411,0.0,998.25,8.4874599911411,998.25,0.0,8.18834088871376,0.0,998.25,8.18834088871376,998.1,0.0,7.79256061345796,0.0,998.1,7.79256061345796,998.15,0.0,6.98513520801984,0.0,998.15,6.98513520801984,723.55,0.0,6.07649320754699,0.0,723.55,6.07649320754699,82.8,0.0,5.10260135517669,0.0,82.8,5.10260135517669,22.6,0.0,4.94399594858186,0.0,22.6,4.94399594858186,14.8,0.0,4.86273095304248,0.0,14.8,4.86273095304248
998.2,0.0,8.84241089334471,0.0,998.2,8.84241089334471,998.4,0.0,8.87151116992575,0.0,998.4,8.87151116992575,998.05,0.0,8.88497107376656,0.0,998.05,8.88497107376656,997.9,0.0,8.48645494055937,0.0,997.9,8.48645494055937,998.4,0.0,8.18453314742714,0.0,998.4,8.18453314742714,998.5,0.0,7.78793225771907,0.0,998.5,7.78793225771907,998.35,0.0,6.98345906785816,0.0,998.35,6.98345906785816,726.25,0.0,6.07290646971406,0.0,726.25,6.07290646971406,83.2,0.0,5.09636804748119,0.0,83.2,5.09636804748119,22.65,0.0,4.95281947799363,0.0,22.65,4.95281947799363,14.8,0.0,4.86273095304248,0.0,14.8,4.86273095304248
998.45,0.0,8.83572057071232,0.0,998.45,8.83572057071232,997.75,0.0,8.86579524002991,0.0,997.75,8.86579524002991,998.0,0.0,8.8752974488543,0.0,998.0,8.8752974488543,998.55,0.0,8.4824765730911,0.0,998.55,8.4824765730911,998.25,0.0,8.18247903701247,0.0,998.25,8.18247903701247,998.35,0.0,7.78651113146554,0.0,998.35,7.78651113146554,998.25,0.0,6.97980928119375,0.0,998.25,6.97980928119375,729.25,0.0,6.07234426425248,0.0,729.25,6.07234426425248,84.1,0.0,5.0958456392775,0.0,84.1,5.0958456392775,22.65,0.0,4.95281947799363,0.0,22.65,4.95281947799363,14.8,0.0,4.86273095304248,0.0,14.8,4.86273095304248
998.25,0.0,8.83126072432276,0.0,998.25,8.83126072432276,998.1,0.0,8.86087427409455,0.0,998.1,8.86087427409455,998.05,0.0,8.87059576522445,0.0,998.05,8.87059576522445,998.25,0.0,8.48353277695236,0.0,998.25,8.48353277695236,998.25,0.0,8.18294445425014,0.0,998.25,8.18294445425014,998.25,0.0,7.781491996535,0.0,998.25,7.781491996535,998.45,0.0,6.9769189267136,0.0,998.45,6.9769189267136,732.4,0.0,6.06601423155034,0.0,732.4,6.06601423155034,84.85,0.0,5.10078211422401,0.0,84.85,5.10078211422401,22.65,0.0,4.95281947799363,0.0,22.65,4.95281947799363,14.8,0.0,4.86273095304248,0.0,14.8,4.86273095304248
998.55,0.0,8.83467771806912,0.0,998.55,8.83467771806912,998.2,0.0,8.86342421174886,0.0,998.2,8.86342421174886,998.2,0.0,8.87366291142058,0.0,998.2,8.87366291142058,998.15,0.0,8.48529735371317,0.0,998.15,8.48529735371317,998.25,0.0,8.1826235093432,0.0,998.25,8.1826235093432,997.9,0.0,7.78119295163455,0.0,997.9,7.78119295163455,998.1,0.0,6.97389335117354,0.0,998.1,6.97389335117354,735.5,0.0,6.06914258014647,0.0,735.5,6.06914258014647,86.15,0.0,5.09104471138039,0.0,86.15,5.09104471138039,22.65,0.0,4.95281947799363,0.0,22.65,4.95281947799363,14.75,0.0,4.8564122717238,0.0,14.75,4.8564122717238
998.45,0.0,8.83894645103283,0.0,998.45,8.83894645103283,998.5,0.0,8.86691423812361,0.0,998.5,8.86691423812361,998.6,0.0,8.8766177844709,0.0,998.6,8.8766177844709,998.4,0.0,8.48568433263224,0.0,998.4,8.48568433263224,998.15,0.0,8.18332341543498,0.0,998.15,8.18332341543498,998.3,0.0,7.78171491818166,0.0,998.3,7.78171491818166,998.55,0.0,6.97356713833288,0.0,998.55,6.97356713833288,740.15,0.0,6.0725635547047,0.0,740.15,6.0725635547047,88.25,0.0,5.07351459216966,0.0,88.25,5.07351459216966,23.0,0.0,4.96054733521839,0.0,23.0,4.96054733521839,14.75,0.0,4.8564122717238,0.0,14.75,4.8564122717238
997.9,0.0,8.84337613858466,0.0,997.9,8.84337613858466,998.4,0.0,8.87334076730659,0.0,998.4,8.87334076730659,998.2,0.0,8.88198580432401,0.0,998.2,8.88198580432401,998.35,0.0,8.48611510571533,0.0,998.35,8.48611510571533,998.35,0.0,8.18595719027832,0.0,998.35,8.18595719027832,998.25,0.0,7.781971137783,0.0,998.25,7.781971137783,998.15,0.0,6.9741371365802,0.0,998.15,6.9741371365802,743.6,0.0,6.07718261413362,0.0,743.6,6.07718261413362,90.9,0.0,5.05955315998815,0.0,90.9,5.05955315998815,23.45,0.0,4.95809338987234,0.0,23.45,4.95809338987234,14.75,0.0,4.8564122717238,0.0,14.75,4.8564122717238
998.2,0.0,8.85024643463556,0.0,998.2,8.85024643463556,998.3,0.0,8.87701764308376,0.0,998.3,8.87701764308376,998.55,0.0,8.8878405386128,0.0,998.55,8.8878405386128,998.25,0.0,8.49128362301089,0.0,998.25,8.49128362301089,998.7,0.0,8.1897340727501,0.0,998.7,8.1897340727501,998.2,0.0,7.78257923383868,0.0,998.2,7.78257923383868,998.2,0.0,6.97161102571266,0.0,998.2,6.97161102571266,746.75,0.0,6.08436068504365,0.0,746.75,6.08436068504365,92.3,0.0,5.05077736236849,0.0,92.3,5.05077736236849,24.75,0.0,4.94166737760036,0.0,24.75,4.94166737760036,14.75,0.0,4.8564122717238,0.0,14.75,4.8564122717238
998.45,0.0,8.85317364925443,0.0,998.45,8.85317364925443,998.6,0.0,8.8777002327602,0.0,998.6,8.8777002327602,998.65,0.0,8.88869352621064,0.0,998.65,8.88869352621064,998.3,0.0,8.49225567429108,0.0,998.3,8.49225567429108,998.25,0.0,8.19203833399901,0.0,998.25,8.19203833399901,998.3,0.0,7.78260215480072,0.0,998.3,7.78260215480072,997.9,0.0,6.97177680944362,0.0,997.9,6.97177680944362,749.95,0.0,6.08408227449801,0.0,749.95,6.08408227449801,92.75,0.0,5.05522549448593,0.0,92.75,5.05522549448593,25.2,0.0,4.94889909517829,0.0,25.2,4.94889909517829,14.85,0.0,4.85528445217493,0.0,14.85,4.85528445217493
998.1,0.0,8.85285840770875,0.0,998.1,8.85285840770875,998.35,0.0,8.88016302242166,0.0,998.35,8.88016302242166,998.4,0.0,8.8939835369668,0.0,998.4,8.8939835369668,998.1,0.0,8.4937494732942,0.0,998.1,8.4937494732942,997.9,0.0,8.19089234399353,0.0,997.9,8.19089234399353,998.05,0.0,7.78151231127128,0.0,998.05,7.78151231127128,998.3,0.0,6.96717768254382,0.0,998.3,6.96717768254382,751.6,0.0,6.08478871029116,0.0,751.6,6.08478871029116,94.6,0.0,5.05877831174466,0.0,94.6,5.05877831174466,25.45,0.0,4.9455671379011,0.0,25.45,4.9455671379011,15.15,0.0,4.84299296116381,0.0,15.15,4.84299296116381
997.7,0.0,8.85768626591252,0.0,997.7,8.85768626591252,998.45,0.0,8.88024661007924,0.0,998.45,8.88024661007924,998.3,0.0,8.89535899202539,0.0,998.3,8.89535899202539,998.5,0.0,8.49720854702136,0.0,998.5,8.49720854702136,998.5,0.0,8.1928323397397,0.0,998.5,8.1928323397397,998.1,0.0,7.77897349149998,0.0,998.1,7.77897349149998,998.45,0.0,6.96877992951415,0.0,998.45,6.96877992951415,755.3,0.0,6.08587319309034,0.0,755.3,6.08587319309034,95.3,0.0,5.05794186832769,0.0,95.3,5.05794186832769,25.45,0.0,4.9455671379011,0.0,25.45,4.9455671379011,15.8,0.0,4.85253411230713,0.0,15.8,4.85253411230713
998.3,0.0,8.85941396283169,0.0,998.3,8.85941396283169,998.65,0.0,8.88316487830516,0.0,998.65,8.88316487830516,998.5,0.0,8.89680666021889,0.0,998.5,8.89680666021889,998.2,0.0,8.49918332501778,0.0,998.2,8.49918332501778,998.2,0.0,8.19338224794323,0.0,998.2,8.19338224794323,998.15,0.0,7.78038135024129,0.0,998.15,7.78038135024129,998.3,0.0,6.97287039322071,0.0,998.3,6.97287039322071,758.05,0.0,6.08702929583706,0.0,758.05,6.08702929583706,95.5,0.0,5.05737342587393,0.0,95.5,5.05737342587393,25.45,0.0,4.9455671379011,0.0,25.45,4.9455671379011,16.25,0.0,4.85395018784666,0.0,16.25,4.85395018784666
997.9,0.0,8.86139142698467,0.0,997.9,8.86139142698467,998.0,0.0,8.88424197239499,0.0,998.0,8.88424197239499,998.35,0.0,8.89973322845361,0.0,998.35,8.89973322845361,998.25,0.0,8.49971628400725,0.0,998.25,8.49971628400725,998.05,0.0,8.19671197068505,0.0,998.05,8.19671197068505,998.35,0.0,7.78234201229908,0.0,998.35,7.78234201229908,998.45,0.0,6.97115504770765,0.0,998.45,6.97115504770765,761.8,0.0,6.08873495281256,0.0,761.8,6.08873495281256,96.25,0.0,5.04627256650135,0.0,96.25,5.04627256650135,25.4,0.0,4.9467257831774,0.0,25.4,4.9467257831774,16.3,0.0,4.85942637832285,0.0,16.3,4.85942637832285
998.4,0.0,8.86161046419575,0.0,998.4,8.86161046419575,998.05,0.0,8.88299064721271,0.0,998.05,8.88299064721271,998.5,0.0,8.90108662953078,0.0,998.5,8.90108662953078,998.25,0.0,8.50047719724863,0.0,998.25,8.50047719724863,998.5,0.0,8.19804025043908,0.0,998.5,8.19804025043908,997.75,0.0,7.78191164880477,0.0,997.75,7.78191164880477,998.45,0.0,6.97176307237101,0.0,998.45,6.97176307237101,766.6,0.0,6.08399091264166,0.0,766.6,6.08399091264166,97.55,0.0,5.05215720751189,0.0,97.55,5.05215720751189,25.4,0.0,4.9467257831774,0.0,25.4,4.9467257831774,16.3,0.0,4.85942637832285,0.0,16.3,4.85942637832285
998.3,0.0,8.86676983606979,0.0,998.3,8.86676983606979,998.15,0.0,8.88641278332783,0.0,998.15,8.88641278332783,998.55,0.0,8.90305192288446,0.0,998.55,8.90305192288446,998.1,0.0,8.50395646277932,0.0,998.1,8.50395646277932,998.2,0.0,8.19840310136055,0.0,998.2,8.19840310136055,998.25,0.0,7.78420784202111,0.0,998.25,7.78420784202111,998.55,0.0,6.96987685349484,0.0,998.55,6.96987685349484,770.8,0.0,6.08095571364503,0.0,770.8,6.08095571364503,98.25,0.0,5.05698792567137,0.0,98.25,5.05698792567137,25.4,0.0,4.9467257831774,0.0,25.4,4.9467257831774,16.3,0.0,4.85942637832285,0.0,16.3,4.85942637832285
