forward_num_cluster_growth_0.10,reverse_num_cluster_growth_0.10,forward_rate_cluster_growth_0.10,reverse_rate_cluster_growth_0.10,organism_num_cluster_growth_0.10,organism_rate_cluster_growth_0.10,forward_num_cluster_growth_0.15,reverse_num_cluster_growth_0.15,forward_rate_cluster_growth_0.15,reverse_rate_cluster_growth_0.15,organism_num_cluster_growth_0.15,organism_rate_cluster_growth_0.15,forward_num_cluster_growth_0.20,reverse_num_cluster_growth_0.20,forward_rate_cluster_growth_0.20,reverse_rate_cluster_growth_0.20,organism_num_cluster_growth_0.20,organism_rate_cluster_growth_0.20,forward_num_cluster_growth_0.25,reverse_num_cluster_growth_0.25,forward_rate_cluster_growth_0.25,reverse_rate_cluster_growth_0.25,organism_num_cluster_growth_0.25,organism_rate_cluster_growth_0.25,forward_num_cluster_growth_0.30,reverse_num_cluster_growth_0.30,forward_rate_cluster_growth_0.30,reverse_rate_cluster_growth_0.30,organism_num_cluster_growth_0.30,organism_rate_cluster_growth_0.30,forward_num_cluster_growth_0.35,reverse_num_cluster_growth_0.35,forward_rate_cluster_growth_0.35,reverse_rate_cluster_growth_0.35,organism_num_cluster_growth_0.35,organism_rate_cluster_growth_0.35,forward_num_cluster_growth_0.40,reverse_num_cluster_growth_0.40,forward_rate_cluster_growth_0.40,reverse_rate_cluster_growth_0.40,organism_num_cluster_growth_0.40,organism_rate_cluster_growth_0.40,forward_num_cluster_growth_0.45,reverse_num_cluster_growth_0.45,forward_rate_cluster_growth_0.45,reverse_rate_cluster_growth_0.45,organism_num_cluster_growth_0.45,organism_rate_cluster_growth_0.45,forward_num_cluster_growth_0.50,reverse_num_cluster_growth_0.50,forward_rate_cluster_growth_0.50,reverse_rate_cluster_growth_0.50,organism_num_cluster_growth_0.50,organism_rate_cluster_growth_0.50,forward_num_cluster_growth_0.55,reverse_num_cluster_growth_0.55,forward_rate_cluster_growth_0.55,reverse_rate_cluster_growth_0.55,organism_num_cluster_growth_0.55,organism_rate_cluster_growth_0.55,forward_num_cluster_growth_0.60,reverse_num_cluster_growth_0.60,forward_rate_cluster_growth_0.60,reverse_rate_cluster_growth_0.60,organism_num_cluster_growth_0.60,organism_rate_cluster_growth_0.60
505.6,492.7,6.56141747878903,6.55709997406161,998.3,6.56141439040261,496.35,501.9,6.56347547049614,6.55430568133842,998.25,6.55669743100447,517.5,480.6,6.54110399865858,6.50665475040672,998.1,6.55287192369509,525.4,473.05,7.11202148177486,7.08368654450643,998.45,7.12878295041272,553.35,445.1,6.90948829568889,6.8658283300701,998.45,6.90857376281695,615.2,383.05,6.56214865436078,6.53546097021395,998.25,6.55194968728887,626.35,372.05,6.07691583129234,6.12716015347095,998.4,6.10800990770034,751.05,247.1,5.80597938178962,5.88116703674195,998.15,5.82493313304182,836.9,161.0,4.89865322433654,4.96570297733761,997.9,4.90950482314041,458.15,54.9,4.98125824591158,5.05346641192095,513.05,4.99147007571504,54.75,12.3,4.47786291264236,4.74197945079255,67.05,4.46954308588045
504.2,494.0,6.56086266351813,6.55924738433825,998.2,6.56245227180041,498.15,500.35,6.57155768773666,6.56002552183175,998.5,6.56337870796226,515.5,482.95,6.54605977737482,6.51074148972423,998.45,6.55707575920075,526.6,471.65,7.11445652038433,7.08355706677804,998.25,7.13079568680304,552.55,446.15,6.90863435599339,6.85747307478502,998.7,6.9031427218802,615.3,382.85,6.56890806176021,6.52481825756578,998.15,6.55286784161863,625.9,372.1,6.05318919044153,6.12026200589475,998.0,6.09066039552414,751.75,246.75,5.80061449594866,5.88414349371942,998.5,5.82101855826403,840.25,158.3,4.90704055986538,4.97737197745925,998.55,4.91806751641421,458.45,54.75,4.98494853759904,5.07174016605064,513.2,4.99636574017333,64.3,12.35,4.45477389331976,4.74207003050269,76.65,4.44540478464375
503.25,495.2,6.56828679814868,6.56500277251207,998.45,6.56893046205081,497.65,500.65,6.58140069573687,6.56215470800857,998.3,6.56951484302886,518.55,479.75,6.54347880805543,6.51158042888641,998.3,6.5572533249179,525.0,473.4,7.12483291783738,7.09644720451039,998.4,7.14192992265838,552.35,445.95,6.90982093885204,6.87477168315349,998.3,6.91080834690446,616.1,382.25,6.57419835275296,6.51765262760023,998.35,6.55401550401226,626.9,371.15,6.06326058869276,6.12425748533083,998.05,6.09741459232209,752.3,245.9,5.78609836278314,5.87451470484825,998.2,5.80772378226729,838.45,159.45,4.91601170824095,4.98149875484065,997.9,4.92600851855397,462.15,54.3,4.97963280891939,5.07596118320399,516.45,4.9921990505746,64.3,12.45,4.45477389331976,4.73145728540465,76.75,4.44358193415473
501.85,496.65,6.56512690735713,6.56855252816318,998.5,6.56879583560474,495.95,502.3,6.58201936618884,6.56747593884775,998.25,6.57286895264475,518.1,480.05,6.54642354387684,6.51776965127951,998.15,6.56209396802599,525.7,472.65,7.13141526694418,7.08806193180029,998.35,7.14232679188132,553.4,444.7,6.91029799736266,6.88369459013405,998.1,6.91487246229089,616.4,381.7,6.57609207757598,6.52211351542647,998.1,6.55590935999245,626.75,371.4,6.06254940194356,6.11957286047627,998.15,6.097069206309,752.45,245.7,5.78520344586013,5.89153811297114,998.15,5.81227138489778,841.4,156.8,4.91397990364824,4.95471867502577,998.2,4.91770888219267,465.25,54.8,4.98367622709549,5.07725272824533,520.05,4.99664955077203,64.3,12.7,4.47782277611998,4.72082638122112,77.0,4.44741569677844
500.05,498.35,6.56269925458113,6.57136236228177,998.4,6.56885925569552,497.65,500.75,6.5849561751837,6.56903715244561,998.4,6.57487043588385,517.65,480.6,6.54963158952765,6.51719967693327,998.25,6.56348416935188,525.25,473.1,7.12959454323456,7.09638069767585,998.35,7.1439953213938,556.2,441.85,6.92450946351505,6.89115736907171,998.05,6.92546726792129,617.75,380.85,6.57088273589399,6.5298142813141,998.6,6.55543561679158,625.7,372.55,6.05427603795284,6.11632725780547,998.25,6.09170244675382,755.05,243.05,5.79767433508331,5.88886242648849,998.1,5.82020096304824,844.3,153.95,4.90471477083696,4.96129561677458,998.25,4.91079554946211,469.25,54.2,4.98985332726675,5.06797137706769,523.45,5.00001480045095,72.0,13.05,4.47584179038893,4.72260294847537,85.05,4.44440385025652
497.75,500.35,6.56653405804819,6.57361207816069,998.1,6.5717699542526,498.65,499.45,6.59275640426573,6.56927956368809,998.1,6.57841873384068,518.3,480.2,6.54870271164526,6.51817808672942,998.5,6.56410490299869,525.15,473.35,7.12721926535752,7.09795913233151,998.5,7.14420940340951,554.9,443.1,6.92774405086845,6.90030203316473,998.0,6.93129867743929,616.65,381.75,6.58118474711766,6.52026755281246,998.4,6.55915110341325,628.3,370.1,6.06096392412067,6.10574831786623,998.4,6.09163802297485,756.6,241.6,5.80615465817338,5.87777875578418,998.2,5.82412647583203,845.15,152.9,4.90612153203016,4.94830136306594,998.05,4.90989673668557,470.0,53.1,4.99010079102122,5.0738036580048,523.1,5.00073804806863,74.5,13.45,4.47702917959546,4.70717522141941,87.95,4.44341491779263
498.5,499.8,6.56898067548086,6.5775940864721,998.3,6.57493133020122,496.9,501.7,6.59517407709182,6.57195943244125,998.6,6.58097286804254,518.2,480.05,6.55658596260773,6.52364704383178,998.25,6.5708500404311,524.15,474.1,7.13297494146945,7.1175870621388,998.25,7.15572810434345,555.55,442.35,6.92776287100164,6.90098562039654,997.9,6.93133081720221,617.6,380.8,6.59029046686685,6.53045218977711,998.4,6.57005385344863,627.55,370.5,6.06445861098965,6.10843174382322,998.05,6.09171050466269,757.3,240.65,5.80825090181844,5.91165907794455,997.95,5.83269820124513,845.9,152.35,4.91421115709665,4.96074599475209,998.25,4.91955607545323,470.95,52.45,4.99802982633289,5.07498371955045,523.4,5.00671597346665,74.6,13.45,4.47716286943504,4.69910173160173,88.05,4.43993073942951
497.55,500.35,6.56943098339514,6.57737988369051,997.9,6.57520296271722,497.55,500.7,6.59844869482618,6.58040211487347,998.25,6.58686991254886,518.6,479.8,6.5592934384971,6.52661636227658,998.4,6.57296148985048,525.7,472.65,7.14348413190136,7.12042146919056,998.35,7.16241131433603,555.75,442.35,6.92009381358115,6.91161451047145,998.1,6.93112442682903,620.4,377.65,6.59693199634852,6.52592316231154,998.05,6.5724659864268,628.6,369.65,6.05982673645181,6.08936230320302,998.25,6.08388189432473,760.0,238.4,5.81713003065063,5.88516614520768,998.4,5.83387923709854,847.7,150.2,4.90753493547166,4.96514324022005,997.9,4.91357363896575,472.3,51.8,4.99538303749872,5.07412450444928,524.1,5.00295519247474,74.8,13.7,4.46207450860196,4.68817496392496,88.5,4.43201951233816
495.5,502.4,6.56886839007381,6.58187641323732,997.9,6.57698676461266,498.15,500.5,6.59779613204715,6.57979095177608,998.65,6.58603794864064,517.7,480.3,6.56071717877689,6.52498774262705,998.0,6.57235455812808,526.05,472.4,7.14668360234478,7.12175434629388,998.45,7.16625914179778,553.7,444.75,6.91822754747679,6.91535982057287,998.45,6.93337533104705,622.15,376.15,6.60464324032566,6.55354146156108,998.3,6.58644885561497,630.1,368.35,6.0563301635557,6.08346403736317,998.45,6.07834947563722,759.8,238.4,5.79866786740633,5.87485761631004,998.2,5.81799142330417,851.65,146.55,4.90750939623327,4.96164367483613,998.2,4.9137139647294,473.4,51.2,4.99845469192683,5.08680860438521,524.6,5.00888590208635,86.2,13.9,4.46096397554791,4.67423638559508,100.1,4.4243371659175
496.3,501.85,6.57354222744899,6.59048737032381,998.15,6.5840301236939,497.8,500.55,6.59709404543509,6.58631916221393,998.35,6.58890025045628,518.6,479.8,6.56320987244726,6.53030022610847,998.4,6.57673037917112,527.05,471.1,7.1500695606327,7.11768898785324,998.15,7.16438949129736,554.7,443.65,6.92023857084946,6.9248345351629,998.35,6.93721996283071,622.7,375.55,6.59954833846371,6.54654576106178,998.25,6.58185719582489,630.05,368.2,6.05883248836828,6.08939931932876,998.25,6.0810079436279,758.3,240.3,5.80254112169599,5.88599063009283,998.6,5.82353080634036,851.8,146.3,4.91519754722816,4.96308415082152,998.1,4.92027388366584,474.9,49.75,5.00364565138292,5.08504758660541,524.65,5.01033003547236,86.1,14.0,4.45815258737468,4.66593081573563,100.1,4.42076105337234
497.25,500.7,6.57703491548083,6.59334531854615,997.95,6.58709668476311,498.75,499.4,6.60066233096798,6.5918474740137,998.15,6.59339539754628,517.6,481.05,6.56161307329301,6.53562263382279,998.65,6.5785332426615,525.4,472.85,7.14568176725609,7.12950381377772,998.25,7.1671280282781,555.75,442.15,6.92911326819608,6.92155525484486,997.9,6.94103180331625,622.25,376.05,6.60805288206227,6.52454082037205,998.3,6.58091870876059,630.9,367.2,6.06450772452157,6.10388069193074,998.1,6.08965183369703,759.85,238.4,5.8209728739502,5.88343118310528,998.25,5.83708547419918,853.25,145.15,4.90420748892404,4.96413544650243,998.4,4.9097140579841,476.05,48.95,5.00785509976714,5.06366888712258,525.0,5.00536900936684,86.2,14.15,4.46019374796847,4.6796087724536,100.35,4.43471610166118
497.75,500.2,6.57794179481508,6.59573260887803,997.95,6.58893246054839,499.35,499.05,6.59998865522452,6.5938637487577,998.4,6.59409436387881,518.4,480.05,6.56807203385383,6.53950372163412,998.45,6.5836085022063,526.75,471.8,7.14726329010762,7.13444330258667,998.55,7.17085055997882,556.6,441.85,6.93337076342348,6.92109782956102,998.45,6.9432273812311,622.25,375.95,6.60953537190303,6.53168065538108,998.2,6.58318655096187,632.2,365.95,6.06630756250908,6.09227781365989,998.15,6.08404327847041,762.4,235.55,5.81942899061227,5.86994545576594,997.95,5.83361667287967,856.05,142.25,4.89481461710144,4.98253238567764,998.3,4.90274229019242,477.65,47.65,5.00889373897321,5.06644649917009,525.3,5.00736950769261,99.35,14.65,4.42051959162132,4.68178183912861,114.0,4.39906200441717
496.4,502.2,6.58093681623395,6.60112251688021,998.6,6.592941754274,497.8,500.35,6.60361713407252,6.59698269595105,998.15,6.59750654485598,517.55,480.65,6.56709138270122,6.54258222596337,998.2,6.5840370017932,526.7,471.4,7.14942045052736,7.13866290603706,998.1,7.1740027446504,556.3,441.85,6.93306042367447,6.92271252647484,998.15,6.94269018054744,623.4,375.0,6.62185032561033,6.52843385111485,998.4,6.59032055041838,633.75,364.55,6.0662683459886,6.09003258586819,998.3,6.0831266847632,760.75,237.6,5.8211848768534,5.87712611067373,998.35,5.83561203994346,858.5,139.65,4.90180216478278,4.96383120063909,998.15,4.90833713077624,477.9,47.25,5.00740556909675,5.03655382887165,525.15,5.00511845583919,102.2,14.9,4.42409932979498,4.70097928423569,117.1,4.41005419601521
498.4,499.75,6.58583105466747,6.60883439365151,998.15,6.59882273580769,499.85,498.45,6.60289109760318,6.60081899987295,998.3,6.59913202240211,515.45,482.8,6.5650420657601,6.54559238815386,998.25,6.58401760187171,527.0,471.35,7.15134361323188,7.1419131737303,998.35,7.17791971263583,554.8,443.7,6.93692573292654,6.9240813230979,998.5,6.94495075162116,622.2,376.3,6.62086298889791,6.52394364555845,998.5,6.58779503004545,634.85,363.2,6.07151045250585,6.09488922239176,998.05,6.0873553995415,765.2,233.25,5.82292832070862,5.86488621525012,998.45,5.83378685273241,859.95,137.8,4.91128479764727,4.96056654025302,997.75,4.91666811052156,477.85,47.0,5.01254884689084,5.05044159806546,524.85,5.00727402384844,102.4,15.3,4.4224803790034,4.70653441365398,117.7,4.41122730988165
498.25,500.05,6.5848485138199,6.61164733839775,998.3,6.60003170365955,499.05,499.45,6.60708917100791,6.60537600522245,998.5,6.60335368760519,515.15,482.95,6.56746464761349,6.54725312246846,998.1,6.5858071004015,528.55,469.7,7.14660957734196,7.14613788470641,998.25,7.17739704355825,554.7,443.8,6.94291584897897,6.93450080919813,998.5,6.95264517848985,623.85,374.35,6.62671547043938,6.53028495436335,998.2,6.59345618556785,636.3,362.15,6.07060329119839,6.09724225455183,998.45,6.09117882333509,766.55,231.7,5.82138492531522,5.88032703603164,998.25,5.83686291882909,861.4,136.95,4.90969224356849,4.9485819371264,998.35,4.91538506849941,480.45,45.8,4.99764243198536,5.07175325030367,526.25,4.99552802093618,103.3,15.5,4.42171379358847,4.70348658286158,118.8,4.41000429687361
498.0,500.35,6.58873262837892,6.61748399842996,998.35,6.60490176816897,499.6,498.35,6.60723717985439,6.60609006243016,997.95,6.60402983923751,513.2,484.8,6.57314810860094,6.5477248917843,998.0,6.58992415488538,528.5,469.45,7.15549859668603,7.1506252164493,997.95,7.18445639075022,554.25,444.05,6.94385817156607,6.94340055182034,998.3,6.95756984142572,622.9,375.25,6.62319659606794,6.53728263147782,998.15,6.59364634195384,637.05,361.3,6.07210439716218,6.11012381883165,998.35,6.0968372872051,766.85,231.45,5.83016861433359,5.88892650070649,998.3,5.845269922588,864.1,134.05,4.91610765193716,4.94456193150979,998.15,4.91890025471722,480.65,45.2,4.99908677681261,5.08417411139496,525.85,4.99776656222101,118.3,15.6,4.4166923745598,4.70221470658971,133.9,4.39978208521383
502.05,496.4,6.59209172274883,6.62200664767932,998.45,6.60863580901199,499.9,497.8,6.61083928365615,6.60861282673577,997.7,6.60703698071192,513.15,485.0,6.57579304342645,6.55018881620238,998.15,6.59289325293412,530.7,467.55,7.15258490626904,7.1482643581054,998.25,7.18110121864289,553.9,444.35,6.94127844702435,6.94528101825139,998.25,6.95701444102941,621.45,376.95,6.62778190414352,6.54172110532784,998.4,6.5971813711147,638.45,359.85,6.09253906387126,6.10684419262805,998.3,6.10636733584176,766.2,232.3,5.83670442136997,5.9046631106383,998.5,5.85443170856018,865.7,132.3,4.90853903082636,4.94148430973308,998.0,4.91052723119127,482.5,44.2,4.99453260330011,5.0833819238906,526.7,4.99708385408376,118.35,15.95,4.4173492192498,4.68091240078943,134.3,4.39851148910919
502.4,496.2,6.59425410204209,6.62457779322525,998.6,6.61095074150659,500.65,497.5,6.61418859675771,6.6113748572549,998.15,6.60981655438386,512.45,485.9,6.57918329326422,6.54480216993473,998.35,6.59243442913625,532.0,466.1,7.14484061156903,7.16013441500426,998.1,7.18070837705443,554.8,443.45,6.94725413438015,6.93340704687989,998.25,6.95508622500527,620.5,377.9,6.62119862388111,6.5419261886272,998.4,6.59331459444633,638.65,359.6,6.09743376853787,6.10913544369346,998.25,6.11119840290793,766.95,231.4,5.83556831219777,5.89077979636437,998.35,5.85093521249323,867.35,131.05,4.90175173582185,4.93888712545995,998.4,4.90461186619431,482.3,44.75,4.99281807192291,5.09342192875958,527.05,5.00065600680621,118.5,16.65,4.41615830861039,4.67869829075889,135.15,4.39757412028063
502.65,495.4,6.5979095528937,6.62651405693286,998.05,6.61368463777276,501.8,496.3,6.6138732331466,6.61406592400086,998.1,6.61085752336596,509.65,488.35,6.58413589364421,6.547798630203,998.0,6.59659317772063,531.6,466.8,7.15503876708942,7.17359617736476,998.4,7.19180566578321,553.85,444.8,6.9534632569026,6.93642288247566,998.65,6.95932822454276,621.25,377.1,6.62911024713083,6.54572190497739,998.35,6.59837165944024,639.75,358.5,6.09086607810647,6.10490152965943,998.25,6.10790107689694,769.6,228.95,5.84671142608779,5.90208419282404,998.55,5.86215022270669,868.6,129.95,4.90558899440146,4.92780452436067,998.55,4.9041082811324,482.7,44.45,4.98734099827304,5.09439288311248,527.15,4.99625295822927,135.2,16.85,4.39104252714338,4.68017798378092,152.05,4.37285983132825
503.2,495.3,6.60657944995551,6.63191947451473,998.5,6.62058421584218,501.8,496.85,6.61768358408209,6.61784423487014,998.65,6.61472636971659,508.7,489.65,6.5879337831221,6.55003560592275,998.35,6.59982433147012,533.25,465.05,7.16083634490697,7.17431848437898,998.3,7.19583894305711,555.2,442.8,6.94528432122613,6.94316148102542,998.0,6.95643482298967,620.15,378.15,6.62414804625775,6.54321468039345,998.3,6.59446950820083,640.1,358.0,6.09237652474907,6.1131534707783,998.1,6.110623066563,770.15,228.1,5.86123037954699,5.89420940462006,998.25,5.87126857446769,868.05,129.8,4.90913792660674,4.90947736038405,997.85,4.90553812426699,483.6,44.0,4.99499548589263,5.0961628316001,527.6,5.00116983384454,137.5,16.9,4.39299421666469,4.65921817782112,154.4,4.36591379096676
500.3,497.85,6.6073332855878,6.63537102743436,998.15,6.62283269871326,501.25,496.8,6.619696064688,6.62053417326533,998.05,6.61697581547456,508.95,489.4,6.59061202866607,6.55258126843466,998.35,6.60308641294565,532.8,465.5,7.17066620084431,7.1741030636889,998.3,7.20094476846042,554.1,444.0,6.94630051037293,6.94923210254285,998.1,6.95918107211922,619.45,378.75,6.61829424486523,6.54768830312318,998.2,6.59298882156026,640.65,357.7,6.09988616419048,6.11992185074707,998.35,6.11539931344841,772.7,225.4,5.85897879372315,5.89924221001739,998.1,5.87064044645283,869.3,128.9,4.90206414859387,4.88667437367688,998.2,4.89829645463891,484.2,43.2,4.99322229627873,5.09789630623598,527.4,4.99868273469131,137.6,17.35,4.39316102472098,4.64123826741686,154.95,4.35921877996992
499.45,499.0,6.60781707293758,6.63711113529136,998.45,6.62417138089521,502.65,495.6,6.62287156966525,6.62075589134021,998.25,6.61864310353782,508.3,490.25,6.59317684440795,6.55382817481474,998.55,6.60546613748017,530.45,468.25,7.18559298679155,7.18726865358604,998.7,7.21314836880969,555.2,443.15,6.95187209942151,6.95106294379441,998.35,6.96242886617579,619.05,378.9,6.61932720170398,6.55736081740916,997.95,6.59788032674147,640.8,357.45,6.10987332697989,6.1239032480195,998.25,6.12052452049059,773.3,225.15,5.86343366660859,5.90993210385694,998.45,5.87549739917665,872.1,126.2,4.90126867227933,4.8957682105123,998.3,4.8979286956967,485.8,42.35,4.9852231362035,5.09600376972848,528.15,4.99074965645631,140.95,17.55,4.38160695217848,4.63054934474836,158.5,4.34705492231821
499.1,499.15,6.61608585024969,6.64016490599213,998.25,6.63035919193112,501.8,496.45,6.62548633215242,6.62749789766331,998.25,6.62309099737241,507.0,491.2,6.5955001718327,6.55479602442344,998.2,6.60647841266232,530.9,467.6,7.18713174172339,7.18700804102368,998.5,7.21606353709868,556.4,441.75,6.94780663972726,6.95463375328041,998.15,6.96188635994852,619.55,379.05,6.62357351943554,6.55062517073296,998.6,6.59812255849154,642.55,355.75,6.11504179854399,6.12043926262625,998.3,6.12206044056088,772.5,225.65,5.85975270261479,5.90230613325749,998.15,5.87079894405071,874.0,123.8,4.90062688739399,4.90409416178917,997.8,4.89814110483647,486.2,41.7,4.98438570599653,5.1084823013033,527.9,4.98948486878723,162.65,18.1,4.37306667492713,4.62275873818856,180.75,4.33489829352705
497.8,500.55,6.61639792606927,6.64252216986907,998.35,6.63142555935267,497.25,500.5,6.62868428024586,6.62874175537879,997.75,6.62526781879306,508.0,490.4,6.59853340188575,6.55548540190354,998.4,6.60907477005229,530.2,468.1,7.1971515965026,7.19711184659391,998.3,7.22635321616976,555.15,443.05,6.94914728957081,6.95687771326689,998.2,6.96210358816485,619.3,378.9,6.62121851814886,6.55127908125469,998.2,6.59680474477712,642.1,356.05,6.11092791217613,6.11616742559728,998.15,6.11920481540469,774.0,224.25,5.86713717057868,5.88987570118964,998.25,5.87456273715947,875.65,122.45,4.90396246968181,4.88149059252416,998.1,4.89693597053922,487.4,40.75,4.98370775640192,5.11244464085151,528.15,4.9888974652195,162.6,18.5,4.37234261754217,4.62656077991622,181.1,4.33607726364388
497.95,500.25,6.61904155318283,6.6411116407735,998.2,6.6321279031887,498.35,499.85,6.62827232451583,6.63212628352069,998.2,6.62694007246073,506.55,491.85,6.59809392373852,6.56088785467331,998.4,6.61193577412284,530.55,467.95,7.19830000256096,7.20376280934194,998.5,7.22941710748322,554.5,443.75,6.948218869301,6.94891106423431,998.25,6.96041557801131,618.8,378.8,6.61258212792792,6.55756067153655,997.6,6.59411154594072,643.3,354.9,6.1101875924119,6.12635632629204,998.2,6.12045732904736,773.5,224.75,5.87913562875835,5.8933195174325,998.25,5.88480497832977,876.2,121.85,4.89940027540369,4.86001881069936,998.05,4.89114177240249,487.85,40.2,4.98089905462297,5.11038500787682,528.05,4.98784407959233,162.8,18.85,4.37391864186757,4.6512420774101,181.65,4.34771378303028
497.15,501.05,6.62358836536467,6.64257430531125,998.2,6.63515817512175,497.1,501.05,6.63132303784777,6.63230690125121,998.15,6.62849401761535,507.5,490.95,6.6025599875226,6.5635093773037,998.45,6.61539812279569,530.05,468.2,7.20094047840383,7.21063318493843,998.25,7.23462719034381,554.3,443.8,6.95105807779377,6.95740313359396,998.1,6.96426835559716,618.05,380.4,6.61997631085303,6.56720667922427,998.45,6.60158232847473,643.5,354.8,6.11708445162491,6.13130436413012,998.3,6.12268113580935,773.85,224.8,5.89574247303624,5.87503505282855,998.65,5.89418521904196,879.8,118.8,4.8997362608366,4.83977613403983,998.6,4.88936119588834,489.25,39.5,4.98775088677987,5.10294357898759,528.75,4.99443162151573,186.6,19.2,4.36054740592123,4.63822913033586,205.8,4.33115974875888
497.2,500.9,6.62620382162223,6.64464031780013,998.1,6.6376167251628,496.3,501.85,6.63113821300509,6.63712668636187,998.15,6.63112143506616,509.4,488.95,6.60232297418211,6.56581054507873,998.35,6.61697473644844,531.4,467.3,7.19381106353301,7.21245091635504,998.7,7.23119798154868,555.3,442.5,6.9415172186467,6.95632672451545,997.8,6.95970000676278,618.1,380.35,6.60838202454006,6.56274111498936,998.45,6.59255507193113,641.8,356.05,6.11200693279189,6.13555881854467,997.85,6.12042783746098,775.3,223.05,5.89842797058846,5.87217593427481,998.35,5.89542800826406,879.7,118.4,4.91497393861723,4.8124243291133,998.1,4.89951497865455,489.4,39.65,4.98707099945102,5.09834811186682,529.05,4.99575294343849,189.05,19.7,4.36286618690021,4.63834802152173,208.75,4.33299903286446
496.9,501.15,6.62922069740827,6.64872872540195,998.05,6.64114075770746,497.65,500.8,6.63526382567687,6.63902804238655,998.45,6.63444662801184,508.4,489.85,6.60264870060432,6.56909370284552,998.25,6.61829233443745,530.75,467.8,7.19624333956085,7.22543369895558,998.55,7.23832758896025,554.1,444.1,6.93576236162718,6.9647582516475,998.2,6.96178496135452,619.45,378.9,6.60652870555497,6.5634261712542,998.35,6.59244698484693,643.5,354.8,6.09999463770392,6.12949180918072,998.3,6.11292678099545,776.5,221.75,5.90599040488447,5.89145321114,998.25,5.9058159267176,880.8,117.2,4.91673446851921,4.85313687196099,998.0,4.90323841056779,490.65,38.5,4.99125951779409,5.10109382117692,529.15,4.99610058327972,189.2,19.9,4.36148153232808,4.63481642235659,209.1,4.33147942043824
494.7,503.25,6.62693532057554,6.64840043425843,997.95,6.64036157417163,497.25,500.9,6.64001710707633,6.63987925284588,998.15,6.63712831600734,510.7,487.35,6.60893458236477,6.57190624743175,998.05,6.62323364671706,529.35,468.9,7.20402398910602,7.2325858344961,998.25,7.24428157773474,553.55,444.75,6.94697510313817,6.96576202711499,998.3,6.96763748708919,619.15,379.35,6.60040163879206,6.57392344455693,998.5,6.5928166142094,643.65,354.55,6.09641340204975,6.13224520190513,998.2,6.11308797815894,778.75,219.55,5.90328586103759,5.87925213170574,998.3,5.90042345166571,883.2,115.05,4.92073296970215,4.8470375566743,998.25,4.90557848367218,491.9,38.15,4.98504320762565,5.09007053536702,530.05,4.98974816263986,193.4,20.4,4.357077869688,4.6279728190326,213.8,4.32692298442165
495.05,503.15,6.62914396106377,6.65541771058344,998.2,6.64461275802549,496.55,501.65,6.63954437150353,6.64077670694483,998.2,6.63685239110681,514.1,484.5,6.60645467439489,6.57889012698372,998.6,6.62533079171356,527.1,471.45,7.20557131348761,7.23432427180004,998.55,7.24796364500773,555.25,443.4,6.95062831798091,6.97150522856708,998.65,6.97275406669194,619.5,378.75,6.59345559414197,6.57999990316134,998.25,6.59060054203261,644.8,353.4,6.09226644140706,6.12748478103315,998.2,6.11035578737271,778.8,219.7,5.90813828967762,5.87887469510942,998.5,5.90298282655014,884.5,113.7,4.92957864589175,4.81380153476746,998.2,4.90841758890489,492.05,37.55,4.98387321219168,5.09307923094091,529.6,4.98829338588134,209.0,20.6,4.36880820874956,4.61072397064488,229.6,4.32911256443862
496.1,502.15,6.62981082529753,6.65970351230078,998.25,6.64679639529218,498.3,500.15,6.64482459144679,6.64421151669957,998.45,6.64133304079468,511.9,486.25,6.60850079563129,6.58025361313134,998.15,6.62579869760475,526.15,472.2,7.21728287742429,7.23303288656873,998.35,7.25234507350932,555.5,442.15,6.96099197257708,6.96946216813713,997.65,6.97710708424585,618.7,379.35,6.59179864195387,6.56463516896336,998.05,6.58424746398949,643.95,354.35,6.09404140042373,6.12459569467538,998.3,6.11181288161889,780.5,217.75,5.91591086544356,5.88555591335314,998.25,5.90926556217705,884.85,113.5,4.9289585451083,4.82185659911003,998.35,4.90966008113387,493.95,36.05,4.98852813519598,5.06896129621188,530.0,4.98974420018901,208.6,21.0,4.37002771613459,4.60644586564229,229.6,4.33003281433847
494.8,503.5,6.6345953538519,6.65868606232282,998.3,6.64890237768336,497.15,501.3,6.647116099134,6.64599865721672,998.45,6.64334446973934,512.4,486.2,6.61326229332606,6.58248861244696,998.6,6.62932086322578,526.9,471.2,7.21900750655101,7.2425443614158,998.1,7.25786927195327,557.3,440.85,6.95868812930692,6.97958808321182,998.15,6.97981854252649,619.2,379.25,6.5986074106086,6.57366050353274,998.45,6.59322801896495,647.9,350.5,6.09315663004113,6.1199084608642,998.4,6.10982241716534,781.6,216.8,5.9247129550068,5.88678952016563,998.4,5.91606271656643,884.3,113.4,4.92564956544227,4.80168065938154,997.7,4.9042788170359,494.55,35.95,4.98692243329276,5.06488741353565,530.5,4.98931212073659,208.5,21.2,4.37029273663205,4.60758131262146,229.7,4.33056682660564
