forward_0c_num_avg,forward_0c_rate_avg,forward_37c_num_avg,forward_37c_rate_avg,forward_50c_num_avg,forward_50c_rate_avg,forward_100c_num_avg,forward_100c_rate_avg,forward_150c_num_avg,forward_150c_rate_avg,forward_200c_num_avg,forward_200c_rate_avg,forward_300c_num_avg,forward_300c_rate_avg,forward_400c_num_avg,forward_400c_rate_avg,forward_600c_num_avg,forward_600c_rate_avg,forward_800c_num_avg,forward_800c_rate_avg,forward_1000c_num_avg,forward_1000c_rate_avg,reverse_0c_num_avg,reverse_0c_rate_avg,reverse_37c_num_avg,reverse_37c_rate_avg,reverse_50c_num_avg,reverse_50c_rate_avg,reverse_100c_num_avg,reverse_100c_rate_avg,reverse_150c_num_avg,reverse_150c_rate_avg,reverse_200c_num_avg,reverse_200c_rate_avg,reverse_300c_num_avg,reverse_300c_rate_avg,reverse_400c_num_avg,reverse_400c_rate_avg,reverse_600c_num_avg,reverse_600c_rate_avg,reverse_800c_num_avg,reverse_800c_rate_avg,reverse_1000c_num_avg,reverse_1000c_rate_avg
14.6666666666667,6.38888888888889,15.0,6.33333333333333,13.3333333333333,6.41025641025641,14.6666666666667,6.29365079365079,15.0,6.33333333333333,15.0,6.33333333333333,14.3333333333333,6.19658119658119,14.6666666666667,6.38888888888889,15.0,6.2,14.3333333333333,6.2991452991453,14.0,6.01831501831502,14.3333333333333,6.35042735042735,15.0,6.33333333333333,14.3333333333333,6.35042735042735,15.0,6.33333333333333,15.0,6.33333333333333,14.3333333333333,6.2063492063492,14.3333333333333,6.19658119658119,14.0,6.30555555555555,15.0,6.42222222222222,15.0,6.2,15.0,6.11111111111111
17.6666666666667,6.71895424836602,18.0,6.66666666666667,16.3333333333333,6.76388888888889,17.6666666666667,6.640522875817,18.0,6.66666666666667,18.0,6.66666666666667,17.3333333333333,6.56944444444445,17.6666666666667,6.7004357298475,17.0,6.29411764705882,16.3333333333333,6.3437908496732,16.0,6.10277777777778,14.3333333333333,6.35042735042735,15.0,6.33333333333333,14.3333333333333,6.35042735042735,15.0,6.33333333333333,15.0,6.33333333333333,14.3333333333333,6.2063492063492,14.3333333333333,6.19658119658119,14.0,6.30555555555555,15.0,6.42222222222222,15.0,6.2,15.0,6.11111111111111
17.6666666666667,6.71895424836602,18.0,6.66666666666667,16.3333333333333,6.76388888888889,17.6666666666667,6.640522875817,18.0,6.66666666666667,18.0,6.66666666666667,17.3333333333333,6.56944444444445,17.6666666666667,6.7004357298475,18.6666666666667,6.58576998050682,18.3333333333333,6.61506707946336,16.0,6.10277777777778,17.3333333333333,6.69444444444445,18.0,6.66666666666667,17.3333333333333,6.69444444444445,18.0,6.66666666666667,18.0,6.66666666666667,17.0,6.50163398692811,17.3333333333333,6.56944444444445,17.0,6.66666666666667,16.6666666666667,6.43872549019608,16.3333333333333,6.15808823529412,16.0,6.02083333333333
19.6666666666667,6.95087719298246,20.0,6.9,18.3333333333333,7.00806100217865,19.6666666666667,6.88070175438596,20.0,6.9,20.0,6.9,18.6666666666667,6.725,19.6666666666667,6.93421052631579,19.6666666666667,6.72631578947368,19.3333333333333,6.72037037037037,16.0,6.10277777777778,17.3333333333333,6.69444444444445,18.0,6.66666666666667,17.3333333333333,6.69444444444445,18.0,6.66666666666667,18.0,6.66666666666667,17.0,6.50163398692811,17.3333333333333,6.56944444444445,17.0,6.66666666666667,18.3333333333333,6.68908382066277,16.6666666666667,6.27941176470588,16.0,6.02083333333333
19.6666666666667,6.95087719298246,19.6666666666667,6.84561403508772,18.3333333333333,7.00806100217865,19.6666666666667,6.88070175438596,20.0,6.9,20.0,6.9,18.3333333333333,6.68815789473684,19.6666666666667,6.93421052631579,19.6666666666667,6.72631578947368,19.3333333333333,6.72037037037037,18.0,6.3337919963307,19.3333333333333,6.93333333333333,20.0,6.9,19.3333333333333,6.93333333333333,20.0,6.9,20.0,6.9,19.0,6.76588693957115,18.6666666666667,6.725,19.0,6.91372549019608,19.6666666666667,6.84649122807018,17.6666666666667,6.42348927875244,16.6666666666667,6.09558823529412
19.6666666666667,6.95087719298246,19.6666666666667,6.84561403508772,18.3333333333333,7.00806100217865,19.6666666666667,6.88070175438596,20.0,6.9,20.0,6.9,18.3333333333333,6.68815789473684,19.6666666666667,6.93421052631579,20.3333333333333,6.76904761904762,20.0,6.76457811194653,18.0,6.3337919963307,19.3333333333333,6.93333333333333,20.0,6.9,19.3333333333333,6.93333333333333,20.0,6.9,20.0,6.9,19.0,6.76588693957115,18.6666666666667,6.725,19.0,6.91372549019608,19.6666666666667,6.84649122807018,19.0,6.59122807017544,17.3333333333333,6.17102396514161
22.3333333333333,6.96066252587991,22.6666666666667,6.82213438735178,21.3333333333333,6.95890269151139,22.3333333333333,6.83367839889579,23.0,6.8695652173913,23.0,6.8695652173913,21.3333333333333,6.68778170723251,22.3333333333333,6.94616977225673,22.3333333333333,6.68445322793149,22.0,6.68203776899429,19.6666666666667,6.31904761904762,19.0,6.94912280701754,20.0,6.9,19.3333333333333,6.93333333333333,20.0,6.9,20.0,6.9,19.0,6.76588693957115,18.6666666666667,6.725,19.0,6.91372549019608,21.0,6.96825396825397,20.0,6.69465329991646,19.3333333333333,6.37719298245614
22.3333333333333,6.96066252587991,22.6666666666667,6.82213438735178,21.3333333333333,6.95890269151139,22.3333333333333,6.83367839889579,23.0,6.8695652173913,23.0,6.8695652173913,21.3333333333333,6.68778170723251,22.3333333333333,6.94616977225673,22.3333333333333,6.68445322793149,22.0,6.68203776899429,20.6666666666667,6.30371383002962,22.0,6.91034569295439,23.0,6.8695652173913,22.3333333333333,6.89717046238785,23.0,6.8695652173913,23.0,6.8695652173913,21.6666666666667,6.73429951690821,21.6666666666667,6.72006102212052,21.0,6.89343563512361,23.0,6.88405797101449,21.0,6.53535353535353,20.6666666666667,6.30396825396825
22.3333333333333,6.96066252587991,22.6666666666667,6.82213438735178,21.3333333333333,6.95890269151139,22.3333333333333,6.83367839889579,23.0,6.8695652173913,23.0,6.8695652173913,21.3333333333333,6.68778170723251,22.3333333333333,6.94616977225673,23.0,6.69565217391304,22.6666666666667,6.73309178743961,21.3333333333333,6.34032999164578,22.0,6.91034569295439,23.0,6.8695652173913,22.3333333333333,6.89717046238785,23.0,6.8695652173913,23.0,6.8695652173913,21.6666666666667,6.73429951690821,21.6666666666667,6.72006102212052,21.0,6.89343563512361,23.0,6.88405797101449,22.0,6.64771943032812,21.0,6.31746031746032
24.3333333333333,6.96347826086957,24.6666666666667,6.83666666666667,22.0,6.96238095238095,24.3333333333333,6.84753623188406,25.0,6.88,25.0,6.88,23.0,6.70722222222222,24.0,6.95212121212121,23.0,6.69565217391304,22.6666666666667,6.73309178743961,21.3333333333333,6.34032999164578,22.0,6.91034569295439,23.0,6.8695652173913,22.3333333333333,6.89717046238785,23.0,6.8695652173913,23.0,6.8695652173913,21.6666666666667,6.73429951690821,21.6666666666667,6.72006102212052,21.0,6.89343563512361,24.0,6.93055555555556,22.3333333333333,6.63833992094861,22.3333333333333,6.44532279314888
24.3333333333333,6.96347826086957,24.6666666666667,6.83666666666667,22.0,6.96238095238095,24.3333333333333,6.84753623188406,25.0,6.88,25.0,6.88,23.3333333333333,6.71595238095238,24.3333333333333,6.95014492753623,24.0,6.69444444444444,23.3333333333333,6.76666666666667,22.6666666666667,6.36072463768116,24.0,6.91772946859903,25.0,6.88,24.3333333333333,6.90550724637681,25.0,6.88,25.0,6.88,23.6666666666667,6.75710144927536,23.0,6.72701754385965,22.0,6.89800322061191,24.0,6.93055555555556,23.0,6.69565217391304,23.3333333333333,6.4969806763285
28.3333333333333,7.39208173690933,28.3333333333333,7.24393358876118,26.0,7.4317816091954,28.3333333333333,7.29331630481056,29.0,7.31034482758621,29.0,7.31034482758621,27.3333333333333,7.20011494252874,28.0,7.34815727057107,25.0,6.78666666666667,24.0,6.82376068376069,22.6666666666667,6.36072463768116,24.0,6.91772946859903,25.0,6.88,24.3333333333333,6.90550724637681,25.0,6.88,25.0,6.88,23.6666666666667,6.75710144927536,23.6666666666667,6.74539682539683,23.0,6.90245614035088,25.0,6.93333333333333,24.0,6.69444444444445,23.3333333333333,6.4969806763285
28.3333333333333,7.39208173690933,28.3333333333333,7.24393358876118,26.0,7.4317816091954,28.3333333333333,7.29331630481056,29.0,7.31034482758621,29.0,7.31034482758621,27.3333333333333,7.20011494252874,28.3333333333333,7.3690932311622,28.6666666666667,6.92857142857143,26.0,6.93022533022533,25.0,6.4041248606466,28.0,7.35829836404549,29.0,7.31034482758621,28.3333333333333,7.34269902085994,29.0,7.31034482758621,29.0,7.31034482758621,27.0,7.14986802894849,27.6666666666667,7.22022988505747,27.0,7.36631684157921,25.0,6.93333333333333,24.0,6.69444444444445,24.0,6.53714975845411
28.3333333333333,7.39208173690933,28.3333333333333,7.24393358876118,26.0,7.4317816091954,28.3333333333333,7.29331630481056,29.0,7.31034482758621,29.0,7.31034482758621,27.3333333333333,7.20011494252874,28.3333333333333,7.3690932311622,31.0,7.09435483870968,27.0,7.0320987654321,25.0,6.4041248606466,28.0,7.35829836404549,29.0,7.31034482758621,28.3333333333333,7.34269902085994,29.0,7.31034482758621,29.0,7.31034482758621,27.0,7.14986802894849,27.6666666666667,7.22022988505747,27.0,7.36631684157921,26.6666666666667,7.06172839506173,25.6666666666667,6.72769230769231,24.3333333333333,6.51722222222222
32.3333333333333,7.21928967090257,32.3333333333333,7.09025741283806,30.0,7.23892869582525,32.3333333333333,7.13326816552623,33.0,7.15151515151515,33.0,7.15151515151515,31.0,7.02223124098124,32.3333333333333,7.19908765070055,34.0,6.89955012307953,31.6666666666667,7.00379848909261,27.3333333333333,6.31318681318681,28.0,7.35829836404549,29.0,7.31034482758621,28.3333333333333,7.34269902085994,29.0,7.31034482758621,29.0,7.31034482758621,27.0,7.14986802894849,27.6666666666667,7.22022988505747,27.0,7.36631684157921,28.3333333333333,7.19868637110017,27.3333333333333,6.82308347250876,25.0,6.51423076923077
35.3333333333333,7.37037037037037,35.3333333333333,7.25272331154684,33.0,7.39923088410992,35.3333333333333,7.29193899782135,36.0,7.30555555555556,36.0,7.30555555555556,32.6666666666667,7.11095549330844,35.3333333333333,7.35185185185185,35.0,6.94959539371304,33.3333333333333,7.0984126984127,29.6666666666667,6.36267281105991,31.0,7.22922214357142,33.0,7.15151515151515,31.6666666666667,7.20445837687217,33.0,7.15151515151515,33.0,7.15151515151515,31.0,7.00230334490624,31.0,7.02223124098124,30.0,7.12660256410256,32.6666666666667,7.08112373737374,29.0,6.79181141439206,27.0,6.43942477275811
35.3333333333333,7.37037037037037,35.3333333333333,7.25272331154684,33.0,7.39923088410992,35.3333333333333,7.29193899782135,35.6666666666667,7.34656084656085,36.0,7.30555555555556,32.6666666666667,7.11095549330844,35.3333333333333,7.35185185185185,35.6666666666667,6.97507801919567,34.6666666666667,7.15393518518518,29.6666666666667,6.36267281105991,34.0,7.38555283224401,36.0,7.30555555555556,34.6666666666667,7.35995370370371,36.0,7.30555555555556,36.0,7.30555555555556,34.0,7.17967047930283,33.3333333333333,7.1441798941799,34.0,7.34814814814815,34.6666666666667,7.10532212885154,31.6666666666667,6.81429597701149,28.0,6.4838837195159
35.3333333333333,7.37037037037037,35.3333333333333,7.25272331154684,33.0,7.39923088410992,35.3333333333333,7.29193899782135,35.6666666666667,7.34656084656085,36.0,7.30555555555556,32.6666666666667,7.11095549330844,35.3333333333333,7.35185185185185,37.0,7.00427350427351,36.0,7.20614732379438,30.6666666666667,6.45982804968484,34.0,7.38555283224401,36.0,7.30555555555556,34.6666666666667,7.35995370370371,36.0,7.30555555555556,35.6666666666667,7.28941798941799,34.0,7.17967047930283,33.3333333333333,7.1441798941799,34.0,7.34814814814815,36.6666666666667,7.1549049049049,33.3333333333333,6.89066339066339,28.6666666666667,6.48705832269051
35.3333333333333,7.37037037037037,35.3333333333333,7.25272331154684,33.0,7.39923088410992,35.3333333333333,7.29193899782135,35.6666666666667,7.34656084656085,36.0,7.30555555555556,32.6666666666667,7.11095549330844,35.3333333333333,7.35185185185185,37.0,7.00427350427351,37.0,7.16315789473684,33.0,6.53638691058046,34.0,7.38555283224401,36.0,7.30555555555556,34.6666666666667,7.35995370370371,36.0,7.30555555555556,35.6666666666667,7.28941798941799,34.0,7.17967047930283,33.3333333333333,7.1441798941799,34.0,7.34814814814815,37.6666666666667,7.17740817740818,34.6666666666667,6.95665634674923,31.0,6.51794923652543
39.3333333333333,7.43421052631579,39.3333333333333,7.32894736842105,37.0,7.46388888888889,38.6666666666667,7.35185185185185,39.6666666666667,7.41239316239316,40.0,7.375,36.6666666666667,7.21107456140351,39.3333333333333,7.41754385964912,38.0,7.01328828828829,38.3333333333333,7.21716524216524,33.6666666666667,6.55360531309298,34.0,7.38555283224401,36.0,7.30555555555556,34.6666666666667,7.35995370370371,36.0,7.30555555555556,35.6666666666667,7.28941798941799,34.0,7.17967047930283,33.3333333333333,7.1441798941799,34.0,7.34814814814815,38.0,7.19329248276617,36.0,6.98982341474601,32.3333333333333,6.57543173672206
39.3333333333333,7.43421052631579,39.3333333333333,7.32894736842105,37.0,7.46388888888889,38.6666666666667,7.35185185185185,39.6666666666667,7.41239316239316,40.0,7.375,36.6666666666667,7.21107456140351,39.3333333333333,7.41754385964912,38.0,7.01328828828829,38.3333333333333,7.21716524216524,34.0,6.55752688172043,37.6666666666667,7.43615984405458,40.0,7.375,38.6666666666667,7.42592592592593,40.0,7.375,39.6666666666667,7.36111111111111,37.3333333333333,7.25462962962963,37.3333333333333,7.23958333333333,36.6666666666667,7.39444444444444,39.6666666666667,7.21770432178006,36.6666666666667,7.01705653021442,35.0,6.62038593215064
45.3333333333333,7.5530303030303,45.0,7.44186046511628,43.0,7.58497870692993,44.6666666666667,7.48412698412698,45.6666666666667,7.53333333333333,46.0,7.5,42.6666666666667,7.37200956937799,45.0,7.51969696969697,40.6666666666667,6.91547619047619,40.3333333333333,7.17411455698466,36.0,6.49561403508772,37.6666666666667,7.43615984405458,40.0,7.375,38.6666666666667,7.42592592592593,40.0,7.375,39.6666666666667,7.36111111111111,37.3333333333333,7.25462962962963,37.3333333333333,7.23958333333333,36.6666666666667,7.39444444444444,39.6666666666667,7.21770432178006,38.3333333333333,7.03441295546559,36.3333333333333,6.61686686686687
49.3333333333333,7.75138888888889,48.6666666666667,7.63333333333333,47.0,7.79066022544283,48.6666666666667,7.69130434782609,49.6666666666667,7.73197278911565,50.0,7.7,46.6666666666667,7.59940476190476,48.6666666666667,7.70555555555556,43.0,6.96899224806202,42.3333333333333,7.23532695374801,37.3333333333333,6.55354449472096,43.6666666666667,7.55923520923521,46.0,7.5,44.6666666666667,7.54761904761905,46.0,7.5,45.6666666666667,7.48888888888889,42.3333333333333,7.33455433455433,43.0,7.37621832358674,40.6666666666667,7.39640591966173,43.3333333333333,7.15362931642001,39.0,6.98200629779577,37.0,6.62307043885991
49.3333333333333,7.75138888888889,48.6666666666667,7.63333333333333,47.0,7.79066022544283,48.6666666666667,7.69130434782609,49.6666666666667,7.73197278911565,50.0,7.7,46.6666666666667,7.59940476190476,48.6666666666667,7.70555555555556,45.6666666666667,7.09323671497585,45.3333333333333,7.33900204693536,38.0,6.59264705882353,47.6666666666667,7.76404293601498,50.0,7.7,48.6666666666667,7.74927536231884,50.0,7.7,49.6666666666667,7.69115646258503,46.0,7.54527260179434,47.3333333333333,7.61746031746032,46.6666666666667,7.74166666666667,44.6666666666667,7.18619528619529,40.0,6.975,40.0,6.65300187617261
