forward_num_temp_incr_nomut_reverse_0.20,reverse_num_temp_incr_nomut_reverse_0.20,forward_rate_temp_incr_nomut_reverse_0.20,reverse_rate_temp_incr_nomut_reverse_0.20,organism_num_temp_incr_nomut_reverse_0.20,organism_rate_temp_incr_nomut_reverse_0.20,forward_num_temp_incr_nomut_reverse_0.40,reverse_num_temp_incr_nomut_reverse_0.40,forward_rate_temp_incr_nomut_reverse_0.40,reverse_rate_temp_incr_nomut_reverse_0.40,organism_num_temp_incr_nomut_reverse_0.40,organism_rate_temp_incr_nomut_reverse_0.40,forward_num_temp_incr_nomut_reverse_0.45,reverse_num_temp_incr_nomut_reverse_0.45,forward_rate_temp_incr_nomut_reverse_0.45,reverse_rate_temp_incr_nomut_reverse_0.45,organism_num_temp_incr_nomut_reverse_0.45,organism_rate_temp_incr_nomut_reverse_0.45,forward_num_temp_incr_nomut_reverse_0.55,reverse_num_temp_incr_nomut_reverse_0.55,forward_rate_temp_incr_nomut_reverse_0.55,reverse_rate_temp_incr_nomut_reverse_0.55,organism_num_temp_incr_nomut_reverse_0.55,organism_rate_temp_incr_nomut_reverse_0.55,forward_num_temp_incr_nomut_reverse_0.10,reverse_num_temp_incr_nomut_reverse_0.10,forward_rate_temp_incr_nomut_reverse_0.10,reverse_rate_temp_incr_nomut_reverse_0.10,organism_num_temp_incr_nomut_reverse_0.10,organism_rate_temp_incr_nomut_reverse_0.10,forward_num_temp_incr_nomut_reverse_0.35,reverse_num_temp_incr_nomut_reverse_0.35,forward_rate_temp_incr_nomut_reverse_0.35,reverse_rate_temp_incr_nomut_reverse_0.35,organism_num_temp_incr_nomut_reverse_0.35,organism_rate_temp_incr_nomut_reverse_0.35,forward_num_temp_incr_nomut_reverse_0.25,reverse_num_temp_incr_nomut_reverse_0.25,forward_rate_temp_incr_nomut_reverse_0.25,reverse_rate_temp_incr_nomut_reverse_0.25,organism_num_temp_incr_nomut_reverse_0.25,organism_rate_temp_incr_nomut_reverse_0.25,forward_num_temp_incr_nomut_reverse_0.60,reverse_num_temp_incr_nomut_reverse_0.60,forward_rate_temp_incr_nomut_reverse_0.60,reverse_rate_temp_incr_nomut_reverse_0.60,organism_num_temp_incr_nomut_reverse_0.60,organism_rate_temp_incr_nomut_reverse_0.60,forward_num_temp_incr_nomut_reverse_0.15,reverse_num_temp_incr_nomut_reverse_0.15,forward_rate_temp_incr_nomut_reverse_0.15,reverse_rate_temp_incr_nomut_reverse_0.15,organism_num_temp_incr_nomut_reverse_0.15,organism_rate_temp_incr_nomut_reverse_0.15,forward_num_temp_incr_nomut_reverse_0.30,reverse_num_temp_incr_nomut_reverse_0.30,forward_rate_temp_incr_nomut_reverse_0.30,reverse_rate_temp_incr_nomut_reverse_0.30,organism_num_temp_incr_nomut_reverse_0.30,organism_rate_temp_incr_nomut_reverse_0.30,forward_num_temp_incr_nomut_reverse_0.50,reverse_num_temp_incr_nomut_reverse_0.50,forward_rate_temp_incr_nomut_reverse_0.50,reverse_rate_temp_incr_nomut_reverse_0.50,organism_num_temp_incr_nomut_reverse_0.50,organism_rate_temp_incr_nomut_reverse_0.50
0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.0,0.0,5.5,10.0,5.5
0.0,10.1,0.0,5.50454545454545,10.1,5.50454545454545,0.0,10.1,0.0,5.52272727272727,10.1,5.52272727272727,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.1,0.0,5.53181818181818,10.1,5.53181818181818,0.0,10.2,0.0,5.53636363636364,10.2,5.53636363636364,0.0,10.3,0.0,5.49545454545455,10.3,5.49545454545455,0.0,10.0,0.0,5.5,10.0,5.5,0.0,10.1,0.0,5.53181818181818,10.1,5.53181818181818,0.0,10.3,0.0,5.49772727272727,10.3,5.49772727272727,0.0,10.1,0.0,5.47727272727273,10.1,5.47727272727273,0.0,10.1,0.0,5.54090909090909,10.1,5.54090909090909
0.0,10.4,0.0,5.54166666666667,10.4,5.54166666666667,0.0,10.2,0.0,5.52727272727273,10.2,5.52727272727273,0.0,10.3,0.0,5.53181818181818,10.3,5.53181818181818,0.0,10.3,0.0,5.55,10.3,5.55,0.0,10.6,0.0,5.61363636363636,10.6,5.61363636363636,0.0,11.0,0.0,5.60378787878788,11.0,5.60378787878788,0.0,10.1,0.0,5.48434343434343,10.1,5.48434343434343,0.0,10.5,0.0,5.67272727272727,10.5,5.67272727272727,0.0,10.5,0.0,5.57045454545455,10.5,5.57045454545455,0.0,10.7,0.0,5.55606060606061,10.7,5.55606060606061,0.0,10.2,0.0,5.57272727272727,10.2,5.57272727272727
0.0,10.7,0.0,5.59166666666667,10.7,5.59166666666667,0.0,10.4,0.0,5.55378787878788,10.4,5.55378787878788,0.0,10.5,0.0,5.57727272727273,10.5,5.57727272727273,0.0,10.5,0.0,5.58181818181818,10.5,5.58181818181818,0.0,10.8,0.0,5.68018648018648,10.8,5.68018648018648,0.0,11.3,0.0,5.5969696969697,11.3,5.5969696969697,0.0,10.6,0.0,5.53964646464646,10.6,5.53964646464646,0.0,10.5,0.0,5.67272727272727,10.5,5.67272727272727,0.0,10.7,0.0,5.60384615384615,10.7,5.60384615384615,0.0,11.0,0.0,5.55920745920746,11.0,5.55920745920746,0.0,10.4,0.0,5.61818181818182,10.4,5.61818181818182
0.0,10.7,0.0,5.59166666666667,10.7,5.59166666666667,0.0,10.7,0.0,5.65833333333333,10.7,5.65833333333333,0.0,10.9,0.0,5.67727272727273,10.9,5.67727272727273,0.0,10.8,0.0,5.63181818181818,10.8,5.63181818181818,0.0,11.2,0.0,5.70885780885781,11.2,5.70885780885781,0.0,11.9,0.0,5.66416916416916,11.9,5.66416916416916,0.0,10.8,0.0,5.56161616161616,10.8,5.56161616161616,0.0,11.0,0.0,5.78170163170163,11.0,5.78170163170163,0.0,11.4,0.0,5.75839160839161,11.4,5.75839160839161,0.0,11.4,0.0,5.56148018648018,11.4,5.56148018648018,0.0,10.7,0.0,5.68181818181818,10.7,5.68181818181818
0.0,11.3,0.0,5.72435897435898,11.3,5.72435897435898,0.0,10.8,0.0,5.69545454545455,10.8,5.69545454545455,0.0,11.2,0.0,5.74166666666667,11.2,5.74166666666667,0.0,10.8,0.0,5.63181818181818,10.8,5.63181818181818,0.0,11.3,0.0,5.74446386946387,11.3,5.74446386946387,0.0,11.9,0.0,5.66416916416916,11.9,5.66416916416916,0.0,10.9,0.0,5.57752525252525,10.9,5.57752525252525,0.0,11.2,0.0,5.83170163170163,11.2,5.83170163170163,0.0,11.6,0.0,5.8258658008658,11.6,5.8258658008658,0.0,11.5,0.0,5.60238927738928,11.5,5.60238927738928,0.0,10.8,0.0,5.72272727272727,10.8,5.72272727272727
0.0,11.6,0.0,5.74329836829837,11.6,5.74329836829837,0.0,11.2,0.0,5.7215034965035,11.2,5.7215034965035,0.0,11.5,0.0,5.83409090909091,11.5,5.83409090909091,0.0,10.9,0.0,5.60909090909091,10.9,5.60909090909091,0.0,11.5,0.0,5.78962703962704,11.5,5.78962703962704,0.0,12.1,0.0,5.73419913419913,12.1,5.73419913419913,0.0,11.2,0.0,5.59663947163947,11.2,5.59663947163947,0.0,11.3,0.0,5.82715617715618,11.3,5.82715617715618,0.0,11.6,0.0,5.8258658008658,11.6,5.8258658008658,0.0,11.8,0.0,5.6544289044289,11.8,5.6544289044289,0.0,11.1,0.0,5.83409090909091,11.1,5.83409090909091
0.0,12.0,0.0,5.7719696969697,12.0,5.7719696969697,0.0,11.3,0.0,5.75547785547786,11.3,5.75547785547786,0.0,11.6,0.0,5.81818181818182,11.6,5.81818181818182,0.0,11.0,0.0,5.65,11.0,5.65,0.0,11.8,0.0,5.75511155511155,11.8,5.75511155511155,0.0,12.2,0.0,5.75995670995671,12.2,5.75995670995671,0.0,11.8,0.0,5.58877566877567,11.8,5.58877566877567,0.0,11.5,0.0,5.83298368298368,11.5,5.83298368298368,0.0,11.8,0.0,5.8197668997669,11.8,5.8197668997669,0.0,11.9,0.0,5.65387945387945,11.9,5.65387945387945,0.0,11.4,0.0,5.86666666666667,11.4,5.86666666666667
0.0,12.1,0.0,5.74924242424242,12.1,5.74924242424242,0.0,11.4,0.0,5.76002331002331,11.4,5.76002331002331,0.0,11.7,0.0,5.82651515151515,11.7,5.82651515151515,0.0,11.3,0.0,5.71515151515152,11.3,5.71515151515152,0.0,12.1,0.0,5.71212121212121,12.1,5.71212121212121,0.0,12.3,0.0,5.77233766233766,12.3,5.77233766233766,0.0,12.0,0.0,5.61116883116883,12.0,5.61116883116883,0.0,11.7,0.0,5.89207459207459,11.7,5.89207459207459,0.0,12.1,0.0,5.8966317016317,12.1,5.8966317016317,0.0,12.1,0.0,5.6952713952714,12.1,5.6952713952714,0.0,11.6,0.0,5.86060606060606,11.6,5.86060606060606
0.0,12.1,0.0,5.74924242424242,12.1,5.74924242424242,0.0,11.7,0.0,5.7740675990676,11.7,5.7740675990676,0.0,11.8,0.0,5.84794372294372,11.8,5.84794372294372,0.0,11.6,0.0,5.78280885780886,11.6,5.78280885780886,0.0,12.3,0.0,5.7516317016317,12.3,5.7516317016317,0.0,12.7,0.0,5.82309523809524,12.7,5.82309523809524,0.0,12.4,0.0,5.60919913419913,12.4,5.60919913419913,0.0,11.7,0.0,5.89207459207459,11.7,5.89207459207459,0.0,12.2,0.0,5.9190675990676,12.2,5.9190675990676,0.0,12.4,0.0,5.6983016983017,12.4,5.6983016983017,0.0,11.8,0.0,5.85969696969697,11.8,5.85969696969697
