mutation_rate_temp_incr_mut_reverse_0.10,mutation_rate_temp_incr_mut_reverse_0.30,mutation_rate_temp_incr_mut_forward_0.25,mutation_rate_temp_incr_mut_forward_0.45,mutation_rate_temp_incr_mut_forward_0.60,mutation_rate_temp_incr_mut_reverse_0.55,mutation_rate_temp_incr_mut_forward_0.15,mutation_rate_temp_incr_mut_reverse_0.25,mutation_rate_temp_incr_mut_reverse_0.45,mutation_rate_temp_incr_mut_forward_0.30,mutation_rate_temp_incr_mut_forward_0.50,mutation_rate_temp_incr_mut_forward_0.40,mutation_rate_temp_incr_mut_reverse_0.15,mutation_rate_temp_incr_mut_reverse_0.35,mutation_rate_temp_incr_mut_reverse_0.50,mutation_rate_temp_incr_mut_forward_0.20,mutation_rate_temp_incr_mut_forward_0.10,mutation_rate_temp_incr_mut_reverse_0.20,mutation_rate_temp_incr_mut_reverse_0.40,mutation_rate_temp_incr_mut_reverse_0.60,mutation_rate_temp_incr_mut_forward_0.35,mutation_rate_temp_incr_mut_forward_0.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.032051282051282,0.0,0.138413253413253,0.221223776223776,0.0641025641025641,0.0,0.0,0.126959706959707,0.0221428571428571,0.188946053946054,0.087719363969364,0.0,0.067955377955378,0.0993240093240093,0.0,0.0,0.0,0.0945920745920746,0.113811188811189,0.0688344988344988,0.220739260739261
0.0,0.101242727860375,0.0458155569920276,0.448116246498599,0.813071895424837,0.51844030969031,0.0,0.0454154995331466,0.352202380952381,0.16234943977591,0.528814102564103,0.398459383753501,0.0,0.215203081232493,0.535164835164835,0.0,0.0,0.0,0.347916666666667,0.431691641691642,0.208360805860806,0.68950172376643
0.0,0.337143147530144,0.213325811185718,1.05581871345029,1.38238388223329,0.889438788335847,0.0,0.194582289055973,0.832321551427589,0.321122926668761,1.20062539928252,0.666001891984864,0.0,0.47171918767507,0.88343487394958,0.0,0.0,0.0,0.741449948400413,0.780299504417151,0.542376775271512,1.23817294461644
0.0,0.452329576220881,0.323375291375291,1.46046435448609,1.90683243682328,1.2787134502924,0.0,0.307088229001273,1.29023911091376,0.487424209445949,1.75155125576178,1.15249623399738,0.0,0.770113035113035,1.33467951295351,0.0,0.0,0.0,0.985832991569834,1.27864406018818,0.771863928596194,1.90010130288391
0.0,0.592755719438144,0.437465382612073,1.85217050510154,2.2243188532482,1.66690667710119,0.0,0.444593778031544,1.6729655013763,0.604620020809537,2.13040297697194,1.40253284391215,0.0,0.974272232397232,1.71660675073719,0.0,0.0,0.0,1.30494985474296,1.64630523501267,1.00861031289911,2.30177108970212
0.0,0.712974844289879,0.525766359417722,2.10653546903547,2.67544448630099,1.94685827216262,0.0,0.533902731534311,1.97895944884701,0.693226947080902,2.50921831208359,1.66760113016498,0.0,1.18764594970028,2.03764632923853,0.0,0.0,0.003125,1.56587072649573,1.91235285182654,1.21579238146513,2.6546967761306
0.0,0.814695565621899,0.611124094578331,2.39725288225288,3.0001903812922,2.27112799278017,0.0,0.619671244767363,2.23487308257507,0.800144145068022,2.78618098851417,1.88237289221913,0.0,1.30648686798797,2.34959803921569,0.0,0.0,0.00277777777777778,1.77774366500373,2.12026252732774,1.34153714292292,2.92384635867006
0.0,0.89036028420534,0.667173375884591,2.55188066696727,3.27589074249456,2.53010010755631,0.0,0.679682188299773,2.42441045045777,0.875557283027546,3.0362752926516,2.0443218443367,0.0,1.4478383430925,2.61042205455344,0.0,0.0,0.00185185185185185,1.95655919920356,2.41459025515547,1.47149152386593,3.23234764106685
0.0,0.956782310433997,0.726491684418871,2.72783072276116,3.52325591179256,2.79640836393208,0.0,0.735778746317962,2.63105033077061,0.937545691212963,3.23341974571168,2.18145421814176,0.0,1.55344612098459,2.83544428876246,0.00248275862068966,0.0,0.00163934426229508,2.09923372297637,2.66438148507266,1.5819741624667,3.41291323439615
0.0,1.00039245055057,0.767522375366007,2.85483099825924,3.70544465381627,2.99309468331577,0.0,0.784362515000763,2.7774651811068,0.988333747732096,3.40214522235211,2.29048955343483,0.0,1.63351964850521,2.97604671820199,0.00183548034015324,0.0,0.0010752688172043,2.20949906890011,2.83105647420258,1.66217311353525,3.63354047445337
0.0,1.03878854081232,0.807217896938476,2.96663157507196,3.90144575510564,3.22073027621924,0.0,0.822131054781907,2.90466097672711,1.03009580317377,3.54342015999779,2.39027064979433,0.0,1.70740781177268,3.1998644383372,0.00133624337445994,0.0,0.000952380952380952,2.31215378116667,3.0263281152667,1.7415397757803,3.78660737987872
0.0,1.06789753540403,0.841382280237972,3.04170142211347,4.06987524703302,3.40112859547112,0.0,0.855686776815656,3.00910549358292,1.05800419776492,3.66446538184038,2.4690998012854,0.0,1.77149678941283,3.33032280947748,0.00117651129796879,0.0,0.000645161290322581,2.40866314478999,3.13190042784502,1.79953992927371,3.94751059579967
0.0,1.08826029547176,0.862684436626644,3.11583102064758,4.20734271421414,3.5340479920735,0.0,0.876503264705013,3.08704856554055,1.08750559026564,3.77282479386022,2.5260551697466,0.0,1.82174176623059,3.41681570184202,0.0014301389549176,0.0,0.000555555555555556,2.47991779757333,3.38861321328454,1.84342335350027,4.05990097617099
0.0,1.11770219303068,0.887873923022219,3.18175589193784,4.32833393968174,3.68472743625169,0.0,0.901189772027551,3.15766929701032,1.10455123280077,3.85730770223244,2.58447281528128,0.0,1.86114426835152,3.5561045404368,0.00129506385676398,0.0,0.000337837837837838,2.55370031894461,3.55398583661398,1.88360793898425,4.18288905956569
0.0,1.12949675895865,0.905719668191951,3.22290372670551,4.41471643537734,3.82050116719406,0.0,0.910008687419751,3.22897164575281,1.11960178046227,3.92649132538628,2.63488030611853,0.0,1.89403665930803,3.64636045669755,0.000783955993183997,0.0,0.00032258064516129,2.60371514592552,3.69937074332456,1.91624787677823,4.25493261739746
