forward_num,reverse_num,forward_rate,reverse_rate,organism_num,organism_rate
50,50,5.5,5.5,100,5.5
62,62,5.67741935483871,5.87096774193548,124,5.7741935483871
74,73,6.01351351351351,6.04109589041096,147,6.02721088435374
92,93,6.34782608695652,6.21505376344086,185,6.28108108108108
111,119,6.56756756756757,6.47899159663866,230,6.52173913043478
143,144,6.68531468531468,6.70833333333333,287,6.69686411149826
171,188,6.85964912280702,6.89893617021277,359,6.88022284122563
226,227,7.06194690265487,7.04845814977974,453,7.05518763796909
285,296,7.13684210526316,7.18243243243243,581,7.16006884681584
358,382,7.29329608938547,7.25130890052356,740,7.27162162162162
471,485,7.40127388535032,7.39587628865979,956,7.39853556485356
492,506,7.36991869918699,7.49407114624506,998,7.43286573146293
481,518,7.43659043659044,7.51544401544402,999,7.47747747747748
480,519,7.40208333333333,7.46435452793834,999,7.43443443443443
480,519,7.39166666666667,7.48747591522158,999,7.44144144144144
476,523,7.40126050420168,7.49904397705545,999,7.45245245245245
474,525,7.37974683544304,7.4647619047619,999,7.42442442442442
474,525,7.40506329113924,7.44380952380952,999,7.42542542542543
468,529,7.41025641025641,7.45368620037807,997,7.4332998996991
463,536,7.46868250539957,7.44216417910448,999,7.45445445445445
460,539,7.47608695652174,7.44712430426716,999,7.46046046046046
464,534,7.47629310344828,7.47565543071161,998,7.47595190380762
460,537,7.50217391304348,7.49906890130354,997,7.50050150451354
458,540,7.49781659388646,7.47592592592593,998,7.48597194388778
446,552,7.49103139013453,7.4945652173913,998,7.49298597194389
462,537,7.46969696969697,7.54562383612663,999,7.51051051051051
460,538,7.47391304347826,7.56877323420074,998,7.5250501002004
463,534,7.49676025917927,7.57116104868914,997,7.53660982948847
458,541,7.58951965065502,7.5822550831793,999,7.58558558558559
454,545,7.6079295154185,7.56880733944954,999,7.58658658658659
449,549,7.64365256124722,7.60291438979964,998,7.62124248496994
454,544,7.64537444933921,7.61764705882353,998,7.63026052104208
458,541,7.69650655021834,7.63955637707948,999,7.66566566566567
