forward_num,reverse_num,forward_rate,reverse_rate,organism_num,organism_rate
500,500,5.5,5.5,1000,5.5
493,496,5.49492900608519,5.48790322580645,989,5.49140546006067
491,493,5.4826883910387,5.48073022312373,984,5.48170731707317
547,449,5.97623400365631,5.456570155902,996,5.74196787148594
587,412,6.08006814310051,5.47087378640777,999,5.82882882882883
617,378,6.17341977309562,5.40476190476191,995,5.88140703517588
651,348,6.17665130568356,5.48850574712644,999,5.93693693693694
664,335,6.18373493975904,5.41194029850746,999,5.92492492492492
690,309,6.33478260869565,5.41423948220065,999,6.05005005005005
716,283,6.40782122905028,5.36395759717314,999,6.11211211211211
675,324,6.44740740740741,5.11111111111111,999,6.01401401401401
707,292,6.28147100424328,5.07534246575342,999,5.92892892892893
693,306,6.41558441558442,4.92483660130719,999,5.95895895895896
677,322,6.44165435745938,5.18944099378882,999,6.03803803803804
679,320,6.50515463917526,5.609375,999,6.21821821821822
677,321,6.66617429837518,5.73208722741433,998,6.36573146292585
678,320,6.66961651917404,5.725,998,6.36673346693387
648,350,6.67592592592593,5.87428571428571,998,6.39478957915832
662,337,6.8821752265861,5.91097922848665,999,6.55455455455455
658,340,6.98632218844985,6.06764705882353,998,6.67334669338677
659,340,7.07587253414264,6.24117647058824,999,6.79179179179179
686,313,6.8265306122449,6.11182108626198,999,6.6026026026026
681,318,6.98972099853157,6.04716981132075,999,6.68968968968969
680,318,6.98235294117647,5.93081761006289,998,6.64729458917836
677,320,7.03101920236337,5.88125,997,6.66198595787362
685,313,7.04817518248175,5.83386581469649,998,6.66733466933868
700,296,7.06285714285714,5.90878378378378,996,6.71987951807229
705,294,7.0822695035461,5.96938775510204,999,6.75475475475475
704,294,7.12215909090909,5.85714285714286,998,6.74949899799599
706,293,7.1600566572238,5.95904436860068,999,6.80780780780781
708,290,7.19067796610169,6.06551724137931,998,6.86372745490982
712,287,7.21067415730337,6.03135888501742,999,6.87187187187187
722,277,7.27285318559557,5.93140794223827,999,6.9009009009009
718,280,7.28551532033426,6.01785714285714,998,6.92985971943888
724,274,7.40469613259669,6.01824817518248,998,7.02404809619238
714,285,7.41596638655462,6.12982456140351,999,7.04904904904905
715,284,7.39160839160839,6.24295774647887,999,7.06506506506507
731,266,7.35294117647059,6.24812030075188,997,7.05817452357071
725,274,7.43034482758621,6.37956204379562,999,7.14214214214214
719,280,7.44784422809458,6.38571428571429,999,7.15015015015015
720,277,7.50416666666667,6.41516245487365,997,7.20160481444333
726,271,7.36914600550964,6.42066420664207,997,7.11133400200602
725,273,7.39586206896552,6.32234432234432,998,7.10220440881764
723,276,7.39834024896266,6.34420289855072,999,7.10710710710711
725,274,7.38896551724138,6.31021897810219,999,7.09309309309309
723,274,7.40110650069156,6.24087591240876,997,7.08224674022066
725,274,7.41793103448276,6.32481751824818,999,7.11811811811812
732,267,7.39071038251366,6.32209737827715,999,7.10510510510511
736,262,7.46195652173913,6.39312977099237,998,7.1813627254509
734,265,7.50953678474114,6.46415094339623,999,7.23223223223223
733,266,7.55661664392906,6.51503759398496,999,7.27927927927928
736,261,7.61005434782609,6.64367816091954,997,7.35707121364092
731,268,7.68536251709986,6.66417910447761,999,7.41141141141141
733,266,7.78035470668486,6.7218045112782,999,7.4984984984985
739,258,7.71583220568336,6.75581395348837,997,7.46740220661986
744,255,7.74327956989247,6.80392156862745,999,7.5035035035035
741,257,7.74898785425101,6.77821011673152,998,7.49899799599198
743,255,7.83041722745626,6.89803921568627,998,7.59218436873747
735,264,7.82993197278912,6.91287878787879,999,7.58758758758759
733,266,7.87994542974079,6.95112781954887,999,7.63263263263263
735,264,7.85578231292517,6.98106060606061,999,7.62462462462462
737,262,7.9023066485753,7.02290076335878,999,7.67167167167167
730,269,7.93561643835616,7.00743494423792,999,7.68568568568569
731,266,7.92476060191518,7.0,997,7.67803410230692
740,259,7.93243243243243,7.05791505791506,999,7.70570570570571
739,259,7.95805142083897,7.05019305019305,998,7.72244488977956
729,269,7.93278463648834,7.02973977695167,998,7.68937875751503
733,265,7.90586630286494,7.00377358490566,998,7.66633266533066
729,270,7.93827160493827,7.04444444444444,999,7.6966966966967
727,272,7.98762035763411,7.10294117647059,999,7.74674674674675
727,270,8.02338376891334,7.18888888888889,997,7.79739217652959
738,261,8.0230352303523,7.16858237547893,999,7.7997997997998
738,259,8.02574525745258,7.21621621621622,997,7.81544633901705
736,263,8.01494565217391,7.21673003802281,999,7.8048048048048
747,251,8.04283801874163,7.17131474103586,998,7.82364729458918
749,250,8.02803738317757,7.28,999,7.84084084084084
749,249,8.06008010680908,7.36947791164659,998,7.8877755511022
753,246,8.07171314741036,7.38211382113821,999,7.9019019019019
764,234,8.05104712041885,7.38461538461539,998,7.89478957915832
758,241,8.03957783641161,7.36099585062241,999,7.87587587587588
764,232,8.03926701570681,7.34051724137931,996,7.87650602409639
769,229,8.04941482444733,7.34934497816594,998,7.88877755511022
770,227,8.05324675324675,7.34801762114537,997,7.89267803410231
771,228,8.07392996108949,7.26315789473684,999,7.88888888888889
774,225,8.06589147286822,7.39111111111111,999,7.91391391391391
774,224,8.0594315245478,7.36607142857143,998,7.90380761523046
778,221,8.05784061696658,7.42533936651584,999,7.91791791791792
772,226,8.06088082901554,7.3716814159292,998,7.90480961923848
766,230,8.08616187989556,7.41304347826087,996,7.93072289156626
772,226,8.13860103626943,7.48230088495575,998,7.98997995991984
767,232,8.17601043024772,7.53879310344828,999,8.02802802802803
772,227,8.18523316062176,7.55947136563877,999,8.04304304304304
766,232,8.14490861618799,7.55603448275862,998,8.00801603206413
772,227,8.17227979274611,7.59911894273128,999,8.04204204204204
766,233,8.21671018276762,7.54935622317597,999,8.06106106106106
762,235,8.22047244094488,7.40851063829787,997,8.02908726178536
756,243,8.26984126984127,7.37860082304527,999,8.05305305305305
764,234,8.29319371727749,7.38034188034188,998,8.07915831663327
765,233,8.28496732026144,7.41630901287554,998,8.08216432865732
763,235,8.28571428571429,7.4936170212766,998,8.09919839679359
769,230,8.30429128738622,7.55652173913044,999,8.13213213213213
770,229,8.31558441558442,7.53275109170306,999,8.13613613613614
779,220,8.37355584082157,7.63181818181818,999,8.21021021021021
777,222,8.32947232947233,7.61711711711712,999,8.17117117117117
775,223,8.39612903225806,7.52466367713004,998,8.20140280561122
777,222,8.36550836550837,7.52252252252252,999,8.17817817817818
784,215,8.34948979591837,7.48837209302326,999,8.16416416416416
781,218,8.40460947503201,7.51834862385321,999,8.21121121121121
790,208,8.45443037974684,7.51923076923077,998,8.25951903807615
789,209,8.45120405576679,7.55023923444976,998,8.2625250501002
793,206,8.45523329129887,7.52427184466019,999,8.26326326326326
794,205,8.4735516372796,7.47317073170732,999,8.26826826826827
794,203,8.47229219143577,7.49753694581281,997,8.27382146439318
792,205,8.46969696969697,7.45365853658537,997,8.26078234704112
792,207,8.52146464646465,7.48309178743961,999,8.30630630630631
796,203,8.52763819095477,7.52216748768473,999,8.32332332332332
793,204,8.57124842370744,7.52450980392157,997,8.35707121364092
803,194,8.54420921544209,7.55670103092783,997,8.35205616850552
795,201,8.58238993710692,7.60696517412935,996,8.3855421686747
796,203,8.5891959798995,7.54187192118227,999,8.37637637637638
792,207,8.58838383838384,7.65217391304348,999,8.39439439439439
796,203,8.63190954773869,7.75862068965517,999,8.45445445445445
793,206,8.62168978562421,7.77669902912621,999,8.44744744744745
795,204,8.62767295597484,7.83333333333333,999,8.46546546546547
796,201,8.6143216080402,7.99004975124378,997,8.48846539618857
793,206,8.61790668348045,7.94660194174757,999,8.47947947947948
789,209,8.61850443599493,7.93301435406699,998,8.4749498997996
794,205,8.64609571788413,7.90731707317073,999,8.49449449449449
789,207,8.65019011406844,7.94202898550725,996,8.50301204819277
785,212,8.63566878980892,7.9811320754717,997,8.49648946840522
784,215,8.6390306122449,7.95813953488372,999,8.49249249249249
782,217,8.66879795396419,8.00460829493088,999,8.52452452452452
777,222,8.70527670527671,8.00900900900901,999,8.55055055055055
787,212,8.69885641677255,7.98584905660377,999,8.54754754754755
788,211,8.6992385786802,7.92890995260664,999,8.53653653653654
788,210,8.68401015228426,7.87619047619048,998,8.51402805611222
789,210,8.66793409378961,7.86666666666667,999,8.4994994994995
780,218,8.67820512820513,7.8348623853211,998,8.4939879759519
784,214,8.69642857142857,7.80373831775701,998,8.50501002004008
783,216,8.69220945083014,7.97222222222222,999,8.53653653653654
784,214,8.67729591836735,8.01869158878505,998,8.53607214428858
779,220,8.6790757381258,8.07727272727273,999,8.54654654654655
786,212,8.6793893129771,8.12264150943396,998,8.56112224448898
783,216,8.71008939974457,8.18518518518519,999,8.5965965965966
778,221,8.71850899742931,8.17647058823529,999,8.5985985985986
776,223,8.70618556701031,8.14798206278027,999,8.58158158158158
772,227,8.71243523316062,8.06607929515419,999,8.56556556556557
768,231,8.72135416666667,8.1038961038961,999,8.57857857857858
762,235,8.750656167979,8.11914893617021,997,8.60180541624875
761,237,8.75427069645204,8.10548523206751,998,8.6002004008016
763,235,8.76146788990826,8.1063829787234,998,8.60721442885771
762,237,8.75328083989501,8.07172995780591,999,8.59159159159159
761,237,8.80814717477004,8.09704641350211,998,8.63927855711423
762,236,8.8254593175853,8.10169491525424,998,8.65430861723447
766,233,8.83420365535248,8.11587982832618,999,8.66666666666667
766,233,8.86814621409922,8.09871244635193,999,8.68868868868869
766,232,8.86292428198433,8.22844827586207,998,8.71543086172345
771,224,8.90272373540856,8.24107142857143,995,8.75376884422111
780,219,8.87564102564103,8.20547945205479,999,8.72872872872873
780,219,8.88461538461539,8.20547945205479,999,8.73573573573574
779,219,8.90115532734275,8.20091324200913,998,8.74749498997996
784,215,8.91198979591837,8.15348837209302,999,8.74874874874875
793,205,8.87641866330391,8.19512195121951,998,8.73647294589178
791,208,8.85840707964602,8.17788461538461,999,8.71671671671672
789,208,8.85424588086185,8.16826923076923,997,8.7111334002006
791,208,8.81289506953224,8.16346153846154,999,8.67767767767768
781,216,8.81946222791293,8.1712962962963,997,8.679037111334
776,222,8.81829896907217,8.12612612612613,998,8.66432865731463
776,223,8.80025773195876,8.11210762331839,999,8.64664664664665
782,216,8.79411764705882,8.11574074074074,998,8.64729458917836
774,225,8.78682170542636,8.13333333333333,999,8.63963963963964
775,223,8.82193548387097,8.13452914798206,998,8.66833667334669
774,223,8.84108527131783,8.16591928251121,997,8.6900702106319
780,219,8.83333333333333,8.14611872146119,999,8.68268268268268
774,224,8.87984496124031,8.18303571428571,998,8.72344689378757
777,222,8.88674388674389,8.18018018018018,999,8.72972972972973
771,228,8.90012970168612,8.12280701754386,999,8.72272272272272
775,224,8.90193548387097,8.17857142857143,999,8.73973973973974
780,219,8.92820512820513,8.21917808219178,999,8.77277277277277
768,230,8.9296875,8.24347826086957,998,8.77154308617235
766,233,8.95169712793734,8.24463519313305,999,8.78678678678679
767,231,8.97653194263364,8.19047619047619,998,8.79458917835671
