reverse_100c_num_avg,reverse_100c_rate_avg
0.0,0.0
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
11.0,5.90909090909091
12.0,6.16666666666667
13.0,6.30769230769231
13.0,6.30769230769231
14.0,6.35714285714286
14.0,6.35714285714286
15.0,6.33333333333333
15.0,6.33333333333333
15.0,6.33333333333333
15.0,6.33333333333333
18.0,6.66666666666667
18.0,6.66666666666667
20.0,6.9
20.0,6.9
20.0,6.9
23.0,6.8695652173913
23.0,6.8695652173913
23.0,6.8695652173913
25.0,6.88
25.0,6.88
29.0,7.31034482758621
29.0,7.31034482758621
29.0,7.31034482758621
33.0,7.15151515151515
36.0,7.30555555555556
36.0,7.30555555555556
36.0,7.30555555555556
36.0,7.30555555555556
40.0,7.375
40.0,7.375
46.0,7.5
50.0,7.7
50.0,7.7
54.0,7.64814814814815
54.0,7.64814814814815
62.0,7.82258064516129
62.0,7.82258064516129
62.0,7.82258064516129
62.0,7.82258064516129
62.0,7.82258064516129
73.0,7.54794520547945
93.0,7.98924731182796
93.0,7.98924731182796
93.0,7.98924731182796
93.0,7.98924731182796
93.0,7.98924731182796
109.0,8.13761467889908
117.0,8.05982905982906
117.0,8.05982905982906
117.0,8.05982905982906
121.0,7.95867768595041
153.0,8.38562091503268
152.666666666667,8.38208061002179
168.666666666667,8.34583685545224
168.666666666667,8.34583685545224
168.666666666667,8.34583685545224
168.666666666667,8.34583685545224
184.666666666667,8.20756952604779
210.666666666667,8.30537124802527
210.666666666667,8.30537124802527
210.666666666667,8.30537124802527
273.333333333333,8.69388686131387
290.333333333333,8.60503692077195
290.333333333333,8.60503692077195
290.333333333333,8.60503692077195
294.333333333333,8.54245386706774
326.333333333333,8.48926213439975
326.333333333333,8.48926213439975
326.333333333333,8.48926213439975
390.333333333333,8.57300617799372
394.333333333333,8.53676254281143
461.666666666667,8.70683757064141
525.666666666667,8.86428465175005
525.666666666667,8.86428465175005
541.666666666667,8.77967748291347
541.333333333333,8.77953724432395
573.333333333333,8.68021357742182
573.333333333333,8.68021357742182
574.333333333333,8.67902923720568
637.333333333333,8.61190839393176
757.0,8.67325778134716
774.0,8.69206274824832
999.0,8.99566232899566
998.666666666667,9.00534402137609
997.0,9.00836312490979
995.666666666667,9.00803953979436
994.0,9.00939204007879
992.666666666667,9.01074863157439
991.333333333333,9.01076388853604
991.333333333333,9.01076388853604
999.0,8.94961628294962
999.0,8.91758425091758
999.0,8.91358024691358
999.0,8.91424758091425
999.0,8.9039039039039
999.0,8.89856523189856
999.0,8.88555221888555
999.0,8.88321654988322
999.0,8.89522856189523
999.0,8.89656322989656
999.0,8.89055722389056
999.0,8.88254921588255
999.0,8.8998998998999
999.0,8.90990990990991
999.0,8.92125458792125
999.0,8.92158825492159
999.0,8.91191191191191
999.0,8.90690690690691
999.0,8.9029029029029
999.0,8.90990990990991
999.0,8.89522856189523
999.0,8.89222555889223
999.0,8.89656322989656
999.0,8.90056723390057
999.0,8.8988988988989
999.0,8.89389389389389
999.0,8.89322655989323
999.0,8.88888888888889
999.0,8.88588588588588
999.0,8.88254921588255
999.0,8.88088088088088
999.0,8.86686686686687
999.0,8.86086086086086
999.0,8.85919252585919
999.0,8.84884884884885
999.0,8.84584584584585
999.0,8.85151818485152
999.0,8.85752419085753
999.0,8.86086086086086
999.0,8.85518852185519
999.0,8.84784784784785
999.0,8.84551217884551
999.0,8.83883883883884
999.0,8.84684684684685
999.0,8.85352018685352
999.0,8.84551217884551
999.0,8.85518852185519
999.0,8.86453119786453
999.0,8.86252919586253
999.0,8.86019352686019
999.0,8.84718051384718
999.0,8.84384384384384
999.0,8.82716049382716
999.0,8.82782782782783
999.0,8.82215548882216
999.0,8.81881881881882
999.0,8.81948615281949
999.0,8.82449115782449
999.0,8.82349015682349
999.0,8.81981981981982
999.0,8.82382382382382
999.0,8.83116449783117
999.0,8.8314981648315
999.0,8.83083083083083
999.0,8.83850517183851
999.0,8.84517851184518
999.0,8.84784784784785
999.0,8.84918251584918
999.0,8.84184184184184
999.0,8.84184184184184
999.0,8.84284284284284
999.0,8.84250917584251
999.0,8.84084084084084
999.0,8.8314981648315
999.0,8.82649315982649
999.0,8.82982982982983
999.0,8.82482482482482
999.0,8.83383383383383
999.0,8.8324991658325
999.0,8.83783783783784
999.0,8.84584584584584
999.0,8.85418752085419
999.0,8.84684684684684
999.0,8.84551217884551
999.0,8.84751418084752
999.0,8.85251918585252
999.0,8.85285285285285
999.0,8.85352018685352
999.0,8.85518852185518
999.0,8.85652318985652
999.0,8.86286286286286
999.0,8.86152819486153
999.0,8.85652318985652
