forward_300c_num_avg,forward_300c_rate_avg
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
9.66666666666667,5.37037037037037
9.66666666666667,5.37037037037037
9.66666666666667,5.37037037037037
9.66666666666667,5.37037037037037
9.66666666666667,5.37037037037037
10.6666666666667,5.80606060606061
11.3333333333333,5.97777777777778
12.3333333333333,6.14452214452215
12.3333333333333,6.14452214452215
13.3333333333333,6.21031746031746
13.3333333333333,6.21031746031746
14.3333333333333,6.19658119658119
14.3333333333333,6.19658119658119
14.3333333333333,6.19658119658119
14.3333333333333,6.19658119658119
17.3333333333333,6.56944444444445
17.3333333333333,6.56944444444445
18.6666666666667,6.725
18.3333333333333,6.68815789473684
18.3333333333333,6.68815789473684
21.3333333333333,6.68778170723251
21.3333333333333,6.68778170723251
21.3333333333333,6.68778170723251
23.0,6.70722222222222
23.3333333333333,6.71595238095238
27.3333333333333,7.20011494252874
27.3333333333333,7.20011494252874
27.3333333333333,7.20011494252874
31.0,7.02223124098124
32.6666666666667,7.11095549330844
32.6666666666667,7.11095549330844
32.6666666666667,7.11095549330844
32.6666666666667,7.11095549330844
36.6666666666667,7.21107456140351
36.6666666666667,7.21107456140351
42.6666666666667,7.37200956937799
46.6666666666667,7.59940476190476
46.6666666666667,7.59940476190476
50.6666666666667,7.55244849085429
50.6666666666667,7.55244849085429
55.3333333333333,7.659001144589
55.3333333333333,7.659001144589
55.3333333333333,7.659001144589
55.3333333333333,7.659001144589
55.3333333333333,7.659001144589
66.3333333333333,7.38402139953815
86.3333333333333,7.90409610525595
86.3333333333333,7.90409610525595
86.3333333333333,7.90409610525595
86.3333333333333,7.90409610525595
86.3333333333333,7.90409610525595
95.6666666666667,7.99538079627098
103.333333333333,7.92164682072939
103.666666666667,7.91884570028121
103.666666666667,7.91884570028121
107.666666666667,7.80930103369472
139.666666666667,8.32016184961049
139.666666666667,8.32016184961049
155.666666666667,8.28765430144723
155.666666666667,8.28765430144723
155.666666666667,8.28765430144723
155.666666666667,8.28765430144723
169.333333333333,8.1293560257846
184.0,8.18872941279615
184.0,8.18872941279615
184.0,8.18872941279615
247.0,8.66101012266885
264.0,8.56456732271165
264.0,8.56456732271165
264.0,8.56456732271165
268.0,8.49573836798264
299.666666666667,8.44341339725396
299.333333333333,8.442894332571
299.333333333333,8.442894332571
336.333333333333,8.49417224929802
340.333333333333,8.45209099360435
408.333333333333,8.66734209334025
472.333333333333,8.85132263016394
472.333333333333,8.85132263016394
488.333333333333,8.75669798718123
488.333333333333,8.75669798718123
518.666666666667,8.65361162754209
520.333333333333,8.64756804565581
521.333333333333,8.64631933791782
583.666666666667,8.57707512458857
652.666666666667,8.61446878510925
666.666666666667,8.63619654173697
907.0,9.00825738284164
906.666666666667,9.01191706796209
905.666666666667,9.01258039326214
905.333333333333,9.01224941371037
905.0,9.01191776887306
904.333333333333,9.01193704651102
903.0,9.01150330381667
902.0,9.0115124773057
918.666666666667,8.91993963348881
982.666666666667,8.76317440247265
999.0,8.75208541875209
999.0,8.7610944277611
999.0,8.76176176176176
999.0,8.76042709376043
999.0,8.75575575575576
999.0,8.75875875875876
999.0,8.77077077077077
999.0,8.77711044377711
999.0,8.77677677677678
999.0,8.78244911578245
999.0,8.79179179179179
999.0,8.80714047380714
999.0,8.81414748081415
999.0,8.81381381381381
999.0,8.80747414080748
999.0,8.81147814481148
999.0,8.8038038038038
999.0,8.79846513179847
999.0,8.80213546880214
999.0,8.80146813480147
999.0,8.80914247580914
999.0,8.81381381381381
999.0,8.80847514180847
999.0,8.80880880880881
999.0,8.80680680680681
