forward_num,forward_rate,forward_num,forward_rate,forward_num,forward_rate
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
11,5.90909090909091,11,5.90909090909091,11,5.90909090909091
12,6.16666666666667,12,6.16666666666667,12,6.16666666666667
13,6.30769230769231,13,6.30769230769231,13,6.30769230769231
13,6.30769230769231,13,6.30769230769231,13,6.30769230769231
14,6.35714285714286,14,6.35714285714286,14,6.35714285714286
14,6.35714285714286,14,6.35714285714286,14,6.35714285714286
15,6.33333333333333,15,6.33333333333333,15,6.33333333333333
15,6.33333333333333,15,6.33333333333333,15,6.33333333333333
15,6.33333333333333,15,6.33333333333333,15,6.33333333333333
15,6.33333333333333,15,6.33333333333333,15,6.33333333333333
18,6.66666666666667,18,6.66666666666667,18,6.66666666666667
18,6.66666666666667,18,6.66666666666667,18,6.66666666666667
20,6.9,20,6.9,20,6.9
20,6.9,20,6.9,19,6.73684210526316
20,6.9,20,6.9,19,6.73684210526316
23,6.8695652173913,23,6.8695652173913,22,6.72727272727273
23,6.8695652173913,23,6.8695652173913,22,6.72727272727273
23,6.8695652173913,23,6.8695652173913,22,6.72727272727273
25,6.88,25,6.88,24,6.75
25,6.88,25,6.88,24,6.75
29,7.31034482758621,29,7.31034482758621,27,7.11111111111111
29,7.31034482758621,29,7.31034482758621,27,7.11111111111111
29,7.31034482758621,29,7.31034482758621,27,7.11111111111111
33,7.15151515151515,33,7.15151515151515,31,6.96774193548387
36,7.30555555555556,36,7.30555555555556,34,7.14705882352941
36,7.30555555555556,36,7.30555555555556,34,7.14705882352941
36,7.30555555555556,36,7.30555555555556,34,7.14705882352941
36,7.30555555555556,36,7.30555555555556,34,7.14705882352941
40,7.375,40,7.375,38,7.23684210526316
40,7.375,40,7.375,38,7.23684210526316
46,7.5,46,7.5,43,7.32558139534884
50,7.7,50,7.7,46,7.5
50,7.7,50,7.7,46,7.5
54,7.64814814814815,54,7.64814814814815,50,7.46
54,7.64814814814815,54,7.64814814814815,50,7.46
62,7.82258064516129,62,7.82258064516129,58,7.67241379310345
62,7.82258064516129,62,7.82258064516129,58,7.67241379310345
62,7.82258064516129,62,7.82258064516129,58,7.67241379310345
62,7.82258064516129,62,7.82258064516129,58,7.67241379310345
62,7.82258064516129,61,7.83606557377049,58,7.67241379310345
73,7.54794520547945,72,7.55555555555556,69,7.40579710144928
93,7.98924731182796,92,8.0,85,7.8
93,7.98924731182796,92,8.0,85,7.8
93,7.98924731182796,92,8.0,85,7.8
93,7.98924731182796,92,8.0,85,7.8
93,7.98924731182796,92,8.0,85,7.8
109,8.13761467889908,108,8.14814814814815,101,7.99009900990099
117,8.05982905982906,115,8.07826086956522,109,7.91743119266055
117,8.05982905982906,115,8.07826086956522,109,7.91743119266055
117,8.05982905982906,115,8.07826086956522,109,7.91743119266055
121,7.95867768595041,119,7.97478991596639,113,7.8141592920354
153,8.38562091503268,151,8.40397350993377,137,8.1970802919708
153,8.38562091503268,151,8.40397350993377,137,8.1970802919708
169,8.3491124260355,167,8.36526946107784,153,8.17647058823529
169,8.3491124260355,167,8.36526946107784,153,8.17647058823529
169,8.3491124260355,167,8.36526946107784,153,8.17647058823529
169,8.3491124260355,167,8.36526946107784,153,8.17647058823529
185,8.21081081081081,183,8.22404371584699,169,8.0414201183432
211,8.30805687203791,209,8.32057416267943,195,8.16923076923077
211,8.30805687203791,209,8.32057416267943,195,8.16923076923077
211,8.30805687203791,209,8.32057416267943,195,8.16923076923077
274,8.6970802919708,272,8.70955882352941,242,8.52479338842975
291,8.60824742268041,287,8.63066202090592,259,8.43629343629344
291,8.60824742268041,287,8.63066202090592,259,8.43629343629344
291,8.60824742268041,287,8.63066202090592,259,8.43629343629344
295,8.54576271186441,291,8.56701030927835,263,8.36882129277567
327,8.49235474006116,323,8.51083591331269,295,8.32881355932203
327,8.49235474006116,323,8.51083591331269,295,8.32881355932203
327,8.49235474006116,323,8.51083591331269,295,8.32881355932203
391,8.57544757033248,387,8.59173126614987,359,8.44846796657382
395,8.53924050632911,391,8.55498721227621,363,8.41046831955923
463,8.71058315334773,459,8.72549019607843,415,8.56144578313253
527,8.86717267552182,523,8.88145315487572,463,8.71058315334773
527,8.86717267552182,522,8.88122605363985,463,8.71058315334773
543,8.78268876611418,538,8.79553903345725,479,8.62004175365344
543,8.78268876611418,538,8.79553903345725,479,8.62004175365344
575,8.68347826086957,566,8.70671378091873,511,8.51859099804305
575,8.68347826086957,566,8.70671378091873,511,8.51859099804305
576,8.68229166666667,567,8.70546737213404,512,8.517578125
639,8.6150234741784,630,8.63492063492063,575,8.46086956521739
759,8.67588932806324,749,8.69292389853138,695,8.55395683453237
776,8.69458762886598,766,8.71148825065274,711,8.57524613220816
999,8.997997997998,999,9.01501501501502,895,8.86815642458101
999,9.02002002002002,998,9.02304609218437,894,8.86912751677852
999,9.03103103103103,996,9.02208835341365,894,8.86912751677852
997,9.03009027081244,994,9.02012072434608,894,8.86912751677852
995,9.03316582914573,993,9.02114803625378,894,8.86912751677852
994,9.03219315895372,992,9.02217741935484,894,8.86912751677852
992,9.03125,992,9.02217741935484,894,8.86912751677852
989,9.03235591506572,990,9.02020202020202,894,8.86912751677852
999,8.97397397397397,999,8.95795795795796,918,8.76579520697168
999,8.94094094094094,999,8.94194194194194,999,8.54654654654655
999,8.94294294294294,999,8.93793793793794,999,8.54754754754755
999,8.94394394394394,999,8.94694694694695,999,8.55155155155155
999,8.94794794794795,999,8.94094094094094,999,8.55555555555556
999,8.94694694694695,999,8.93393393393393,999,8.55555555555556
999,8.93393393393393,999,8.92492492492492,999,8.56856856856857
999,8.92792792792793,999,8.91491491491491,999,8.56956956956957
999,8.94094094094094,999,8.92892892892893,999,8.57257257257257
999,8.93393393393393,999,8.93193193193193,999,8.58858858858859
999,8.92092092092092,999,8.91791791791792,999,8.5995995995996
999,8.91691691691692,999,8.90790790790791,999,8.5985985985986
999,8.93593593593594,999,8.92292292292292,999,8.58858858858859
999,8.94194194194194,999,8.92692692692693,999,8.5995995995996
999,8.94294294294294,999,8.92892892892893,999,8.60960960960961
999,8.94594594594595,999,8.92992992992993,999,8.61161161161161
999,8.94294294294294,999,8.93493493493493,999,8.6036036036036
999,8.95195195195195,999,8.93093093093093,999,8.61661661661662
999,8.95795795795796,999,8.93393393393393,999,8.59259259259259
