forward_100c_num_avg,forward_100c_rate_avg
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
11.0,5.90909090909091
12.0,6.16666666666667
13.0,6.30769230769231
13.0,6.30769230769231
14.0,6.35714285714286
14.0,6.35714285714286
15.0,6.33333333333333
15.0,6.33333333333333
14.6666666666667,6.29365079365079
14.6666666666667,6.29365079365079
17.6666666666667,6.640522875817
17.6666666666667,6.640522875817
19.6666666666667,6.88070175438596
19.6666666666667,6.88070175438596
19.6666666666667,6.88070175438596
22.3333333333333,6.83367839889579
22.3333333333333,6.83367839889579
22.3333333333333,6.83367839889579
24.3333333333333,6.84753623188406
24.3333333333333,6.84753623188406
28.3333333333333,7.29331630481056
28.3333333333333,7.29331630481056
28.3333333333333,7.29331630481056
32.3333333333333,7.13326816552623
35.3333333333333,7.29193899782135
35.3333333333333,7.29193899782135
35.3333333333333,7.29193899782135
35.3333333333333,7.29193899782135
38.6666666666667,7.35185185185185
38.6666666666667,7.35185185185185
44.6666666666667,7.48412698412698
48.6666666666667,7.69130434782609
48.6666666666667,7.69130434782609
52.6666666666667,7.63876543209877
52.6666666666667,7.63876543209877
60.6666666666667,7.81850203930293
60.6666666666667,7.81850203930293
60.6666666666667,7.81850203930293
60.6666666666667,7.81850203930293
60.6666666666667,7.81850203930293
71.3333333333333,7.53686543110395
90.3333333333333,7.98890997259119
90.3333333333333,7.98890997259119
90.3333333333333,7.98890997259119
90.3333333333333,7.98890997259119
90.3333333333333,7.98890997259119
106.333333333333,8.1412480697611
114.333333333333,8.06129276771479
114.333333333333,8.06129276771479
114.333333333333,8.06129276771479
118.333333333333,7.95770252809673
150.333333333333,8.39271279392983
150.333333333333,8.39271279392983
163.666666666667,8.36128192236789
163.666666666667,8.36128192236789
163.666666666667,8.36128192236789
163.666666666667,8.36128192236789
179.666666666667,8.21746361746362
205.666666666667,8.31648235913639
205.666666666667,8.31648235913639
205.666666666667,8.31648235913639
268.666666666667,8.71149022048699
285.666666666667,8.62004373633239
285.666666666667,8.62004373633239
285.666666666667,8.62004373633239
289.666666666667,8.55619545187615
316.333333333333,8.51015739732891
316.333333333333,8.51015739732891
316.333333333333,8.51015739732891
380.0,8.59389189896496
384.0,8.55638819131836
452.0,8.72940331163961
516.0,8.88704247740474
516.0,8.88704247740474
532.0,8.80012305664136
532.0,8.80012305664136
563.666666666667,8.69886314756288
563.666666666667,8.69886314756288
564.666666666667,8.69762381578648
617.0,8.63953197552358
737.0,8.69811195513908
754.0,8.71685883634827
985.666666666667,9.02171723339607
985.666666666667,9.03639858141075
985.0,9.04409131088036
984.0,9.04412047795977
983.0,9.04347299560661
981.333333333333,9.04284750568668
981.0,9.04252231266889
980.0,9.04188180752732
993.0,8.97151585836601
999.0,8.91691691691692
999.0,8.91725058391725
999.0,8.92158825492159
999.0,8.91891891891892
999.0,8.91191191191191
999.0,8.89856523189856
999.0,8.90223556890224
999.0,8.91291291291291
999.0,8.91558224891558
999.0,8.8998998998999
999.0,8.8988988988989
999.0,8.91024357691024
999.0,8.92258925592259
999.0,8.92859526192859
999.0,8.92792792792793
999.0,8.92392392392392
999.0,8.92492492492492
999.0,8.93026359693027
999.0,8.91958625291958
999.0,8.91658324991658
999.0,8.91858525191859
999.0,8.92625959292626
999.0,8.93193193193193
999.0,8.92792792792793
999.0,8.92459125792459
999.0,8.91324657991324
999.0,8.90790790790791
999.0,8.90857524190857
999.0,8.91424758091425
999.0,8.91091091091091
999.0,8.89222555889223
999.0,8.88855522188856
