forward_num,forward_rate,forward_num,forward_rate,forward_num,forward_rate
999,6.9029029029029,999,6.82482482482482,999,6.92492492492492
999,6.90790790790791,999,6.82982982982983,999,6.92192192192192
999,6.91991991991992,999,6.82982982982983,999,6.91391391391391
999,6.92292292292292,999,6.82582582582583,999,6.9029029029029
999,6.91991991991992,999,6.82682682682683,999,6.92092092092092
999,6.92092092092092,999,6.81881881881882,999,6.91891891891892
999,6.92592592592593,999,6.82682682682683,999,6.92492492492492
999,6.91891891891892,999,6.83383383383383,999,6.92692692692693
999,6.92492492492492,999,6.83383383383383,999,6.93093093093093
999,6.92892892892893,999,6.82682682682683,999,6.92092092092092
999,6.91991991991992,999,6.82582582582583,999,6.92192192192192
999,6.92792792792793,999,6.83283283283283,999,6.93193193193193
999,6.91891891891892,999,6.83283283283283,999,6.92592592592593
999,6.9039039039039,999,6.83083083083083,999,6.94094094094094
999,6.91991991991992,999,6.82882882882883,999,6.94194194194194
999,6.91691691691692,999,6.83083083083083,999,6.93593593593594
999,6.8988988988989,999,6.82182182182182,999,6.94694694694695
999,6.90790790790791,999,6.83083083083083,999,6.94394394394394
999,6.91491491491491,999,6.82482482482482,999,6.93693693693694
999,6.92092092092092,999,6.84084084084084,999,6.93993993993994
999,6.91391391391391,999,6.84284284284284,999,6.93293293293293
999,6.90690690690691,999,6.84484484484484,999,6.92292292292292
999,6.9029029029029,999,6.83683683683684,999,6.92992992992993
999,6.91091091091091,999,6.83083083083083,999,6.93093093093093
999,6.91291291291291,999,6.83383383383383,999,6.92192192192192
999,6.91691691691692,999,6.83883883883884,999,6.91291291291291
999,6.91491491491491,999,6.84784784784785,999,6.89389389389389
999,6.91391391391391,999,6.83783783783784,999,6.89489489489489
999,6.91391391391391,999,6.83383383383383,999,6.89289289289289
999,6.91491491491491,999,6.83083083083083,999,6.8958958958959
999,6.90990990990991,999,6.83383383383383,999,6.91091091091091
999,6.91491491491491,999,6.83583583583584,999,6.9019019019019
999,6.90990990990991,999,6.83983983983984,999,6.89189189189189
999,6.8988988988989,999,6.83883883883884,999,6.89189189189189
999,6.88888888888889,999,6.83583583583584,999,6.89389389389389
999,6.88988988988989,999,6.84384384384384,999,6.89289289289289
999,6.88088088088088,999,6.84884884884885,999,6.8968968968969
999,6.87287287287287,999,6.84684684684685,999,6.8958958958959
999,6.86786786786787,999,6.83483483483483,999,6.88588588588589
999,6.87087087087087,999,6.83883883883884,999,6.88788788788789
999,6.86786786786787,999,6.82982982982983,999,6.89289289289289
999,6.86486486486486,999,6.82782782782783,999,6.90590590590591
999,6.86086086086086,999,6.83083083083083,999,6.90790790790791
999,6.84784784784785,999,6.83383383383383,999,6.9049049049049
999,6.84884884884885,999,6.82582582582583,999,6.89489489489489
999,6.84484484484484,999,6.82182182182182,999,6.9049049049049
999,6.83283283283283,999,6.81581581581582,999,6.90590590590591
999,6.81981981981982,999,6.81481481481481,999,6.89489489489489
999,6.81981981981982,999,6.81981981981982,999,6.8978978978979
999,6.81681681681682,999,6.81581581581582,999,6.88788788788789
999,6.82282282282282,999,6.81081081081081,999,6.88288288288288
999,6.82682682682683,999,6.82082082082082,999,6.88288288288288
999,6.81381381381381,999,6.82482482482482,999,6.88088088088088
999,6.81181181181181,999,6.83483483483483,999,6.88388388388388
999,6.80780780780781,999,6.82182182182182,999,6.88288288288288
999,6.81381381381381,999,6.81981981981982,999,6.89489489489489
999,6.80580580580581,999,6.82082082082082,999,6.9009009009009
999,6.8008008008008,999,6.83583583583584,999,6.91491491491491
999,6.8028028028028,999,6.83183183183183,999,6.91091091091091
999,6.8038038038038,999,6.82982982982983,999,6.91291291291291
999,6.79279279279279,999,6.83783783783784,999,6.91291291291291
999,6.7957957957958,999,6.82282282282282,999,6.90790790790791
999,6.7987987987988,999,6.81481481481481,999,6.92492492492492
999,6.78978978978979,999,6.81681681681682,999,6.92692692692693
999,6.79379379379379,999,6.82482482482482,999,6.92392392392392
999,6.78978978978979,999,6.81981981981982,999,6.93593593593594
999,6.78278278278278,999,6.83383383383383,999,6.93593593593594
999,6.78378378378378,999,6.83283283283283,999,6.93393393393393
999,6.77677677677678,999,6.82082082082082,999,6.92792792792793
999,6.77477477477477,999,6.82082082082082,999,6.92392392392392
999,6.78478478478478,999,6.83283283283283,999,6.92492492492492
999,6.78278278278278,999,6.82882882882883,999,6.92492492492492
999,6.77777777777778,999,6.83883883883884,999,6.93093093093093
999,6.76776776776777,999,6.84784784784785,999,6.92592592592593
999,6.76576576576577,999,6.83883883883884,999,6.92692692692693
999,6.77177177177177,999,6.83583583583584,999,6.92592592592593
999,6.77377377377377,999,6.82982982982983,999,6.92492492492492
999,6.77277277277277,999,6.83583583583584,999,6.93193193193193
999,6.77377377377377,999,6.83883883883884,999,6.93593593593594
999,6.78378378378378,999,6.83983983983984,999,6.94094094094094
999,6.78178178178178,999,6.83983983983984,999,6.93693693693694
999,6.77477477477477,999,6.83883883883884,999,6.93993993993994
999,6.78678678678679,999,6.84984984984985,999,6.93993993993994
999,6.78578578578579,999,6.85485485485485,999,6.94294294294294
999,6.78978978978979,999,6.84884884884885,999,6.94894894894895
999,6.79079079079079,999,6.85385385385385,999,6.95695695695696
999,6.79179179179179,999,6.87187187187187,999,6.96196196196196
999,6.78378378378378,999,6.87387387387387,999,6.95995995995996
999,6.78778778778779,999,6.87287287287287,999,6.95195195195195
999,6.78778778778779,999,6.88088088088088,999,6.94994994994995
999,6.77577577577578,999,6.87887887887888,999,6.94094094094094
999,6.77377377377377,999,6.88288288288288,999,6.94394394394394
999,6.77577577577578,999,6.88588588588589,999,6.94294294294294
999,6.77377377377377,999,6.88088088088088,999,6.93893893893894
999,6.78778778778779,999,6.88588588588589,999,6.94594594594595
999,6.77477477477477,999,6.88088088088088,999,6.94194194194194
999,6.77277277277277,999,6.86786786786787,999,6.94494494494494
999,6.77777777777778,999,6.86686686686687,999,6.95595595595596
999,6.76676676676677,999,6.86086086086086,999,6.96096096096096
999,6.76476476476476,999,6.87387387387387,999,6.95995995995996
999,6.74874874874875,999,6.86286286286286,999,6.95395395395395
999,6.74874874874875,999,6.86686686686687,999,6.95795795795796
999,6.73973973973974,999,6.87187187187187,999,6.95695695695696
999,6.73873873873874,999,6.87187187187187,999,6.96496496496496
999,6.73273273273273,999,6.88688688688689,999,6.96496496496496
999,6.72772772772773,999,6.87487487487487,999,6.96596596596597
999,6.72372372372372,999,6.86986986986987,999,6.96796796796797
999,6.74074074074074,999,6.86986986986987,999,6.96796796796797
999,6.74174174174174,999,6.86886886886887,999,6.97697697697698
999,6.74474474474474,999,6.86586586586587,999,6.97697697697698
999,6.73373373373373,999,6.86986986986987,999,6.97597597597598
999,6.73173173173173,999,6.85585585585586,999,6.98198198198198
999,6.73573573573574,999,6.86586586586587,999,6.98598598598599
999,6.73373373373373,999,6.86586586586587,999,6.97297297297297
999,6.72472472472472,999,6.85885885885886,999,6.97497497497497
999,6.73673673673674,999,6.84684684684685,999,6.96896896896897
999,6.74274274274274,999,6.85085085085085,999,6.95795795795796
999,6.73873873873874,999,6.85585585585586,999,6.94794794794795
999,6.73973973973974,999,6.86186186186186,999,6.95295295295295
999,6.73173173173173,999,6.85385385385385,999,6.96796796796797
999,6.73673673673674,999,6.85085085085085,999,6.96396396396396
999,6.73373373373373,999,6.84184184184184,999,6.96896896896897
999,6.73273273273273,999,6.84084084084084,999,6.97597597597598
999,6.74374374374374,999,6.82482482482482,999,6.97897897897898
999,6.73973973973974,999,6.82482482482482,999,6.96796796796797
999,6.73373373373373,999,6.83583583583584,999,6.96796796796797
999,6.73573573573574,999,6.83883883883884,999,6.96996996996997
999,6.73973973973974,999,6.83983983983984,999,6.96996996996997
999,6.74474474474474,999,6.83383383383383,999,6.96096096096096
999,6.73673673673674,999,6.83583583583584,999,6.95895895895896
999,6.73173173173173,999,6.83483483483483,999,6.95095095095095
999,6.73873873873874,999,6.83483483483483,999,6.95095095095095
999,6.73873873873874,999,6.83683683683684,999,6.94894894894895
999,6.72972972972973,999,6.83983983983984,999,6.95795795795796
999,6.73073073073073,999,6.84884884884885,999,6.96496496496496
999,6.72272272272272,999,6.84084084084084,999,6.95695695695696
999,6.71971971971972,999,6.85985985985986,999,6.95795795795796
999,6.71471471471471,999,6.86486486486486,999,6.95495495495495
999,6.71771771771772,999,6.86486486486486,999,6.95095095095095
