reverse_num,reverse_rate,organism_num,organism_rate
10,5.5,10,5.5
10,5.5,10,5.5
10,5.5,10,5.5
10,5.5,10,5.5
10,5.5,10,5.5
10,5.5,10,5.5
10,5.5,10,5.5
10,5.5,10,5.5
9,5.11111111111111,9,5.11111111111111
9,5.11111111111111,9,5.11111111111111
9,5.11111111111111,9,5.11111111111111
10,5.6,10,5.6
10,5.6,10,5.6
11,5.81818181818182,11,5.81818181818182
11,5.81818181818182,11,5.81818181818182
12,5.91666666666667,12,5.91666666666667
12,5.91666666666667,12,5.91666666666667
13,5.92307692307692,13,5.92307692307692
13,5.92307692307692,13,5.92307692307692
13,5.92307692307692,13,5.92307692307692
13,5.92307692307692,13,5.92307692307692
16,6.375,16,6.375
16,6.375,16,6.375
16,6.375,16,6.375
16,6.375,16,6.375
16,6.375,16,6.375
19,6.42105263157895,19,6.42105263157895
19,6.42105263157895,19,6.42105263157895
19,6.42105263157895,19,6.42105263157895
19,6.42105263157895,19,6.42105263157895
21,6.47619047619048,21,6.47619047619048
25,7.04,25,7.04
25,7.04,25,7.04
25,7.04,25,7.04
28,6.82142857142857,28,6.82142857142857
28,6.82142857142857,28,6.82142857142857
28,6.82142857142857,28,6.82142857142857
28,6.82142857142857,28,6.82142857142857
28,6.82142857142857,28,6.82142857142857
32,6.96875,32,6.96875
32,6.96875,32,6.96875
38,7.18421052631579,38,7.18421052631579
42,7.45238095238095,42,7.45238095238095
42,7.45238095238095,42,7.45238095238095
46,7.41304347826087,46,7.41304347826087
46,7.41304347826087,46,7.41304347826087
46,7.41304347826087,46,7.41304347826087
46,7.41304347826087,46,7.41304347826087
46,7.41304347826087,46,7.41304347826087
46,7.41304347826087,46,7.41304347826087
46,7.41304347826087,46,7.41304347826087
57,7.14035087719298,57,7.14035087719298
77,7.77922077922078,77,7.77922077922078
77,7.77922077922078,77,7.77922077922078
77,7.77922077922078,77,7.77922077922078
77,7.77922077922078,77,7.77922077922078
77,7.77922077922078,77,7.77922077922078
77,7.77922077922078,77,7.77922077922078
82,7.73170731707317,82,7.73170731707317
85,7.70588235294118,85,7.70588235294118
85,7.70588235294118,85,7.70588235294118
89,7.58426966292135,89,7.58426966292135
121,8.22314049586777,121,8.22314049586777
121,8.22314049586777,121,8.22314049586777
137,8.1970802919708,137,8.1970802919708
137,8.1970802919708,137,8.1970802919708
137,8.1970802919708,137,8.1970802919708
137,8.1970802919708,137,8.1970802919708
147,8.00680272108844,147,8.00680272108844
147,8.00680272108844,147,8.00680272108844
147,8.00680272108844,147,8.00680272108844
146,7.99315068493151,146,7.99315068493151
208,8.59134615384615,208,8.59134615384615
225,8.48444444444444,225,8.48444444444444
225,8.48444444444444,225,8.48444444444444
225,8.48444444444444,225,8.48444444444444
229,8.4061135371179,229,8.4061135371179
261,8.35632183908046,261,8.35632183908046
261,8.35632183908046,261,8.35632183908046
261,8.35632183908046,261,8.35632183908046
261,8.35632183908046,261,8.35632183908046
265,8.30566037735849,265,8.30566037735849
330,8.57878787878788,330,8.57878787878788
395,8.8126582278481,395,8.8126582278481
395,8.8126582278481,395,8.8126582278481
411,8.70316301703163,411,8.70316301703163
411,8.70316301703163,411,8.70316301703163
437,8.60183066361556,437,8.60183066361556
443,8.58013544018059,443,8.58013544018059
444,8.57882882882883,444,8.57882882882883
507,8.5069033530572,507,8.5069033530572
507,8.5069033530572,507,8.5069033530572
516,8.53294573643411,516,8.53294573643411
759,9.00263504611331,759,9.00263504611331
759,9.00263504611331,759,9.00263504611331
759,9.00263504611331,759,9.00263504611331
759,9.00263504611331,759,9.00263504611331
759,9.00263504611331,759,9.00263504611331
759,9.00263504611331,759,9.00263504611331
759,9.00263504611331,759,9.00263504611331
759,9.00263504611331,759,9.00263504611331
776,8.89432989690722,776,8.89432989690722
948,8.54008438818565,948,8.54008438818565
999,8.51751751751752,999,8.51751751751752
999,8.54854854854855,999,8.54854854854855
999,8.55855855855856,999,8.55855855855856
999,8.57057057057057,999,8.57057057057057
999,8.58558558558559,999,8.58558558558559
999,8.6046046046046,999,8.6046046046046
999,8.61661661661662,999,8.61661661661662
999,8.64264264264264,999,8.64264264264264
999,8.66966966966967,999,8.66966966966967
999,8.68468468468468,999,8.68468468468468
999,8.6976976976977,999,8.6976976976977
999,8.71171171171171,999,8.71171171171171
999,8.72472472472472,999,8.72472472472472
999,8.71371371371371,999,8.71371371371371
999,8.6986986986987,999,8.6986986986987
999,8.70570570570571,999,8.70570570570571
999,8.68068068068068,999,8.68068068068068
999,8.67467467467467,999,8.67467467467467
999,8.68068068068068,999,8.68068068068068
999,8.66466466466466,999,8.66466466466466
999,8.66166166166166,999,8.66166166166166
999,8.66566566566567,999,8.66566566566567
999,8.67067067067067,999,8.67067067067067
999,8.65765765765766,999,8.65765765765766
999,8.65665665665666,999,8.65665665665666
999,8.65665665665666,999,8.65665665665666
999,8.65965965965966,999,8.65965965965966
999,8.67667667667668,999,8.67667667667668
999,8.67267267267267,999,8.67267267267267
999,8.67867867867868,999,8.67867867867868
999,8.69469469469469,999,8.69469469469469
999,8.7007007007007,999,8.7007007007007
999,8.69269269269269,999,8.69269269269269
999,8.67767767767768,999,8.67767767767768
999,8.66666666666667,999,8.66666666666667
999,8.67667667667668,999,8.67667667667668
999,8.69069069069069,999,8.69069069069069
999,8.6996996996997,999,8.6996996996997
999,8.70770770770771,999,8.70770770770771
999,8.70570570570571,999,8.70570570570571
999,8.7007007007007,999,8.7007007007007
999,8.7017017017017,999,8.7017017017017
999,8.70770770770771,999,8.70770770770771
999,8.69169169169169,999,8.69169169169169
999,8.7037037037037,999,8.7037037037037
999,8.70970970970971,999,8.70970970970971
999,8.71271271271271,999,8.71271271271271
999,8.71471471471471,999,8.71471471471471
999,8.69369369369369,999,8.69369369369369
999,8.69169169169169,999,8.69169169169169
999,8.7027027027027,999,8.7027027027027
999,8.7047047047047,999,8.7047047047047
999,8.70870870870871,999,8.70870870870871
999,8.72472472472472,999,8.72472472472472
999,8.74374374374374,999,8.74374374374374
999,8.75875875875876,999,8.75875875875876
999,8.77077077077077,999,8.77077077077077
999,8.76576576576577,999,8.76576576576577
999,8.75475475475475,999,8.75475475475475
999,8.74574574574575,999,8.74574574574575
999,8.72872872872873,999,8.72872872872873
999,8.71771771771772,999,8.71771771771772
999,8.71071071071071,999,8.71071071071071
999,8.71271271271271,999,8.71271271271271
999,8.71971971971972,999,8.71971971971972
999,8.72972972972973,999,8.72972972972973
999,8.73073073073073,999,8.73073073073073
999,8.73873873873874,999,8.73873873873874
999,8.74874874874875,999,8.74874874874875
999,8.73573573573574,999,8.73573573573574
999,8.73673673673674,999,8.73673673673674
999,8.72372372372372,999,8.72372372372372
999,8.71471471471471,999,8.71471471471471
999,8.72072072072072,999,8.72072072072072
999,8.72572572572573,999,8.72572572572573
999,8.74174174174174,999,8.74174174174174
999,8.74274274274274,999,8.74274274274274
999,8.73873873873874,999,8.73873873873874
999,8.74074074074074,999,8.74074074074074
999,8.74974974974975,999,8.74974974974975
999,8.74774774774775,999,8.74774774774775
999,8.74174174174174,999,8.74174174174174
999,8.73173173173173,999,8.73173173173173
999,8.73873873873874,999,8.73873873873874
999,8.74874874874875,999,8.74874874874875
999,8.74874874874875,999,8.74874874874875
999,8.75475475475475,999,8.75475475475475
999,8.75475475475475,999,8.75475475475475
999,8.76276276276276,999,8.76276276276276
999,8.77277277277277,999,8.77277277277277
999,8.77177177177177,999,8.77177177177177
999,8.77377377377377,999,8.77377377377377
999,8.77077077077077,999,8.77077077077077
999,8.78178178178178,999,8.78178178178178
