reverse_300c_num_avg,reverse_300c_rate_avg
0.0,0.0
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
10.0,5.5
9.66666666666667,5.37037037037037
9.66666666666667,5.37037037037037
9.66666666666667,5.37037037037037
10.6666666666667,5.80606060606061
11.3333333333333,5.97777777777778
12.3333333333333,6.14452214452215
12.3333333333333,6.14452214452215
13.3333333333333,6.21031746031746
13.3333333333333,6.21031746031746
14.3333333333333,6.19658119658119
14.3333333333333,6.19658119658119
14.3333333333333,6.19658119658119
14.3333333333333,6.19658119658119
17.3333333333333,6.56944444444445
17.3333333333333,6.56944444444445
18.6666666666667,6.725
18.6666666666667,6.725
18.6666666666667,6.725
21.6666666666667,6.72006102212052
21.6666666666667,6.72006102212052
21.6666666666667,6.72006102212052
23.0,6.72701754385965
23.6666666666667,6.74539682539683
27.6666666666667,7.22022988505747
27.6666666666667,7.22022988505747
27.6666666666667,7.22022988505747
31.0,7.02223124098124
33.3333333333333,7.1441798941799
33.3333333333333,7.1441798941799
33.3333333333333,7.1441798941799
33.3333333333333,7.1441798941799
37.3333333333333,7.23958333333333
37.3333333333333,7.23958333333333
43.0,7.37621832358674
47.3333333333333,7.61746031746032
47.3333333333333,7.61746031746032
51.3333333333333,7.56977992485239
51.3333333333333,7.56977992485239
56.6666666666667,7.68606825619448
56.6666666666667,7.68606825619448
56.6666666666667,7.68606825619448
56.6666666666667,7.68606825619448
56.6666666666667,7.68606825619448
67.6666666666667,7.41208042938396
87.6666666666667,7.91923846762557
87.6666666666667,7.91923846762557
87.6666666666667,7.91923846762557
87.6666666666667,7.91923846762557
87.6666666666667,7.91923846762557
98.0,8.01548836258316
105.0,7.9535006313812
106.333333333333,7.94184682419977
106.333333333333,7.94184682419977
110.333333333333,7.83387501160739
142.333333333333,8.33146077531104
142.333333333333,8.33146077531104
158.333333333333,8.29843504801393
158.333333333333,8.29843504801393
158.333333333333,8.29843504801393
158.333333333333,8.29843504801393
170.666666666667,8.13559690374679
189.666666666667,8.20763882172142
189.666666666667,8.20763882172142
189.333333333333,8.20308814300244
251.666666666667,8.66024471270821
268.666666666667,8.56538004766231
268.666666666667,8.56538004766231
268.666666666667,8.56538004766231
272.666666666667,8.49756419183764
304.666666666667,8.44546888016377
304.666666666667,8.44546888016377
304.666666666667,8.44546888016377
347.333333333333,8.50118809373594
351.333333333333,8.46014462620382
412.666666666667,8.64945750203902
482.333333333333,8.84756268207568
482.333333333333,8.84756268207568
498.333333333333,8.75468010762901
498.333333333333,8.75468010762901
527.666666666667,8.65668933697017
530.333333333333,8.64749892420113
531.333333333333,8.64627361464252
594.333333333333,8.57753395549402
667.666666666667,8.61548789159101
686.666666666667,8.63617431621114
919.0,8.9945386756981
919.0,9.00021101470377
918.0,9.00355035939248
916.0,9.00255305354993
915.0,9.00222108116499
913.666666666667,9.00323287275422
912.0,9.00222753523536
912.0,9.00222753523536
924.666666666667,8.92139992225903
982.0,8.78129606399648
999.0,8.77344010677344
999.0,8.78611945278612
999.0,8.79012345679012
999.0,8.79079079079079
999.0,8.78745412078745
999.0,8.79179179179179
999.0,8.80647313980647
999.0,8.81681681681682
999.0,8.81948615281949
999.0,8.81915248581915
999.0,8.83016349683017
999.0,8.84050717384051
999.0,8.85218551885218
999.0,8.85085085085085
999.0,8.84317650984318
999.0,8.84451117784451
999.0,8.83283283283283
999.0,8.83016349683016
999.0,8.83016349683016
999.0,8.82649315982649
999.0,8.8304971638305
999.0,8.8335001668335
999.0,8.83616950283617
999.0,8.83083083083083
999.0,8.82215548882216
999.0,8.82549215882549
999.0,8.82682682682683
999.0,8.8345011678345
999.0,8.82749416082749
999.0,8.81214547881215
999.0,8.81448114781448
999.0,8.81781781781782
999.0,8.81715048381715
999.0,8.81614948281615
999.0,8.81781781781782
999.0,8.81748415081749
999.0,8.82282282282282
999.0,8.82982982982983
999.0,8.82882882882883
999.0,8.82782782782783
999.0,8.82248915582249
999.0,8.82048715382049
999.0,8.82749416082749
999.0,8.82015348682015
999.0,8.82716049382716
999.0,8.83516850183517
999.0,8.83883883883884
999.0,8.83883883883884
999.0,8.82816149482816
999.0,8.82382382382382
999.0,8.81815148481815
999.0,8.82482482482482
999.0,8.8314981648315
999.0,8.83616950283617
999.0,8.84517851184518
999.0,8.85251918585252
999.0,8.85852519185852
999.0,8.85485485485486
999.0,8.85552218885552
999.0,8.84884884884885
999.0,8.84250917584251
999.0,8.83483483483484
999.0,8.83583583583584
999.0,8.84017350684017
999.0,8.84617951284618
999.0,8.84918251584918
999.0,8.85118451785119
999.0,8.85618952285619
999.0,8.86286286286286
999.0,8.85618952285619
999.0,8.85418752085419
999.0,8.85251918585252
