forward_num,forward_rate,forward_num,forward_rate,forward_num,forward_rate
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
10,5.5,10,5.5,10,5.5
11,5.81818181818182,11,5.81818181818182,11,5.81818181818182
12,6.16666666666667,12,6.16666666666667,12,6.0
13,6.23076923076923,13,6.38461538461539,13,6.07692307692308
13,6.23076923076923,13,6.38461538461539,13,6.07692307692308
14,6.21428571428571,14,6.35714285714286,14,6.07142857142857
14,6.21428571428571,14,6.35714285714286,14,6.07142857142857
15,6.2,15,6.33333333333333,15,6.06666666666667
15,6.2,15,6.33333333333333,15,6.06666666666667
15,6.2,15,6.33333333333333,15,6.06666666666667
15,6.2,15,6.33333333333333,15,6.06666666666667
17,6.29411764705882,17,6.41176470588235,17,6.17647058823529
19,6.63157894736842,19,6.73684210526316,18,6.38888888888889
20,6.8,20,6.8,19,6.57894736842105
20,6.8,20,6.8,19,6.57894736842105
20,6.8,21,6.85714285714286,20,6.65
22,6.68181818181818,23,6.82608695652174,22,6.54545454545455
22,6.68181818181818,23,6.82608695652174,22,6.54545454545455
23,6.69565217391304,23,6.82608695652174,23,6.56521739130435
23,6.69565217391304,23,6.82608695652174,23,6.56521739130435
24,6.66666666666667,24,6.83333333333333,24,6.58333333333333
25,6.76,25,6.92,25,6.68
29,6.93103448275862,29,7.06896551724138,28,6.78571428571429
32,7.125,31,7.25806451612903,30,6.9
35,6.94285714285714,34,7.05882352941176,33,6.6969696969697
36,7.02777777777778,35,7.08571428571429,34,6.73529411764706
36,7.02777777777778,37,7.16216216216216,34,6.73529411764706
36,7.02777777777778,39,7.17948717948718,36,6.80555555555556
36,7.02777777777778,39,7.17948717948718,36,6.80555555555556
37,7.05405405405405,40,7.175,37,6.81081081081081
37,7.05405405405405,40,7.175,37,6.81081081081081
40,6.975,42,7.07142857142857,40,6.7
43,7.04651162790698,43,7.11627906976744,43,6.74418604651163
46,7.15217391304348,46,7.26086956521739,45,6.86666666666667
52,7.34615384615385,53,7.35849056603774,50,7.0
56,7.46428571428571,56,7.44642857142857,53,7.09433962264151
59,7.47457627118644,57,7.49122807017544,55,7.10909090909091
59,7.47457627118644,60,7.56666666666667,56,7.14285714285714
59,7.47457627118644,60,7.56666666666667,56,7.14285714285714
61,7.40983606557377,65,7.58461538461538,59,7.15254237288136
61,7.40983606557377,67,7.62686567164179,61,7.18032786885246
68,7.16176470588235,74,7.37837837837838,67,6.97014925373134
71,7.2112676056338,77,7.37662337662338,70,6.98571428571429
74,7.2972972972973,82,7.45121951219512,74,7.08108108108108
81,7.45679012345679,87,7.55172413793103,77,7.15584415584416
91,7.58241758241758,94,7.64893617021277,82,7.25609756097561
97,7.69072164948454,100,7.68,85,7.29411764705882
104,7.70192307692308,102,7.69607843137255,90,7.26666666666667
106,7.66981132075472,104,7.71153846153846,93,7.3010752688172
110,7.65454545454545,111,7.7027027027027,102,7.32352941176471
110,7.65454545454545,115,7.72173913043478,104,7.34615384615385
113,7.58407079646018,123,7.60975609756098,110,7.28181818181818
114,7.59649122807018,125,7.632,111,7.2972972972973
121,7.62809917355372,134,7.66417910447761,117,7.34188034188034
132,7.70454545454545,143,7.75524475524475,123,7.38211382113821
145,7.75862068965517,151,7.82781456953642,132,7.45454545454545
159,7.77358490566038,164,7.80487804878049,142,7.44366197183099
162,7.79012345679012,167,7.82634730538922,145,7.48275862068965
180,7.71666666666667,186,7.7741935483871,157,7.42675159235669
188,7.73936170212766,196,7.80102040816327,165,7.48484848484848
195,7.76410256410256,204,7.81372549019608,171,7.48538011695906
200,7.745,211,7.80568720379147,179,7.5195530726257
205,7.73658536585366,212,7.80660377358491,185,7.52432432432432
214,7.73364485981308,228,7.82017543859649,198,7.52525252525253
222,7.77027027027027,241,7.87966804979253,206,7.52427184466019
232,7.81034482758621,254,7.90551181102362,214,7.53271028037383
251,7.81274900398406,275,7.89454545454545,234,7.51282051282051
271,7.89667896678967,287,7.94425087108014,249,7.56224899598394
295,7.93898305084746,308,7.96428571428571,263,7.60076045627376
314,7.94267515923567,325,8.00615384615385,273,7.62271062271062
329,7.93617021276596,335,8.01492537313433,283,7.63604240282686
338,7.94082840236686,351,7.97150997150997,292,7.63356164383562
360,7.86944444444444,369,7.92953929539295,310,7.60967741935484
367,7.89373297002725,390,7.89230769230769,334,7.61676646706587
382,7.89528795811518,406,7.92364532019704,347,7.65994236311239
409,7.87775061124694,440,7.89772727272727,368,7.63586956521739
438,7.9337899543379,471,7.94904458598726,392,7.67857142857143
471,8.00849256900212,509,7.99803536345776,413,7.7409200968523
511,8.03326810176125,550,8.02181818181818,445,7.7752808988764
543,8.05340699815838,580,8.0551724137931,464,7.78663793103448
565,8.06371681415929,605,8.05289256198347,484,7.79132231404959
585,8.05641025641026,617,8.05672609400324,503,7.75944333996024
617,8.06645056726094,645,8.05271317829457,528,7.77840909090909
643,8.0606531881804,669,8.07025411061285,557,7.79712746858169
664,8.06927710843373,689,8.07982583454281,583,7.8147512864494
693,8.1010101010101,729,8.09327846364883,614,7.80944625407166
731,8.13679890560875,779,8.12708600770218,647,7.84853168469861
799,8.14392991239049,845,8.15502958579882,693,7.86868686868687
846,8.17612293144208,902,8.17960088691796,726,7.89531680440771
908,8.17290748898678,951,8.198738170347,760,7.89868421052632
939,8.17039403620873,999,8.2002002002002,804,7.87935323383085
999,8.13613613613614,999,8.18718718718719,859,7.84866123399302
999,8.1031031031031,999,8.16616616616617,943,7.77094379639449
999,8.0960960960961,999,8.14414414414414,989,7.78564206268959
999,8.0970970970971,999,8.13113113113113,999,7.80780780780781
999,8.0990990990991,999,8.13413413413413,999,7.80680680680681
999,8.1041041041041,999,8.13913913913914,999,7.81481481481481
999,8.10910910910911,999,8.13313313313313,999,7.82182182182182
999,8.10610610610611,999,8.11911911911912,999,7.81781781781782
999,8.10610610610611,999,8.12012012012012,999,7.81281281281281
999,8.11111111111111,999,8.12112112112112,999,7.81181181181181
999,8.12212212212212,999,8.12312312312312,999,7.82282282282282
999,8.12912912912913,999,8.12712712712713,999,7.82582582582583
999,8.13013013013013,999,8.13613613613614,999,7.84184184184184
999,8.12212212212212,999,8.14414414414414,999,7.84984984984985
999,8.12612612612613,999,8.14914914914915,999,7.85185185185185
999,8.12312312312312,999,8.15215215215215,999,7.84684684684685
999,8.13813813813814,999,8.14514514514515,999,7.84684684684685
