forward_num,reverse_num,forward_rate,reverse_rate,organism_num,organism_rate,forward_num,reverse_num,forward_rate,reverse_rate,organism_num,organism_rate,forward_num,reverse_num,forward_rate,reverse_rate,organism_num,organism_rate
50,50,5.5,5.5,100,5.5,50,50,5.5,5.5,100,5.5,50,50,5.5,5.5,100,5.5
49,48,5.40816326530612,5.66666666666667,97,5.5360824742268,49,47,5.46938775510204,5.59574468085106,96,5.53125,49,47,5.42857142857143,5.48936170212766,96,5.45833333333333
47,47,5.38297872340426,5.70212765957447,94,5.54255319148936,48,47,5.4375,5.59574468085106,95,5.51578947368421,49,47,5.42857142857143,5.48936170212766,96,5.45833333333333
47,46,5.38297872340426,5.78260869565217,93,5.58064516129032,48,45,5.4375,5.6,93,5.51612903225806,46,46,5.47826086956522,5.56521739130435,92,5.52173913043478
47,46,5.38297872340426,5.78260869565217,93,5.58064516129032,48,45,5.4375,5.6,93,5.51612903225806,46,45,5.47826086956522,5.62222222222222,91,5.54945054945055
47,46,5.38297872340426,5.78260869565217,93,5.58064516129032,48,44,5.4375,5.54545454545455,92,5.48913043478261,46,44,5.47826086956522,5.54545454545455,90,5.51111111111111
47,45,5.38297872340426,5.82222222222222,92,5.59782608695652,47,44,5.48936170212766,5.54545454545455,91,5.51648351648352,45,43,5.57777777777778,5.55813953488372,88,5.56818181818182
46,44,5.32608695652174,5.88636363636364,90,5.6,46,43,5.41304347826087,5.58139534883721,89,5.49438202247191,45,42,5.57777777777778,5.54761904761905,87,5.5632183908046
46,44,5.32608695652174,5.88636363636364,90,5.6,46,43,5.41304347826087,5.58139534883721,89,5.49438202247191,45,42,5.57777777777778,5.54761904761905,87,5.5632183908046
46,44,5.32608695652174,5.88636363636364,90,5.6,46,42,5.41304347826087,5.52380952380952,88,5.46590909090909,45,42,5.57777777777778,5.54761904761905,87,5.5632183908046
46,44,5.32608695652174,5.88636363636364,90,5.6,46,42,5.41304347826087,5.52380952380952,88,5.46590909090909,45,42,5.57777777777778,5.54761904761905,87,5.5632183908046
47,49,5.70212765957447,6.30612244897959,96,6.01041666666667,50,47,5.9,6.0,97,5.94845360824742,48,47,6.04166666666667,6.02127659574468,95,6.03157894736842
49,49,5.83673469387755,6.55102040816327,98,6.19387755102041,54,44,6.12962962962963,6.29545454545455,98,6.20408163265306,48,49,6.22916666666667,6.24489795918367,97,6.23711340206186
49,49,5.83673469387755,6.61224489795918,98,6.22448979591837,57,42,6.28070175438596,6.42857142857143,99,6.34343434343434,51,48,6.47058823529412,6.1875,99,6.33333333333333
48,47,5.83333333333333,6.68085106382979,95,6.25263157894737,54,43,6.16666666666667,6.41860465116279,97,6.27835051546392,48,50,6.4375,6.26,98,6.3469387755102
48,50,5.72916666666667,6.82,98,6.28571428571429,53,46,6.37735849056604,6.39130434782609,99,6.38383838383838,49,50,6.40816326530612,6.26,99,6.33333333333333
47,49,5.80851063829787,6.77551020408163,96,6.30208333333333,52,45,6.34615384615385,6.33333333333333,97,6.34020618556701,48,49,6.4375,6.18367346938776,97,6.30927835051546
48,49,5.91666666666667,6.95918367346939,97,6.44329896907217,54,45,6.42592592592593,6.15555555555556,99,6.3030303030303,51,48,6.41176470588235,6.1875,99,6.3030303030303
47,48,5.87234042553191,6.91666666666667,95,6.4,50,42,6.46,6.09523809523809,92,6.29347826086957,49,46,6.40816326530612,6.23913043478261,95,6.32631578947368
45,47,5.82222222222222,6.97872340425532,92,6.41304347826087,49,40,6.55102040816327,6.175,89,6.38202247191011,48,46,6.39583333333333,6.23913043478261,94,6.31914893617021
44,47,5.75,6.97872340425532,91,6.38461538461539,49,40,6.55102040816327,6.175,89,6.38202247191011,45,45,6.53333333333333,6.22222222222222,90,6.37777777777778
48,51,5.91666666666667,6.98039215686275,99,6.46464646464646,55,44,6.8,6.18181818181818,99,6.52525252525253,48,51,6.85416666666667,6.54901960784314,99,6.6969696969697
46,51,5.84782608695652,7.23529411764706,97,6.57731958762887,53,44,6.67924528301887,6.22727272727273,97,6.47422680412371,45,53,6.84444444444444,6.79245283018868,98,6.81632653061224
