600c_forward_num_avg,600c_forward_rate_avg,600c_reverse_num_avg,600c_reverse_rate_avg,600c_organism_num_avg,600c_organism_rate_avg
50.0,5.5,50.0,5.5,100.0,5.5
47.6666666666667,5.53224514443459,48.0,5.58333333333333,95.6666666666667,5.55761421242475
46.0,5.52173913043478,47.3333333333333,5.57729468599034,93.3333333333333,5.55018501387604
45.0,5.48968672229542,47.0,5.6037037037037,92.0,5.54763349176604
44.6666666666667,5.47013069692544,46.6666666666667,5.5868597320725,91.3333333333333,5.52978793485269
44.6666666666667,5.47013069692544,46.0,5.55802591128678,90.6666666666667,5.51486701119863
43.6666666666667,5.56377730796335,45.3333333333333,5.53063485575372,89.0,5.5461036809874
43.3333333333333,5.55267794221282,45.0,5.53498268184067,88.3333333333333,5.54298212505686
43.0,5.5891472868217,44.3333333333333,5.52168551031038,87.3333333333333,5.55406884137411
41.3333333333333,5.55013550135501,43.3333333333333,5.59307359307359,84.6666666666667,5.57054154995332
40.6666666666667,5.59474671669793,43.3333333333333,5.59307359307359,84.0,5.59095260594198
44.6666666666667,6.01021080368906,47.3333333333333,5.87897008942337,92.0,5.94151481213192
46.6666666666667,6.18176328502415,50.6666666666667,6.18928853592719,97.3333333333333,6.18433971526755
47.0,6.31348288621647,51.6666666666667,6.29022121669181,98.6666666666667,6.30076272933416
44.6666666666667,6.32230460996892,51.6666666666667,6.31008044243338,96.3333333333333,6.31488515102189
44.6666666666667,6.37808485937909,54.3333333333333,6.39972463478753,99.0,6.38720538720538
44.0,6.39651554302717,52.6666666666667,6.36809580575766,96.6666666666667,6.37925973654066
45.6666666666667,6.3591804570528,53.0,6.32748302245158,98.6666666666667,6.34144162715591
45.3333333333333,6.33375958163192,51.6666666666667,6.32469135802469,97.0,6.32602289197466
44.6666666666667,6.33651582624863,51.0,6.33719135802469,95.6666666666667,6.33369365663399
44.0,6.33464495809869,50.0,6.31947862546714,94.0,6.32515681003584
47.6666666666667,6.37607694592989,51.3333333333333,6.34228312537136,99.0,6.36363636363636
46.3333333333333,6.58279370952821,52.6666666666667,6.56990807934204,99.0,6.57575757575758
47.3333333333333,6.81400966183575,51.3333333333333,6.67328647182143,98.6666666666667,6.74273345701917
45.3333333333333,6.75461133069829,51.0,6.76479135243841,96.3333333333333,6.76174112256586
45.0,6.85185185185185,51.3333333333333,6.93601838413159,96.3333333333333,6.89761748085942
44.0,6.79545454545455,54.0,6.84678017067954,98.0,6.8237434305181
42.0,6.82778723136068,52.3333333333333,6.8299536338752,94.3333333333333,6.82691302724897
41.3333333333333,6.89566395663957,53.3333333333333,6.82118413403097,94.6666666666667,6.85234376843049
41.0,6.91325489283516,52.6666666666667,6.86171671465789,93.6666666666667,6.88250158235552
41.6666666666667,6.90470788428815,55.0,6.83636363636364,96.6666666666667,6.86543367346939
41.6666666666667,6.90321331784746,53.6666666666667,6.8445143256464,95.3333333333333,6.87019799054373
43.3333333333333,7.01286116983791,54.6666666666667,6.95590828924162,98.0,6.98271054751173
42.6666666666667,7.15909090909091,56.0,7.04199893673578,98.6666666666667,7.09166494880781
42.0,7.15449085449086,57.0,6.92524166395134,99.0,7.02020202020202
40.6666666666667,7.29812834224599,57.0,6.93033381712627,97.6666666666667,7.08570238467146
40.6666666666667,7.34935907179409,57.3333333333333,6.98136077758719,98.0,7.13605442176871
40.3333333333333,7.41162997968743,56.3333333333333,6.99911816578483,96.6666666666667,7.17235824742268
