150c_forward_num_avg,150c_forward_rate_avg,150c_reverse_num_avg,150c_reverse_rate_avg,150c_organism_num_avg,150c_organism_rate_avg
50.0,5.5,50.0,5.5,100.0,5.5
46.6666666666667,5.58495220474869,48.3333333333333,5.51744101896077,95.0,5.55125124424536
46.6666666666667,5.58495220474869,48.0,5.53444782168186,94.6666666666667,5.56005972377753
46.0,5.60869565217391,47.3333333333333,5.54894057530505,93.3333333333333,5.57924878816958
45.0,5.65026350461133,47.3333333333333,5.54894057530505,92.3333333333333,5.59938444756117
44.6666666666667,5.66241995281429,46.6666666666667,5.58612836438923,91.3333333333333,5.62422360248447
44.3333333333333,5.69726843766277,46.0,5.5662037037037,90.3333333333333,5.63106556364983
43.0,5.67719881744272,45.6666666666667,5.58590067340067,88.6666666666667,5.63206503234593
43.0,5.67719881744272,45.3333333333333,5.5675505050505,88.3333333333333,5.62312734082397
43.0,5.67719881744272,45.3333333333333,5.5675505050505,88.3333333333333,5.62312734082397
43.0,5.67719881744272,44.6666666666667,5.58882116563957,87.6666666666667,5.6348833159178
46.6666666666667,6.09991249884867,48.0,6.04490740740741,94.6666666666667,6.07446808510638
48.6666666666667,6.33748444058474,49.6666666666667,6.28419893598465,98.3333333333333,6.31244416958703
51.6666666666667,6.44692791485244,47.3333333333333,6.43138439464593,99.0,6.44107744107744
49.0,6.58267573696145,47.6666666666667,6.48549492260672,96.6666666666667,6.53517224578383
50.0,6.69607843137255,48.6666666666667,6.49604540397719,98.6666666666667,6.59815845530131
47.6666666666667,6.60891912320484,47.3333333333333,6.4685327271005,95.0,6.54116196964041
49.3333333333333,6.61812224889956,49.3333333333333,6.45994231025744,98.6666666666667,6.54098811241668
47.0,6.58549182855381,48.6666666666667,6.40555034070366,95.6666666666667,6.4960752396455
47.0,6.58549182855381,47.6666666666667,6.36333555161195,94.6666666666667,6.47551325121314
46.3333333333333,6.58542673107891,46.6666666666667,6.35800827423168,93.0,6.47311827956989
49.0,6.88807189542484,50.0,6.40849673202614,99.0,6.64983164983165
46.6666666666667,7.03413161801089,51.3333333333333,6.77915592942547,98.0,6.90551346801347
47.3333333333333,7.06179138321996,51.6666666666667,6.92788671023965,99.0,6.996632996633
43.6666666666667,7.04550264550265,53.0,7.12094823415578,96.6666666666667,7.08949829931973
42.3333333333333,7.1281007751938,52.6666666666667,7.10897435897436,95.0,7.12107907179296
45.0,7.18370743490044,54.0,7.0599078928904,99.0,7.12121212121212
42.3333333333333,7.18739145844409,53.3333333333333,7.09421604325278,95.6666666666667,7.13633568457226
41.0,7.1952380952381,52.6666666666667,7.10504937658612,93.6666666666667,7.14362020020917
44.6666666666667,7.14546963084197,51.6666666666667,7.01511982570806,96.3333333333333,7.0742813254334
43.0,7.11358568967265,52.3333333333333,6.96666736870187,95.3333333333333,7.03172514619883
45.6666666666667,7.32419368456603,51.3333333333333,7.00109649122807,97.0,7.15109427609428
46.0,7.59722222222222,53.0,7.24939800481596,99.0,7.41077441077441
43.0,7.64247556454331,54.0,7.46294881588999,97.0,7.53515688921617
45.0,7.40326309385543,54.0,7.3174797786292,99.0,7.34680134680135
45.6666666666667,7.42564739916863,52.6666666666667,7.38678804855275,98.3333333333333,7.40022215279947
44.3333333333333,7.4834472776546,51.6666666666667,7.48601307189543,96.0,7.48063014679556
43.3333333333333,7.50525317499588,51.3333333333333,7.48506069094305,94.6666666666667,7.48817966903073
42.6666666666667,7.49324190021864,51.0,7.49795751633987,93.6666666666667,7.49012430412568
45.6666666666667,7.49699540473666,51.3333333333333,7.60932209709896,97.0,7.54861111111111
44.6666666666667,7.49269323671498,49.6666666666667,7.61909090909091,94.3333333333333,7.5494469870328
46.0,7.42361111111111,51.0,7.5389727943046,97.0,7.47797851141316
49.3333333333333,7.73123009887716,49.6666666666667,7.64998686629892,99.0,7.68350168350169
48.0,7.89095993953137,51.0,7.83118669690098,99.0,7.85521885521886
46.3333333333333,7.88981481481481,52.0,7.72875816993464,98.3333333333333,7.80367246346628
45.0,7.90826379739423,50.6666666666667,7.61559239080247,95.6666666666667,7.7531432748538
47.3333333333333,7.97536231884058,51.3333333333333,7.64931429756227,98.6666666666667,7.80440459011888
45.3333333333333,7.97254101296655,52.0,7.77311534192777,97.3333333333333,7.86562872571709
44.6666666666667,7.97095457439239,50.6666666666667,7.80421655841824,95.3333333333333,7.88081140350877
44.3333333333333,7.98368990108121,50.0,7.81488749345892,94.3333333333333,7.89298245614035
43.0,7.96903846557845,49.6666666666667,7.83059890622916,92.6666666666667,7.89353993216158
45.6666666666667,7.69867037724181,52.3333333333333,7.58666666666667,98.0,7.63310185185185
