400c_forward_num_avg,400c_forward_rate_avg,400c_reverse_num_avg,400c_reverse_rate_avg,400c_organism_num_avg,400c_organism_rate_avg
50.0,5.5,50.0,5.5,100.0,5.5
49.0,5.43537414965986,47.3333333333333,5.5839243498818,96.3333333333333,5.50855526918671
48.0,5.41635005065856,47.0,5.59574468085106,95.0,5.50555866616897
47.0,5.43291319765649,45.6666666666667,5.64927536231884,92.6666666666667,5.53950444132772
47.0,5.43291319765649,45.3333333333333,5.6682769726248,92.3333333333333,5.54874158099964
47.0,5.43291319765649,44.6666666666667,5.62450592885376,91.6666666666667,5.52696223572801
46.3333333333333,5.48337273443657,44.0,5.64193876752016,90.3333333333333,5.56083047387395
45.6666666666667,5.4389694041868,43.0,5.67179267760663,88.6666666666667,5.55253347109217
45.6666666666667,5.4389694041868,43.0,5.67179267760663,88.6666666666667,5.55253347109217
45.6666666666667,5.4389694041868,42.6666666666667,5.6525974025974,88.3333333333333,5.54304249390456
45.6666666666667,5.4389694041868,42.6666666666667,5.6525974025974,88.3333333333333,5.54304249390456
48.3333333333333,5.88126477541371,47.6666666666667,6.10913301490809,96.0,5.9968164074275
50.3333333333333,6.06517699672462,47.3333333333333,6.36379097093383,97.6666666666667,6.21169086191178
52.3333333333333,6.19600822785254,46.3333333333333,6.4094387755102,98.6666666666667,6.30041915756201
50.0,6.14583333333333,46.6666666666667,6.45315190499753,96.6666666666667,6.29264028997383
50.0,6.17156280751294,48.6666666666667,6.4904347826087,98.6666666666667,6.33429533429533
49.0,6.19738816148391,47.6666666666667,6.43083900226757,96.6666666666667,6.31718928980527
51.0,6.25145243282498,47.3333333333333,6.43407974300832,98.3333333333333,6.34978652504426
48.6666666666667,6.24683456361268,45.3333333333333,6.41701173222912,94.0,6.33993135011442
47.3333333333333,6.25635865457294,44.3333333333333,6.46428461301264,91.6666666666667,6.37140496211373
46.0,6.2781179138322,44.0,6.45864854215918,90.0,6.38147187810109
50.3333333333333,6.52361111111111,48.6666666666667,6.57040998217469,99.0,6.56228956228956
48.0,6.45717193813994,49.3333333333333,6.75167322503616,97.3333333333333,6.62262430745494
51.3333333333333,6.68742067935797,47.6666666666667,6.86800104657248,99.0,6.7979797979798
49.3333333333333,6.71436130007559,47.6666666666667,6.92112044817927,97.0,6.8386994949495
47.6666666666667,6.78232956472759,46.3333333333333,6.96970867208672,94.0,6.89727590538919
