forward_num,reverse_num,forward_rate,reverse_rate,organism_num,organism_rate,forward_num,reverse_num,forward_rate,reverse_rate,organism_num,organism_rate,forward_num,reverse_num,forward_rate,reverse_rate,organism_num,organism_rate
50,50,5.5,5.5,100,5.5,50,50,5.5,5.5,100,5.5,50,50,5.5,5.5,100,5.5
47,47,5.70212765957447,5.53191489361702,94,5.61702127659574,46,49,5.47826086956522,5.57142857142857,95,5.52631578947368,47,49,5.57446808510638,5.44897959183673,96,5.51041666666667
47,47,5.70212765957447,5.53191489361702,94,5.61702127659574,46,49,5.47826086956522,5.57142857142857,95,5.52631578947368,47,48,5.57446808510638,5.5,95,5.53684210526316
46,46,5.78260869565217,5.54347826086957,92,5.66304347826087,46,49,5.47826086956522,5.57142857142857,95,5.52631578947368,46,47,5.56521739130435,5.53191489361702,93,5.54838709677419
46,46,5.78260869565217,5.54347826086957,92,5.66304347826087,44,49,5.56818181818182,5.57142857142857,93,5.56989247311828,45,47,5.6,5.53191489361702,92,5.56521739130435
46,45,5.78260869565217,5.6,91,5.69230769230769,43,49,5.6046511627907,5.57142857142857,92,5.58695652173913,45,46,5.6,5.58695652173913,91,5.59340659340659
46,45,5.78260869565217,5.6,91,5.69230769230769,43,48,5.6046511627907,5.52083333333333,91,5.56043956043956,44,45,5.70454545454545,5.57777777777778,89,5.64044943820225
44,44,5.86363636363636,5.65909090909091,88,5.76136363636364,41,48,5.46341463414634,5.52083333333333,89,5.49438202247191,44,45,5.70454545454545,5.57777777777778,89,5.64044943820225
44,44,5.86363636363636,5.65909090909091,88,5.76136363636364,41,48,5.46341463414634,5.52083333333333,89,5.49438202247191,44,44,5.70454545454545,5.52272727272727,88,5.61363636363636
44,44,5.86363636363636,5.65909090909091,88,5.76136363636364,41,48,5.46341463414634,5.52083333333333,89,5.49438202247191,44,44,5.70454545454545,5.52272727272727,88,5.61363636363636
44,44,5.86363636363636,5.65909090909091,88,5.76136363636364,41,47,5.46341463414634,5.59574468085106,88,5.53409090909091,44,43,5.70454545454545,5.51162790697674,87,5.60919540229885
49,45,6.28571428571429,6.15555555555556,94,6.22340425531915,44,51,5.88636363636364,6.0,95,5.94736842105263,47,48,6.12765957446809,5.97916666666667,95,6.05263157894737
50,48,6.56,6.35416666666667,98,6.45918367346939,47,52,6.08510638297872,6.19230769230769,99,6.14141414141414,49,49,6.36734693877551,6.30612244897959,98,6.33673469387755
53,46,6.67924528301887,6.47826086956522,99,6.58585858585859,50,49,6.2,6.3265306122449,99,6.26262626262626,52,47,6.46153846153846,6.48936170212766,99,6.47474747474747
50,48,6.68,6.54166666666667,98,6.61224489795918,48,49,6.33333333333333,6.30612244897959,97,6.31958762886598,49,46,6.73469387755102,6.60869565217391,95,6.67368421052632
51,48,6.7843137254902,6.64583333333333,99,6.71717171717172,48,51,6.5,6.35294117647059,99,6.42424242424242,51,47,6.80392156862745,6.48936170212766,98,6.6530612244898
49,46,6.69387755102041,6.6304347826087,95,6.66315789473684,45,51,6.37777777777778,6.35294117647059,96,6.36458333333333,49,45,6.75510204081633,6.42222222222222,94,6.59574468085106
49,49,6.75510204081633,6.59183673469388,98,6.6734693877551,48,51,6.35416666666667,6.3921568627451,99,6.37373737373737,51,48,6.74509803921569,6.39583333333333,99,6.57575757575758
47,48,6.70212765957447,6.5625,95,6.63157894736842,46,51,6.30434782608696,6.31372549019608,97,6.30927835051546,48,47,6.75,6.34042553191489,95,6.54736842105263
47,48,6.70212765957447,6.5625,95,6.63157894736842,46,49,6.30434782608696,6.24489795918367,95,6.27368421052632,48,46,6.75,6.28260869565217,94,6.52127659574468
46,47,6.71739130434783,6.5531914893617,93,6.63440860215054,45,48,6.28888888888889,6.1875,93,6.23655913978495,48,45,6.75,6.33333333333333,93,6.54838709677419
48,51,6.9375,6.49019607843137,99,6.70707070707071,48,51,6.6875,6.56862745098039,99,6.62626262626263,51,48,7.03921568627451,6.16666666666667,99,6.61616161616162
50,49,7.14,6.75510204081633,99,6.94949494949495,43,53,6.55813953488372,6.71698113207547,96,6.64583333333333,47,52,7.40425531914894,6.86538461538461,99,7.12121212121212
49,50,7.10204081632653,6.8,99,6.94949494949495,45,54,6.66666666666667,6.94444444444444,99,6.81818181818182,48,51,7.41666666666667,7.03921568627451,99,7.22222222222222
45,53,7.08888888888889,7.13207547169811,98,7.11224489795918,42,54,6.54761904761905,7.0,96,6.80208333333333,44,52,7.5,7.23076923076923,96,7.35416666666667
43,52,7.2093023255814,7.09615384615385,95,7.14736842105263,40,54,6.675,7.0,94,6.86170212765957,44,52,7.5,7.23076923076923,96,7.35416666666667
46,53,7.23913043478261,7.0377358490566,99,7.13131313131313,41,58,6.85365853658537,6.96551724137931,99,6.91919191919192,48,51,7.45833333333333,7.17647058823529,99,7.31313131313131
44,53,7.11363636363636,7.0377358490566,97,7.07216494845361,38,57,7.02631578947368,6.96491228070175,95,6.98947368421053,45,50,7.42222222222222,7.28,95,7.34736842105263
44,53,7.11363636363636,7.0377358490566,97,7.07216494845361,35,57,7.08571428571429,6.96491228070175,92,7.01086956521739,44,48,7.38636363636364,7.3125,92,7.34782608695652
48,50,7.10416666666667,6.98,98,7.04081632653061,39,54,7.07692307692308,6.88888888888889,93,6.96774193548387,47,51,7.25531914893617,7.17647058823529,98,7.21428571428571
44,51,7.06818181818182,6.94117647058824,95,7.0,39,57,7.07692307692308,6.87719298245614,96,6.95833333333333,46,49,7.19565217391304,7.08163265306122,95,7.13684210526316
47,49,7.25531914893617,7.0,96,7.125,42,57,7.40476190476191,6.98245614035088,99,7.16161616161616,48,48,7.3125,7.02083333333333,96,7.16666666666667
48,51,7.85416666666667,7.13725490196078,99,7.48484848484848,42,57,7.5,7.14035087719298,99,7.29292929292929,48,51,7.4375,7.47058823529412,99,7.45454545454545
43,55,7.83720930232558,7.36363636363636,98,7.57142857142857,40,56,7.525,7.14285714285714,96,7.30208333333333,46,51,7.56521739130435,7.88235294117647,97,7.7319587628866
45,54,7.53333333333333,7.37037037037037,99,7.44444444444444,41,58,7.26829268292683,6.86206896551724,99,7.03030303030303,49,50,7.40816326530612,7.72,99,7.56565656565657
46,51,7.56521739130435,7.31372549019608,97,7.43298969072165,43,56,7.23255813953488,6.96428571428571,99,7.08080808080808,48,51,7.47916666666667,7.88235294117647,99,7.68686868686869
